street,city,state,zip,beds,baths,sq__ft,sale_date,price,latitude,longitude,s_price,n_price,s_sq__ft,n_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
6217 LEOLA WAY,SACRAMENTO,CA,95824,3,1,1360,2008-05-20T00:00:00Z,222381.0,38.513066,-121.451909,-0.06766358920957109,0.25002292697672995,0.06452231419615251,0.23359670216420475,2,6,0.0,0.0,1.0,0.0
2340 HURLEY WAY,SACRAMENTO,CA,95825,0,0,0,2008-05-20T00:00:00Z,225000.0,38.588816,-121.408549,-0.04831909075389814,0.2529881493004725,-1.5429526333491657,0.0,2,6,1.0,0.0,0.0,0.0
3035 BRUNNET LN,SACRAMENTO,CA,95833,3,2,1522,2008-05-20T00:00:00Z,225000.0,38.624762,-121.522775,-0.04831909075389814,0.2529881493004725,0.2560009476537566,0.2614221916867056,2,6,0.0,0.0,1.0,0.0
3035 BRUNNET LN,SACRAMENTO,CA,95833,3,2,1522,2008-05-20T00:00:00Z,225000.0,38.624762,-121.522775,-0.04831909075389814,0.2529881493004725,0.2560009476537566,0.2614221916867056,2,6,0.0,0.0,1.0,0.0
3025 EL PRADO WAY,SACRAMENTO,CA,95825,4,2,1751,2008-05-20T00:00:00Z,167827.33333333337,38.606603,-121.394147,-0.4706087287989677,0.1882574629667999,0.5266713616154315,0.3007557540364136,1,4,0.0,0.0,1.0,0.0
3025 EL PRADO WAY,SACRAMENTO,CA,95825,4,2,1751,2008-05-20T00:00:00Z,167827.33333333337,38.606603,-121.394147,-0.4706087287989677,0.1882574629667999,0.5266713616154315,0.3007557540364136,1,4,0.0,0.0,1.0,0.0
9387 GRANITE FALLS CT,ELK GROVE,CA,95624,3,2,1465,2008-05-20T00:00:00Z,225000.0,38.419214,-121.348533,-0.04831909075389814,0.2529881493004725,0.18862883588163665,0.2516317416695294,2,6,0.0,0.0,1.0,0.0
9257 CALDERA WAY,SACRAMENTO,CA,95826,4,2,1605,2008-05-20T00:00:00Z,183789.1875,38.55821,-121.355022,-0.3527110337715681,0.2063294164999508,0.3541041981289488,0.27567846100996224,2,5,0.0,0.0,1.0,0.0
9257 CALDERA WAY,SACRAMENTO,CA,95826,4,2,1605,2008-05-20T00:00:00Z,183789.1875,38.55821,-121.355022,-0.3527110337715681,0.2063294164999508,0.3541041981289488,0.27567846100996224,2,5,0.0,0.0,1.0,0.0
441 ARLINGDALE CIR,RIO LINDA,CA,95673,4,2,1475,2008-05-20T00:00:00Z,229665.0,38.702893,-121.454949,-0.013862395337436008,0.258269845421228,0.20044850461358749,0.2533493644795603,2,6,0.0,0.0,1.0,0.0
2284 LOS ROBLES RD,MEADOW VISTA,CA,95722,3,1,1216,2008-05-20T00:00:00Z,230000.0,39.008159,-121.03623,-0.011388013137111288,0.2586491312091065,-0.10568091554394002,0.2088629336997596,2,6,0.0,0.0,1.0,0.0
8164 CHENIN BLANC LN,FAIR OAKS,CA,95628,2,2,1315,2008-05-20T00:00:00Z,230000.0,38.665644,-121.259969,-0.011388013137111288,0.2586491312091065,0.0113338049023736,0.2258673995190656,2,6,0.0,0.0,1.0,0.0
4620 CHAMBERLIN CIR,ELK GROVE,CA,95757,3,2,1567,2008-05-20T00:00:00Z,230000.0,38.390557,-121.449805,-0.011388013137111288,0.2586491312091065,0.3091894569475355,0.2691514943318447,2,6,0.0,0.0,1.0,0.0
5340 BIRK WAY,SACRAMENTO,CA,95835,3,2,1776,2008-05-20T00:00:00Z,234000.0,38.672495,-121.515251,0.0181568489563182,0.2631779167360137,0.5562205334453086,0.3050498110614909,2,6,0.0,0.0,1.0,0.0
51 ANJOU CIR,SACRAMENTO,CA,95835,3,2,2187,2008-05-20T00:00:00Z,235000.0,38.661658,-121.540633,0.025543064479675567,0.2643101131177405,1.0420089183284893,0.3756441085537616,2,6,0.0,0.0,1.0,0.0
2125 22ND AVE,SACRAMENTO,CA,95822,3,1,1291,2008-05-20T00:00:00Z,236250.0,38.534596,-121.493121,0.03477583388387228,0.265725358594899,-0.017033400054308485,0.2217451047749914,2,7,0.0,0.0,1.0,0.0
2125 22ND AVE,SACRAMENTO,CA,95822,3,1,1291,2008-05-20T00:00:00Z,236250.0,38.534596,-121.493121,0.03477583388387228,0.265725358594899,-0.017033400054308485,0.2217451047749914,2,7,0.0,0.0,1.0,0.0
611 BLOSSOM ROCK LN,FOLSOM,CA,95630,0,0,0,2008-05-20T00:00:00Z,240000.0,38.6457,-121.1197,0.062474142096462425,0.2699710950263745,-1.5429526333491657,0.0,2,7,1.0,0.0,0.0,0.0
611 BLOSSOM ROCK LN,FOLSOM,CA,95630,0,0,0,2008-05-20T00:00:00Z,240000.0,38.6457,-121.1197,0.062474142096462425,0.2699710950263745,-1.5429526333491657,0.0,2,7,1.0,0.0,0.0,0.0
8830 ADUR RD,ELK GROVE,CA,95624,0,0,0,2008-05-20T00:00:00Z,242000.0,38.43742,-121.372876,0.07724657314317716,0.2722354877898281,-1.5429526333491657,0.0,2,7,0.0,0.0,1.0,0.0
7344 BUTTERBALL WAY,SACRAMENTO,CA,95842,3,2,1503,2008-05-20T00:00:00Z,245000.0,38.699489,-121.361828,0.09940521971324927,0.2756320769350085,0.23354357706305,0.2581587083476469,2,7,0.0,0.0,1.0,0.0
8219 GWINHURST CIR,SACRAMENTO,CA,95828,4,3,2491,2008-05-20T00:00:00Z,178064.77551020405,38.459711,-121.384283,-0.394992774472692,0.19984825795759026,1.4013268477797958,0.4278598419787015,1,4,0.0,0.0,1.0,0.0
8219 GWINHURST CIR,SACRAMENTO,CA,95828,4,3,2491,2008-05-20T00:00:00Z,178064.77551020405,38.459711,-121.384283,-0.394992774472692,0.19984825795759026,1.4013268477797958,0.4278598419787015,1,4,0.0,0.0,1.0,0.0
3240 S ST,SACRAMENTO,CA,95816,2,1,1269,2008-05-20T00:00:00Z,245000.0,38.562296,-121.467489,0.09940521971324927,0.2756320769350085,-0.0430366712646004,0.2179663345929234,2,7,0.0,0.0,1.0,0.0
3240 S ST,SACRAMENTO,CA,95816,2,1,1269,2008-05-20T00:00:00Z,245000.0,38.562296,-121.467489,0.09940521971324927,0.2756320769350085,-0.0430366712646004,0.2179663345929234,2,7,0.0,0.0,1.0,0.0
221 PICASSO CIR,SACRAMENTO,CA,95835,0,0,0,2008-05-20T00:00:00Z,250000.0,38.676658,-121.528128,0.13633629733003613,0.2812930588436425,-1.5429526333491657,0.0,2,7,0.0,0.0,1.0,0.0
5706 GREENACRES WAY,ORANGEVALE,CA,95662,3,2,1176,2008-05-20T00:00:00Z,250000.0,38.669882,-121.213533,0.13633629733003613,0.2812930588436425,-0.15295959047174348,0.20199244245963585,2,7,0.0,0.0,1.0,0.0
6900 LONICERA DR,ORANGEVALE,CA,95662,4,2,1456,2008-05-20T00:00:00Z,250000.0,38.692199,-121.250975,0.13633629733003613,0.2812930588436425,0.17799113402288086,0.2500858811405016,2,7,0.0,0.0,1.0,0.0
6900 LONICERA DR,ORANGEVALE,CA,95662,4,2,1456,2008-05-20T00:00:00Z,250000.0,38.692199,-121.250975,0.13633629733003613,0.2812930588436425,0.17799113402288086,0.2500858811405016,2,7,0.0,0.0,1.0,0.0
419 DAWNRIDGE RD,ROSEVILLE,CA,95678,3,2,1498,2008-05-20T00:00:00Z,250000.0,38.72528300000001,-121.297953,0.13633629733003613,0.2812930588436425,0.2276337426970745,0.2572998969426314,2,7,0.0,0.0,1.0,0.0
419 DAWNRIDGE RD,ROSEVILLE,CA,95678,3,2,1498,2008-05-20T00:00:00Z,250000.0,38.72528300000001,-121.297953,0.13633629733003613,0.2812930588436425,0.2276337426970745,0.2572998969426314,2,7,0.0,0.0,1.0,0.0
5312 MARBURY WAY,ANTELOPE,CA,95843,3,2,1574,2008-05-20T00:00:00Z,255000.0,38.710221,-121.341651,0.17326737494682298,0.2869540407522765,0.3174632250599011,0.2703538302988664,2,7,0.0,0.0,1.0,0.0
6344 BONHAM CIR,CITRUS HEIGHTS,CA,95610,5,4,2085,2008-05-20T00:00:00Z,256054.0,38.682358,-121.272876,0.18105244610844165,0.2881473757386166,0.9214482972625904,0.35812435589144626,2,7,0.0,1.0,0.0,0.0
8207 YORKTON WAY,SACRAMENTO,CA,95829,3,2,2170,2008-05-20T00:00:00Z,257729.0,38.45967,-121.36046100000002,0.19342435711006525,0.2900438046780089,1.0219154814841729,0.3727241497767089,2,7,0.0,0.0,1.0,0.0
7922 MANSELL WAY,ELK GROVE,CA,95758,4,2,1595,2008-05-20T00:00:00Z,260000.0,38.409634,-121.410787,0.21019845256360986,0.2926150226609106,0.34228452939699794,0.2739608381999313,2,7,0.0,0.0,1.0,0.0
5712 MELBURY CIR,ANTELOPE,CA,95843,3,2,1567,2008-05-20T00:00:00Z,261000.0,38.705849,-121.334701,0.2175846680869672,0.2937472190426374,0.3091894569475355,0.2691514943318447,2,7,0.0,0.0,1.0,0.0
632 NEWBRIDGE LN,LINCOLN,CA,95648,4,2,0,2008-05-20T00:00:00Z,261800.0,38.87908400000001,-121.298586,0.2234936405056531,0.29465297614801883,-1.5429526333491657,0.0,2,7,0.0,0.0,1.0,0.0
1570 GLIDDEN AVE,SACRAMENTO,CA,95822,4,2,1253,2008-05-20T00:00:00Z,264469.0,38.482704,-121.500433,0.2432074497374939,0.29767480829084764,-0.06194814123572179,0.215218138096874,2,7,0.0,0.0,1.0,0.0
8108 FILIFERA WAY,ANTELOPE,CA,95843,4,3,1768,2008-05-20T00:00:00Z,265000.0,38.717042,-121.35468,0.2471295301803967,0.2982760045695446,0.5467647984597479,0.30367571281346617,2,7,0.0,0.0,1.0,0.0
230 BANKSIDE WAY,SACRAMENTO,CA,95835,0,0,0,2008-05-20T00:00:00Z,270000.0,38.676937,-121.529244,0.2840606077971836,0.30393698647817863,-1.5429526333491657,0.0,2,7,0.0,0.0,1.0,0.0
5342 CALABRIA WAY,SACRAMENTO,CA,95835,4,3,2030,2008-05-20T00:00:00Z,270000.0,38.671807,-121.498274,0.2840606077971836,0.30393698647817863,0.8564401192368607,0.3486774304362762,2,7,0.0,0.0,1.0,0.0
47 NAPONEE CT,SACRAMENTO,CA,95835,3,2,1531,2008-05-20T00:00:00Z,270000.0,38.665704,-121.529096,0.2840606077971836,0.30393698647817863,0.2666386495125124,0.26296805221573344,2,7,0.0,0.0,1.0,0.0
47 NAPONEE CT,SACRAMENTO,CA,95835,3,2,1531,2008-05-20T00:00:00Z,270000.0,38.665704,-121.529096,0.2840606077971836,0.30393698647817863,0.2666386495125124,0.26296805221573344,2,7,0.0,0.0,1.0,0.0
4236 ADRIATIC SEA WAY,SACRAMENTO,CA,95834,0,0,0,2008-05-20T00:00:00Z,270000.0,38.647961,-121.543162,0.2840606077971836,0.30393698647817863,-1.5429526333491657,0.0,2,7,0.0,0.0,1.0,0.0
4236 ADRIATIC SEA WAY,SACRAMENTO,CA,95834,0,0,0,2008-05-20T00:00:00Z,270000.0,38.647961,-121.543162,0.2840606077971836,0.30393698647817863,-1.5429526333491657,0.0,2,7,0.0,0.0,1.0,0.0
8864 REMBRANT CT,ELK GROVE,CA,95624,4,3,1653,2008-05-20T00:00:00Z,275000.0,38.435288,-121.375703,0.3209916854139704,0.30959796838681264,0.4108386080423129,0.2839230504981106,2,8,0.0,0.0,1.0,0.0
8864 REMBRANT CT,ELK GROVE,CA,95624,4,3,1653,2008-05-20T00:00:00Z,275000.0,38.435288,-121.375703,0.3209916854139704,0.30959796838681264,0.4108386080423129,0.2839230504981106,2,8,0.0,0.0,1.0,0.0
9455 SEA CLIFF WAY,ELK GROVE,CA,95758,4,2,2056,2008-05-20T00:00:00Z,232475.0612244898,38.411522,-121.481406,0.006893322500475123,0.26145138657202616,0.8871712579399329,0.35314324974235656,2,6,0.0,0.0,1.0,0.0
9720 LITTLE HARBOR WAY,ELK GROVE,CA,95624,4,3,2494,2008-05-20T00:00:00Z,253029.9189189189,38.404934,-121.352405,0.15871593148346913,0.2847235220805681,1.4048727483993808,0.4283751288217108,2,7,0.0,0.0,1.0,0.0
8806 PHOENIX AVE,FAIR OAKS,CA,95628,3,2,1450,2008-05-20T00:00:00Z,305686.625,38.660322,-121.230101,0.5476497113484168,0.3443412541792199,0.17089933278371033,0.2490553074544829,2,8,0.0,0.0,1.0,0.0
3578 LOGGERHEAD WAY,SACRAMENTO,CA,95834,4,2,2169,2008-05-20T00:00:00Z,292000.0,38.633028,-121.526755,0.44655734931104574,0.3288453068761683,1.0207335146109775,0.372552387495706,2,8,0.0,0.0,1.0,0.0
1416 LOCKHART WAY,ROSEVILLE,CA,95747,3,2,1440,2008-05-20T00:00:00Z,292000.0,38.752399,-121.330328,0.44655734931104574,0.3288453068761683,0.15907966405175944,0.2473376846444521,2,8,0.0,0.0,1.0,0.0
5413 BUENA VENTURA WAY,FAIR OAKS,CA,95628,3,2,1527,2008-05-20T00:00:00Z,293993.0,38.664552,-121.25593700000002,0.461278076849097,0.3311017742649498,0.261910782019732,0.26228100309172103,2,8,0.0,0.0,1.0,0.0
37 WHITE BIRCH CT,ROSEVILLE,CA,95678,3,2,1401,2008-05-20T00:00:00Z,294000.0,38.776327,-121.284514,0.4613297803577605,0.3311096996396219,0.11298295599715108,0.2406389556853315,2,8,0.0,0.0,1.0,0.0
405 MARLIN SPIKE WAY,SACRAMENTO,CA,95838,3,2,1411,2008-05-20T00:00:00Z,296769.0,38.65783,-121.456842,0.481782211141937,0.33424475142062343,0.12480262472910192,0.2423565784953624,2,8,0.0,0.0,1.0,0.0
1102 CHESLEY LN,LINCOLN,CA,95648,4,4,0,2008-05-20T00:00:00Z,80521.0,38.864864,-121.313988,-1.1154721233530478,0.08940954826496565,-1.5429526333491657,0.0,1,1,0.0,0.0,1.0,0.0
11281 STANFORD COURT LN Unit 604,GOLD RIVER,CA,95670,0,0,0,2008-05-20T00:00:00Z,300000.0,38.625289,-121.260286,0.5056470734979047,0.3379028779299827,-1.5429526333491657,0.0,2,8,1.0,0.0,0.0,0.0
7320 6TH ST,RIO LINDA,CA,95673,3,1,1284,2008-05-20T00:00:00Z,300000.0,38.700553,-121.452223,0.5056470734979047,0.3379028779299827,-0.02530716816667409,0.22054276880796972,2,8,0.0,0.0,1.0,0.0
993 MANTON CT,GALT,CA,95632,4,3,2307,2008-05-20T00:00:00Z,300000.0,38.272942,-121.289148,0.5056470734979047,0.3379028779299827,1.1838449431118998,0.3962555822741326,2,8,0.0,0.0,1.0,0.0
4487 PANORAMA DR,PLACERVILLE,CA,95667,3,2,1329,2008-05-20T00:00:00Z,368863.4,38.69455900000001,-120.848157,1.0142869875690728,0.4158697702433883,0.027881341127104813,0.2282720714531089,3,9,0.0,0.0,1.0,0.0
5651 OVERLEAF WAY,SACRAMENTO,CA,95835,4,2,1910,2008-05-20T00:00:00Z,300500.0,38.677454,-121.494791,0.5093401812595834,0.3384689761208461,0.7146040944534503,0.3280659567159052,2,8,0.0,0.0,1.0,0.0
2015 PROMONTORY POINT LN,GOLD RIVER,CA,95670,3,2,1981,2008-05-20T00:00:00Z,305000.0,38.628732,-121.261149,0.5425781511146915,0.3435638598386167,0.7985237424503014,0.3402610786671247,2,8,0.0,0.0,1.0,0.0
2015 PROMONTORY POINT LN,GOLD RIVER,CA,95670,3,2,1981,2008-05-20T00:00:00Z,305000.0,38.628732,-121.261149,0.5425781511146915,0.3435638598386167,0.7985237424503014,0.3402610786671247,2,8,0.0,0.0,1.0,0.0
3224 PARKHAM DR,ROSEVILLE,CA,95747,0,0,0,2008-05-20T00:00:00Z,306500.0,38.772771,-121.364877,0.5536574743997276,0.3452621544112069,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
15 VANESSA PL,SACRAMENTO,CA,95835,0,0,0,2008-05-20T00:00:00Z,312500.0,38.668692,-121.54549,0.5979747675398718,0.3520553327015677,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
1312 RENISON LN,LINCOLN,CA,95648,5,3,0,2008-05-20T00:00:00Z,315000.0,38.866409,-121.308485,0.6164403063482653,0.3548858236558848,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
8 RIVER RAFT CT,SACRAMENTO,CA,95823,4,2,2205,2008-05-20T00:00:00Z,319789.0,38.447353,-121.434969,0.6518128924896237,0.3603079121279744,1.0632843220460009,0.3787358296118172,2,8,0.0,0.0,1.0,0.0
8 RIVER RAFT CT,SACRAMENTO,CA,95823,4,2,2205,2008-05-20T00:00:00Z,319789.0,38.447353,-121.434969,0.6518128924896237,0.3603079121279744,1.0632843220460009,0.3787358296118172,2,8,0.0,0.0,1.0,0.0
2251 LAMPLIGHT LN,LINCOLN,CA,95648,2,2,1449,2008-05-20T00:00:00Z,330000.0,38.849924,-121.275729,0.7272335391986258,0.3718687693817868,0.16971736591051526,0.2488835451734799,2,9,0.0,0.0,1.0,0.0
106 FARHAM DR,FOLSOM,CA,95630,3,2,1258,2008-05-20T00:00:00Z,330000.0,38.667834,-121.168578,0.7272335391986258,0.3718687693817868,-0.05603830686974635,0.21607694950188933,2,9,0.0,0.0,1.0,0.0
5405 NECTAR CIR,ELK GROVE,CA,95757,3,2,2575,2008-05-20T00:00:00Z,331000.0,38.387014,-121.440967,0.7346197547219832,0.3730009657635136,1.5006120651281831,0.4422878735829612,2,9,0.0,0.0,1.0,0.0
5405 NECTAR CIR,ELK GROVE,CA,95757,3,2,2575,2008-05-20T00:00:00Z,331000.0,38.387014,-121.440967,0.7346197547219832,0.3730009657635136,1.5006120651281831,0.4422878735829612,2,9,0.0,0.0,1.0,0.0
5411 10TH AVE,SACRAMENTO,CA,95820,2,1,539,2008-05-20T00:00:00Z,334000.0,38.542727,-121.442449,0.7567784012920553,0.376397554908694,-0.9058724886970138,0.09257986946066643,2,9,0.0,0.0,1.0,0.0
3512 RAINSONG CIR,RANCHO CORDOVA,CA,95670,4,3,2208,2008-05-20T00:00:00Z,336000.0,38.573488,-121.282809,0.7715508323387701,0.3786619476721476,1.066830222665586,0.3792511164548265,2,9,0.0,0.0,1.0,0.0
1106 55TH ST,SACRAMENTO,CA,95819,3,1,1108,2008-05-20T00:00:00Z,339000.0,38.563805,-121.436395,0.7937094789088421,0.382058536817328,-0.2333333378490093,0.1903126073514257,2,9,0.0,0.0,1.0,0.0
411 ILLSLEY WAY,FOLSOM,CA,95630,4,2,1595,2008-05-20T00:00:00Z,339000.0,38.652002,-121.129504,0.7937094789088421,0.382058536817328,0.34228452939699794,0.2739608381999313,2,9,0.0,0.0,1.0,0.0
796 BUTTERCUP CIR,GALT,CA,95632,4,2,2159,2008-05-20T00:00:00Z,345000.0,38.279581,-121.300828,0.8380267720489863,0.3888517151076888,1.008913845879027,0.370834764685675,2,9,0.0,0.0,1.0,0.0
796 BUTTERCUP CIR,GALT,CA,95632,4,2,2159,2008-05-20T00:00:00Z,345000.0,38.279581,-121.300828,0.8380267720489863,0.3888517151076888,1.008913845879027,0.370834764685675,2,9,0.0,0.0,1.0,0.0
1230 SANDRA CIR,PLACERVILLE,CA,95667,4,3,2295,2008-05-20T00:00:00Z,350000.0,38.738141,-120.784145,0.8749578496657733,0.3945126970163229,1.1696613406335588,0.3941944349020955,2,9,0.0,0.0,1.0,0.0
1230 SANDRA CIR,PLACERVILLE,CA,95667,4,3,2295,2008-05-20T00:00:00Z,350000.0,38.738141,-120.784145,0.8749578496657733,0.3945126970163229,1.1696613406335588,0.3941944349020955,2,9,0.0,0.0,1.0,0.0
318 ANACAPA DR,ROSEVILLE,CA,95678,3,2,1838,2008-05-20T00:00:00Z,356000.0,38.782094,-121.297133,0.9192751428059176,0.4013058753066837,0.6295024795834039,0.31569907248368256,3,9,0.0,0.0,1.0,0.0
3975 SHINING STAR DR,SACRAMENTO,CA,95823,4,2,1900,2008-05-20T00:00:00Z,361745.0,38.487409,-121.461413,0.9617089509876056,0.4078103435197042,0.7027844257214994,0.32634833390587425,3,9,0.0,0.0,1.0,0.0
1620 BASLER ST,SACRAMENTO,CA,95811,4,2,1718,2008-05-20T00:00:00Z,445000.0,38.591822,-121.478644,1.5766483243847236,0.5020713532803692,0.4876664547999936,0.2950875987633116,3,10,0.0,0.0,1.0,0.0
9688 NATURE TRAIL WAY,ELK GROVE,CA,95757,5,3,3389,2008-05-20T00:00:00Z,319023.58333333326,38.405224,-121.479275,0.6461593600244533,0.3594413101474609,2.462733099908984,0.5821023703194779,2,8,0.0,0.0,1.0,0.0
5924 TANUS CIR,ROCKLIN,CA,95677,4,2,0,2008-05-20T00:00:00Z,380000.0,38.778691,-121.204292,1.0965443153664944,0.42847858846812703,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
5924 TANUS CIR,ROCKLIN,CA,95677,4,2,0,2008-05-20T00:00:00Z,380000.0,38.778691,-121.204292,1.0965443153664944,0.42847858846812703,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
9629 CEDAR OAK WAY,ELK GROVE,CA,95757,5,4,3260,2008-05-20T00:00:00Z,385000.0,38.405527,-121.431746,1.1334753929832813,0.434139570376761,2.3102593732668173,0.5599450360700791,3,9,0.0,0.0,1.0,0.0
3429 FERNBROOK CT,CAMERON PARK,CA,95682,3,2,2016,2008-05-20T00:00:00Z,399000.0,38.664225,-121.007173,1.2368824103102845,0.4499903197209362,0.8398925830121294,0.3462727585022329,3,9,0.0,0.0,1.0,0.0
3429 FERNBROOK CT,CAMERON PARK,CA,95682,3,2,2016,2008-05-20T00:00:00Z,399000.0,38.664225,-121.007173,1.2368824103102845,0.4499903197209362,0.8398925830121294,0.3462727585022329,3,9,0.0,0.0,1.0,0.0
2121 HANNAH WAY,ROCKLIN,CA,95765,4,2,2607,2008-05-20T00:00:00Z,402000.0,38.805749,-121.280931,1.2590410568803565,0.4533869088661167,1.538435005070426,0.4477842665750601,3,10,0.0,0.0,1.0,0.0
10104 ANNIE ST,ELK GROVE,CA,95757,4,3,2724,2008-05-20T00:00:00Z,406026.0,38.390465,-121.443479,1.2887779605773932,0.4579451314989488,1.6767251292342509,0.4678804534524218,3,10,0.0,0.0,1.0,0.0
1092 MAUGHAM CT,GALT,CA,95632,5,4,3746,2008-05-20T00:00:00Z,420000.0,38.271646,-121.286848,1.3919929363007892,0.4737664437371991,2.8846952736396303,0.6434215046375816,3,10,0.0,0.0,1.0,0.0
5404 ALMOND FALLS WAY,RANCHO CORDOVA,CA,95742,0,0,0,2008-05-20T00:00:00Z,340463.63636363635,38.527502,-121.233492,0.8045202125384833,0.3837156606124009,-1.5429526333491657,0.0,2,9,0.0,0.0,1.0,0.0
6306 CONEJO,RANCHO MURIETA,CA,95683,4,2,3192,2008-05-20T00:00:00Z,425000.0,38.512602,-121.087233,1.428924013917576,0.4794274256458331,2.2298856258895516,0.5482652009618688,3,10,0.0,0.0,1.0,0.0
14 CASA VATONI PL,SACRAMENTO,CA,95834,0,0,0,2008-05-20T00:00:00Z,433500.0,38.650221,-121.551704,1.4917068458661138,0.48905109489051096,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
14 CASA VATONI PL,SACRAMENTO,CA,95834,0,0,0,2008-05-20T00:00:00Z,433500.0,38.650221,-121.551704,1.4917068458661138,0.48905109489051096,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
1456 EAGLESFIELD LN,LINCOLN,CA,95648,4,3,0,2008-05-20T00:00:00Z,436746.0,38.857635,-121.311375,1.5156825014549318,0.4927262043455962,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
4100 BOTHWELL CIR,EL DORADO HILLS,CA,95762,5,3,0,2008-05-20T00:00:00Z,495267.09090909094,38.679136,-121.034329,1.947931891571467,0.5589835717275743,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
4100 BOTHWELL CIR,EL DORADO HILLS,CA,95762,5,3,0,2008-05-20T00:00:00Z,495267.09090909094,38.679136,-121.034329,1.947931891571467,0.5589835717275743,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
427 21ST ST,SACRAMENTO,CA,95811,2,1,1247,2008-05-20T00:00:00Z,445000.0,38.582604,-121.47576,1.5766483243847236,0.5020713532803692,-0.06903994247489231,0.21418756441085532,3,10,0.0,0.0,1.0,0.0
427 21ST ST,SACRAMENTO,CA,95811,2,1,1247,2008-05-20T00:00:00Z,445000.0,38.582604,-121.47576,1.5766483243847236,0.5020713532803692,-0.06903994247489231,0.21418756441085532,3,10,0.0,0.0,1.0,0.0
1044 GALSTON DR,FOLSOM,CA,95630,4,2,2581,2008-05-20T00:00:00Z,450000.0,38.676306,-121.09954,1.6135794020015104,0.5077323351890032,1.5077038663673534,0.4433184472689797,3,10,0.0,0.0,1.0,0.0
4440 SYCAMORE AVE,SACRAMENTO,CA,95841,3,1,2068,2008-05-20T00:00:00Z,460000.0,38.646374,-121.353658,1.6874415572350838,0.5190542990062712,0.901354860418274,0.3552043971143937,3,10,0.0,0.0,1.0,0.0
4440 SYCAMORE AVE,SACRAMENTO,CA,95841,3,1,2068,2008-05-20T00:00:00Z,460000.0,38.646374,-121.353658,1.6874415572350838,0.5190542990062712,0.901354860418274,0.3552043971143937,3,10,0.0,0.0,1.0,0.0
1032 SOUZA DR,EL DORADO HILLS,CA,95762,3,2,0,2008-05-20T00:00:00Z,460000.0,38.668239,-121.064437,1.6874415572350838,0.5190542990062712,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
1032 SOUZA DR,EL DORADO HILLS,CA,95762,3,2,0,2008-05-20T00:00:00Z,460000.0,38.668239,-121.064437,1.6874415572350838,0.5190542990062712,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
9760 LAZULITE CT,ELK GROVE,CA,95624,4,3,3992,2008-05-20T00:00:00Z,460000.0,38.403609,-121.335541,1.6874415572350838,0.5190542990062712,3.1754591244456214,0.6856750257643421,3,10,0.0,0.0,1.0,0.0
241 LANFRANCO CIR,SACRAMENTO,CA,95835,4,4,3397,2008-05-20T00:00:00Z,271077.8717948718,38.665696,-121.549437,0.2920220011806548,0.30515734902429786,2.4721888348945447,0.5834764685675026,2,8,0.0,0.0,1.0,0.0
241 LANFRANCO CIR,SACRAMENTO,CA,95835,4,4,3397,2008-05-20T00:00:00Z,271077.8717948718,38.665696,-121.549437,0.2920220011806548,0.30515734902429786,2.4721888348945447,0.5834764685675026,2,8,0.0,0.0,1.0,0.0
5559 NORTHBOROUGH DR,SACRAMENTO,CA,95835,5,3,3881,2008-05-20T00:00:00Z,471750.0,38.677225,-121.519687,1.7742295896345333,0.5323576064915612,3.044260801520967,0.666609412572999,3,10,0.0,0.0,1.0,0.0
2125 BIG SKY DR,ROCKLIN,CA,95765,5,3,0,2008-05-20T00:00:00Z,480000.0,38.801637,-121.278798,1.835165867702232,0.5416982266408074,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
2109 HAMLET PL,CARMICHAEL,CA,95608,2,2,1598,2008-05-20T00:00:00Z,484000.0,38.602754,-121.329326,1.8647107297956609,0.5462270121677145,0.34583043001658315,0.27447612504294056,3,10,0.0,0.0,1.0,0.0
9970 STATE HIGHWAY 193,PLACERVILLE,CA,95667,4,3,1929,2008-05-20T00:00:00Z,485000.0,38.787877,-120.816676,1.8720969453190184,0.5473592085494413,0.7370614650441569,0.33132944005496395,3,10,0.0,0.0,1.0,0.0
2901 PINTAIL WAY,ELK GROVE,CA,95757,4,3,3070,2008-05-20T00:00:00Z,319023.58333333326,38.398488,-121.473424,0.6461593600244533,0.3594413101474609,2.085685667359751,0.5273102026794916,2,8,0.0,0.0,1.0,0.0
201 FIRESTONE DR,ROSEVILLE,CA,95678,0,0,0,2008-05-20T00:00:00Z,500500.0,38.770153,-121.30003899999998,1.9865832859310573,0.5649082524662068,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
