index,street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,train
317,9760 LAZULITE CT,ELK GROVE,95624,CA,4,3,3992,Residential,2008-05-20,460000,38.403609,-121.335541,True
318,241 LANFRANCO CIR,SACRAMENTO,95835,CA,4,4,3397,Residential,2008-05-20,465000,38.665696,-121.549437,True
319,5559 NORTHBOROUGH DR,SACRAMENTO,95835,CA,5,3,3881,Residential,2008-05-20,471750,38.677225,-121.519687,True
321,2109 HAMLET PL,CARMICHAEL,95608,CA,2,2,1598,Residential,2008-05-20,484000,38.602754,-121.329326,True
322,9970 STATE HIGHWAY 193,PLACERVILLE,95667,CA,4,3,1929,Residential,2008-05-20,485000,38.787877,-120.816676,True
325,1740 HIGH ST,AUBURN,95603,CA,3,3,0,Residential,2008-05-20,504000,38.891935,-121.08434,True
328,7756 TIGERWOODS DR,SACRAMENTO,95829,CA,5,3,3984,Residential,2008-05-20,572500,38.47643,-121.309243,True
330,2981 WRINGER DR,ROSEVILLE,95661,CA,4,3,3838,Residential,2008-05-20,613401,38.735373,-121.227072,True
331,8616 ROCKPORTE CT,ROSEVILLE,95747,CA,4,2,0,Residential,2008-05-20,614000,38.742118,-121.359909,True
334,3935 EL MONTE DR,LOOMIS,95650,CA,4,4,1624,Residential,2008-05-20,839000,38.813337,-121.133348,True
335,5840 WALERGA RD,SACRAMENTO,95842,CA,2,1,840,Condo,2008-05-19,40000,38.673678,-121.357471,True
336,923 FULTON AVE,SACRAMENTO,95825,CA,1,1,484,Condo,2008-05-19,48000,38.582279,-121.401482,True
337,261 REDONDO AVE,SACRAMENTO,95815,CA,3,1,970,Residential,2008-05-19,61500,38.620685,-121.460539,True
339,3660 22ND AVE,SACRAMENTO,95820,CA,2,1,932,Residential,2008-05-19,65000,38.532718,-121.46747,True
340,3924 HIGH ST,SACRAMENTO,95838,CA,2,1,796,Residential,2008-05-19,65000,38.638797,-121.435049,True
341,4734 14TH AVE,SACRAMENTO,95820,CA,2,1,834,Residential,2008-05-19,68000,38.539447,-121.450858,True
342,4734 14TH AVE,SACRAMENTO,95820,CA,2,1,834,Residential,2008-05-19,68000,38.539447,-121.450858,True
344,4513 GREENHOLME DR,SACRAMENTO,95842,CA,2,1,795,Condo,2008-05-19,82732,38.669104,-121.359008,True
346,3908 17TH AVE,SACRAMENTO,95820,CA,2,1,984,Residential,2008-05-19,84675,38.53728,-121.463531,True
347,7109 CHANDLER DR,SACRAMENTO,95828,CA,3,1,1013,Residential,2008-05-19,85000,38.497237,-121.424187,True
349,9058 MONTOYA ST,SACRAMENTO,95826,CA,2,1,795,Condo,2008-05-19,90000,38.559144,-121.368387,True
350,1016 CONGRESS AVE,SACRAMENTO,95838,CA,2,2,918,Residential,2008-05-19,91000,38.630151,-121.442789,True
351,540 MORRISON AVE,SACRAMENTO,95838,CA,3,1,1082,Residential,2008-05-19,95000,38.637704,-121.453946,True
352,5303 JERRETT WAY,SACRAMENTO,95842,CA,2,1,964,Residential,2008-05-19,97500,38.663282,-121.359631,True
354,3715 TALLYHO DR Unit 78HIGH,SACRAMENTO,95826,CA,1,1,625,Condo,2008-05-19,100000,38.544627,-121.35796,True
356,2987 PONDEROSA LN,SACRAMENTO,95815,CA,4,2,1120,Residential,2008-05-19,102750,38.622243,-121.457863,True
357,3732 LANKERSHIM WAY,NORTH HIGHLANDS,95660,CA,3,1,1331,Residential,2008-05-19,112500,38.68972,-121.378399,True
358,2216 DUNLAP DR,SACRAMENTO,95821,CA,3,1,1014,Residential,2008-05-19,113000,38.623738,-121.41305,True
359,3503 21ST AVE,SACRAMENTO,95820,CA,4,2,1448,Residential,2008-05-19,114000,38.53361,-121.469308,True
360,523 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,966,Residential,2008-05-19,114000,38.659414,-121.45408,True
361,8101 PORT ROYALE WAY,SACRAMENTO,95823,CA,2,1,779,Residential,2008-05-19,114750,38.463929,-121.438667,True
362,8020 WALERGA RD,ANTELOPE,95843,CA,2,2,836,Condo,2008-05-19,115000,38.71607,-121.364468,True
363,167 VALLEY OAK DR,ROSEVILLE,95678,CA,2,2,1100,Condo,2008-05-19,115000,38.732429,-121.288069,True
364,7876 BURLINGTON WAY,SACRAMENTO,95832,CA,3,1,1174,Residential,2008-05-19,116100,38.470093,-121.468347,True
367,2610 PHYLLIS AVE,SACRAMENTO,95820,CA,2,1,804,Residential,2008-05-19,120000,38.53105,-121.479574,True
368,4200 COMMERCE WAY Unit 711,SACRAMENTO,95834,CA,2,2,958,Condo,2008-05-19,120000,38.647523,-121.523217,True
370,5380 VILLAGE WOOD DR,SACRAMENTO,95823,CA,2,2,901,Residential,2008-05-19,121500,38.454949,-121.440578,True
371,2621 EVERGREEN ST,SACRAMENTO,95815,CA,3,1,696,Residential,2008-05-19,121725,38.613103,-121.444085,True
372,201 CARLO CT,GALT,95632,CA,3,2,1080,Residential,2008-05-19,122000,38.24227,-121.31032,True
373,6743 21ST ST,SACRAMENTO,95822,CA,3,2,1104,Residential,2008-05-19,123000,38.50372,-121.490657,True
375,2847 BELGRADE WAY,SACRAMENTO,95833,CA,4,2,1390,Residential,2008-05-19,125573,38.617173,-121.482541,True
376,7741 MILLDALE CIR,ELVERTA,95626,CA,4,2,1354,Residential,2008-05-19,126714,38.705834,-121.43919,True
377,9013 CASALS ST,SACRAMENTO,95826,CA,2,1,795,Condo,2008-05-19,126960,38.557045,-121.37167,True
378,227 MAHAN CT Unit 1,ROSEVILLE,95678,CA,2,1,780,Condo,2008-05-19,127000,38.749723,-121.27008,True
379,7349 FLETCHER FARM DR,SACRAMENTO,95828,CA,4,2,1587,Residential,2008-05-19,127500,38.49069,-121.382619,True
381,4114 35TH AVE,SACRAMENTO,95824,CA,2,1,1139,Residential,2008-05-19,133105,38.520941,-121.459355,True
385,2368 CRAIG AVE,SACRAMENTO,95832,CA,3,2,1300,Residential,2008-05-19,140800,38.47807,-121.48114,True
386,2123 AMANDA WAY,SACRAMENTO,95822,CA,3,2,1120,Residential,2008-05-19,145000,38.484896,-121.486948,True
387,7620 DARLA WAY,SACRAMENTO,95828,CA,4,2,1590,Residential,2008-05-19,147000,38.478502,-121.403517,True
388,8344 FIELDPOPPY CIR,SACRAMENTO,95828,CA,3,2,1407,Residential,2008-05-19,149600,38.479083,-121.400702,True
389,3624 20TH AVE,SACRAMENTO,95820,CA,5,2,1516,Residential,2008-05-19,150000,38.534508,-121.467907,True
390,10001 WOODCREEK OAKS BLVD Unit 1415,ROSEVILLE,95747,CA,2,2,0,Condo,2008-05-19,150000,38.795529,-121.328819,True
391,2848 PROVO WAY,SACRAMENTO,95822,CA,3,2,1646,Residential,2008-05-19,150000,38.489759,-121.474754,True
392,6045 EHRHARDT AVE,SACRAMENTO,95823,CA,3,2,1676,Residential,2008-05-19,155000,38.457157,-121.433065,True
393,1223 LAMBERTON CIR,SACRAMENTO,95838,CA,3,2,1370,Residential,2008-05-19,155435,38.646677,-121.437573,True
394,1223 LAMBERTON CIR,SACRAMENTO,95838,CA,3,2,1370,Residential,2008-05-19,155500,38.646677,-121.437573,True
395,6000 BIRCHGLADE WAY,CITRUS HEIGHTS,95621,CA,4,2,1351,Residential,2008-05-19,158000,38.70166,-121.323249,True
398,1675 VERNON ST Unit 8,ROSEVILLE,95678,CA,2,1,990,Residential,2008-05-19,160000,38.734136,-121.299639,True
399,6632 IBEX WOODS CT,CITRUS HEIGHTS,95621,CA,2,2,1162,Residential,2008-05-19,164000,38.720868,-121.309855,True
400,117 EVCAR WAY,RIO LINDA,95673,CA,3,2,1182,Residential,2008-05-19,164000,38.687659,-121.4633,True
402,746 MOOSE CREEK WAY,GALT,95632,CA,3,2,1100,Residential,2008-05-19,167000,38.283085,-121.302071,True
403,8306 CURLEW CT,CITRUS HEIGHTS,95621,CA,4,2,1280,Residential,2008-05-19,167293,38.715781,-121.298519,True
405,5217 ARGO WAY,SACRAMENTO,95820,CA,3,1,1039,Residential,2008-05-19,168000,38.52774,-121.433669,True
407,2956 DAVENPORT WAY,SACRAMENTO,95833,CA,4,2,1917,Residential,2008-05-19,170000,38.620687,-121.482619,True
409,332 PALIN AVE,GALT,95632,CA,3,2,1204,Residential,2008-05-19,174000,38.260467,-121.302636,True
410,4649 FREEWAY CIR,SACRAMENTO,95841,CA,3,2,1120,Residential,2008-05-19,178000,38.658734,-121.357196,True
413,8032 DUSENBERG CT,SACRAMENTO,95828,CA,4,2,1638,Residential,2008-05-19,180000,38.466499,-121.381119,True
414,7110 STELLA LN Unit 15,CARMICHAEL,95608,CA,2,2,1000,Condo,2008-05-19,182000,38.637396,-121.300055,True
415,1786 PIEDMONT WAY,ROSEVILLE,95661,CA,3,1,1152,Residential,2008-05-19,188325,38.72748,-121.256537,True
416,1347 HIDALGO CIR,ROSEVILLE,95747,CA,3,2,1154,Residential,2008-05-19,191500,38.747878,-121.311279,True
419,3801 WILDROSE WAY,SACRAMENTO,95826,CA,3,1,1356,Residential,2008-05-19,195000,38.544368,-121.369979,True
421,6128 CARL SANDBURG CIR,SACRAMENTO,95842,CA,3,1,1009,Residential,2008-05-19,198000,38.681541,-121.355616,True
422,1 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Residential,2008-05-19,200345,38.46452,-121.427606,True
423,909 SINGINGWOOD RD,SACRAMENTO,95864,CA,2,1,930,Residential,2008-05-19,203000,38.581471,-121.38839,True
424,6671 FOXWOOD CT,SACRAMENTO,95841,CA,4,2,1766,Residential,2008-05-19,207000,38.687943,-121.328883,True
425,8165 AYN RAND CT,SACRAMENTO,95828,CA,4,3,1940,Residential,2008-05-19,208000,38.468639,-121.403265,True
426,9474 VILLAGE TREE DR,ELK GROVE,95758,CA,4,2,1776,Residential,2008-05-19,210000,38.413947,-121.408276,True
428,8167 DERBY PARK CT,SACRAMENTO,95828,CA,4,2,1872,Residential,2008-05-19,213675,38.460492,-121.373379,True
429,6344 LAGUNA MIRAGE LN,ELK GROVE,95758,CA,2,2,1112,Residential,2008-05-19,213697,38.423963,-121.428875,True
432,308 ATKINSON ST,ROSEVILLE,95678,CA,3,1,998,Residential,2008-05-19,215100,38.746794,-121.29971,True
433,624 HOVEY WAY,ROSEVILLE,95678,CA,3,2,1758,Residential,2008-05-19,217500,38.756149,-121.306479,True
434,110 COPPER LEAF WAY,SACRAMENTO,95838,CA,3,2,2142,Residential,2008-05-19,218000,38.658466,-121.460661,True
435,7535 ALMA VISTA WAY,SACRAMENTO,95831,CA,2,1,950,Residential,2008-05-19,220000,38.48403,-121.507641,True
437,8629 VIA ALTA WAY,ELK GROVE,95624,CA,3,2,1516,Residential,2008-05-19,222900,38.398245,-121.380615,True
438,3318 DAVIDSON DR,ANTELOPE,95843,CA,3,1,988,Residential,2008-05-19,223139,38.705753,-121.388917,True
440,4419 79TH ST,SACRAMENTO,95820,CA,3,2,1212,Residential,2008-05-19,228327,38.534827,-121.412545,True
441,3012 SPOONWOOD WAY,SACRAMENTO,95833,CA,4,2,1871,Residential,2008-05-19,230000,38.62478,-121.523474,True
442,8728 CRYSTAL RIVER WAY,SACRAMENTO,95828,CA,3,2,1302,Residential,2008-05-19,230000,38.47547,-121.380055,True
445,312 RIVER ISLE WAY,SACRAMENTO,95831,CA,3,2,1375,Residential,2008-05-19,232000,38.49026,-121.550527,True
446,301 OLIVADI WAY,SACRAMENTO,95834,CA,2,2,1250,Condo,2008-05-19,232500,38.644406,-121.549049,True
447,5636 25TH ST,SACRAMENTO,95822,CA,3,1,1058,Residential,2008-05-19,233641,38.523828,-121.481139,True
448,8721 SPRUCE RIDGE WAY,ANTELOPE,95843,CA,3,2,1187,Residential,2008-05-19,234000,38.727657,-121.391028,True
449,7461 WINDBRIDGE DR,SACRAMENTO,95831,CA,2,2,1324,Residential,2008-05-19,234500,38.48797,-121.530229,True
450,8101 LEMON COVE CT,SACRAMENTO,95828,CA,4,3,1936,Residential,2008-05-19,235000,38.462981,-121.408288,True
451,10949 SCOTSMAN WAY,RANCHO CORDOVA,95670,CA,5,4,2382,Multi-Family,2008-05-19,236000,38.603686,-121.277844,True
453,3301 PARK DR Unit 1914,SACRAMENTO,95835,CA,3,2,1678,Condo,2008-05-19,238000,38.665296,-121.531993,True
458,6411 RED BIRCH WAY,ELK GROVE,95758,CA,4,2,1844,Residential,2008-05-19,241000,38.43461,-121.429316,True
460,3662 RIVER DR,SACRAMENTO,95833,CA,4,3,2447,Residential,2008-05-19,246000,38.604969,-121.54255,True
462,77 RINETTI WAY,RIO LINDA,95673,CA,4,2,1182,Residential,2008-05-19,247480,38.687021,-121.463151,True
463,1316 I ST,RIO LINDA,95673,CA,3,1,1160,Residential,2008-05-19,249862,38.683674,-121.435204,True
464,2130 CATHERWOOD WAY,SACRAMENTO,95835,CA,3,2,1424,Residential,2008-05-19,251000,38.675506,-121.510987,True
466,5308 MARBURY WAY,ANTELOPE,95843,CA,3,2,1830,Residential,2008-05-19,254172,38.710221,-121.341707,True
467,9182 LAKEMONT DR,ELK GROVE,95624,CA,4,2,1724,Residential,2008-05-19,258000,38.451353,-121.358776,True
468,2231 COUNTRY VILLA CT,AUBURN,95603,CA,2,2,1255,Condo,2008-05-19,260000,38.931671,-121.097862,True
470,361 MAHONIA CIR,SACRAMENTO,95835,CA,4,3,2175,Residential,2008-05-19,261000,38.676172,-121.509761,True
471,3427 LA CADENA WAY,SACRAMENTO,95835,CA,4,2,1904,Residential,2008-05-19,261000,38.681194,-121.537351,True
472,955 BIG SUR CT,EL DORADO HILLS,95762,CA,4,2,1808,Residential,2008-05-19,262500,38.664347,-121.076529,True
474,5847 DEL CAMPO LN,CARMICHAEL,95608,CA,3,1,1713,Residential,2008-05-19,266000,38.671995,-121.324339,True
477,6286 LONETREE BLVD,ROCKLIN,95765,CA,0,0,0,Residential,2008-05-19,274500,38.805036,-121.293608,True
478,7744 SOUTHBREEZE DR,SACRAMENTO,95828,CA,3,2,1468,Residential,2008-05-19,275336,38.476932,-121.378349,True
479,2242 ABLE WAY,SACRAMENTO,95835,CA,4,3,2550,Residential,2008-05-19,277980,38.666074,-121.509743,True
480,1042 STARBROOK DR,GALT,95632,CA,4,2,1928,Residential,2008-05-19,280000,38.285611,-121.293063,True
481,1219 G ST,SACRAMENTO,95814,CA,3,3,1922,Residential,2008-05-19,284686,38.582818,-121.489096,True
483,5419 HAVENHURST CIR,ROCKLIN,95677,CA,3,2,1510,Residential,2008-05-19,285000,38.786746,-121.209957,True
485,4622 MEYER WAY,CARMICHAEL,95608,CA,4,2,1559,Residential,2008-05-19,285000,38.64913,-121.310667,True
487,26 JEANROSS CT,SACRAMENTO,95832,CA,5,3,2992,Residential,2008-05-19,295000,38.473162,-121.491085,True
489,10629 BASIE WAY,RANCHO CORDOVA,95670,CA,4,2,1524,Residential,2008-05-19,296056,38.579,-121.292627,True
490,8612 WILLOW GROVE WAY,SACRAMENTO,95828,CA,3,2,1248,Residential,2008-05-19,297359,38.464994,-121.386962,True
491,62 DE FER CIR,SACRAMENTO,95823,CA,4,2,1876,Residential,2008-05-19,299940,38.49254,-121.463316,True
492,2513 OLD KENMARE RD,LINCOLN,95648,CA,5,3,0,Residential,2008-05-19,304000,38.847396,-121.259586,True
494,3072 VILLAGE PLAZA DR,ROSEVILLE,95747,CA,0,0,0,Residential,2008-05-19,307000,38.773094,-121.365905,True
495,251 CHANGO CIR,SACRAMENTO,95835,CA,4,2,2218,Residential,2008-05-19,311328,38.68237,-121.539147,True
496,8205 WEYBURN CT,SACRAMENTO,95828,CA,3,2,1394,Residential,2008-05-19,313138,38.47316,-121.403893,True
497,8788 LA MARGARITA WAY,SACRAMENTO,95828,CA,3,2,1410,Residential,2008-05-19,316630,38.468185,-121.375694,True
498,5912 DEEPDALE WAY,ELK GROVE,95758,CA,5,3,3468,Residential,2008-05-19,320000,38.439565,-121.436606,True
499,4712 PISMO BEACH DR,ANTELOPE,95843,CA,5,3,2346,Residential,2008-05-19,320000,38.707705,-121.354153,True
500,4741 PACIFIC PARK DR,ANTELOPE,95843,CA,5,3,2347,Residential,2008-05-19,325000,38.709299,-121.353056,True
501,310 GROTH CIR,SACRAMENTO,95834,CA,4,2,1659,Residential,2008-05-19,328578,38.638764,-121.531827,True
503,12241 CANYONLANDS DR,RANCHO CORDOVA,95742,CA,0,0,0,Residential,2008-05-19,331500,38.557293,-121.217611,True
504,29 COOL FOUNTAIN CT,SACRAMENTO,95833,CA,4,2,2155,Residential,2008-05-19,340000,38.606906,-121.54132,True
505,907 RIO ROBLES AVE,SACRAMENTO,95838,CA,0,0,0,Residential,2008-05-19,344755,38.664765,-121.445006,True
506,8909 BILLFISH WAY,SACRAMENTO,95828,CA,3,2,1810,Residential,2008-05-19,345746,38.475433,-121.372584,True
507,6232 GUS WAY,ELK GROVE,95757,CA,4,2,2789,Residential,2008-05-19,351000,38.388129,-121.43117,True
508,200 OAKWILDE ST,GALT,95632,CA,4,2,1606,Residential,2008-05-19,353767,38.2535,-121.31812,True
509,1033 PARK STREAM DR,GALT,95632,CA,0,0,0,Residential,2008-05-19,355000,38.287785,-121.289903,True
510,200 ALLAIRE CIR,SACRAMENTO,95835,CA,4,2,2166,Residential,2008-05-19,356035,38.68318,-121.53484,True
511,1322 SUTTER WALK,SACRAMENTO,95816,CA,0,0,0,Condo,2008-05-19,360000,38.53805,-121.5047,True
512,5479 NICKMAN WAY,SACRAMENTO,95835,CA,4,2,1871,Residential,2008-05-19,360552,38.672966,-121.502748,True
515,7641 ROSEHALL DR,ROSEVILLE,95678,CA,3,2,0,Residential,2008-05-19,367554,38.791617,-121.286147,True
517,2802 BLACK OAK DR,ROCKLIN,95765,CA,2,2,1596,Residential,2008-05-19,370000,38.837006,-121.232024,True
518,2113 FALL TRAIL CT,PLACERVILLE,95667,CA,4,2,0,Residential,2008-05-19,371086,38.733155,-120.748039,True
520,6313 CASTRO VERDE WAY,ELK GROVE,95757,CA,0,0,0,Residential,2008-05-19,383000,38.381102,-121.42901,True
521,3622 CURTIS DR,SACRAMENTO,95818,CA,3,1,1639,Residential,2008-05-19,388000,38.541735,-121.480098,True
522,11817 OPAL RIDGE WAY,RANCHO CORDOVA,95742,CA,5,3,3281,Residential,2008-05-19,395100,38.551083,-121.237476,True
524,2743 DEAKIN PL,EL DORADO HILLS,95762,CA,3,2,0,Residential,2008-05-19,400000,38.69288,-121.073551,True
527,398 LINDLEY DR,SACRAMENTO,95815,CA,4,2,1744,Multi-Family,2008-05-19,416767,38.622359,-121.457582,True
528,3013 BRIDLEWOOD DR,EL DORADO HILLS,95762,CA,4,3,0,Residential,2008-05-19,420000,38.675519,-121.015862,True
529,169 BAURER CIR,FOLSOM,95630,CA,4,3,1939,Residential,2008-05-19,423000,38.66695,-121.120729,True
531,1315 KONDOS AVE,SACRAMENTO,95814,CA,2,3,1788,Residential,2008-05-19,427500,38.571943,-121.492106,True
532,4966 CHARTER RD,ROCKLIN,95765,CA,3,2,1691,Residential,2008-05-19,430922,38.82553,-121.254698,True
533,9516 LAGUNA LAKE WAY,ELK GROVE,95758,CA,4,2,2002,Residential,2008-05-19,445000,38.411258,-121.431348,True
534,5201 BLOSSOM RANCH DR,ELK GROVE,95757,CA,4,4,4303,Residential,2008-05-19,450000,38.399436,-121.444041,True
535,3027 PALMATE WAY,SACRAMENTO,95834,CA,5,3,4246,Residential,2008-05-19,452000,38.628955,-121.529269,True
536,500 WINCHESTER CT,ROSEVILLE,95661,CA,3,2,2274,Residential,2008-05-19,470000,38.73988,-121.248929,True
537,5746 GELSTON WAY,EL DORADO HILLS,95762,CA,4,3,0,Residential,2008-05-19,471000,38.677015,-121.034083,True
539,9605 GOLF COURSE LN,ELK GROVE,95758,CA,3,3,2503,Residential,2008-05-19,484500,38.409689,-121.446059,True
540,719 BAYWOOD CT,EL DORADO HILLS,95762,CA,5,3,0,Residential,2008-05-19,487500,38.647598,-121.077801,True
542,100 CHELSEA CT,FOLSOM,95630,CA,3,2,1905,Residential,2008-05-19,500000,38.69435,-121.177259,True
543,1500 ORANGE HILL LN,PENRYN,95663,CA,3,2,1320,Residential,2008-05-19,506688,38.862708,-121.162092,True
544,408 KIRKWOOD CT,LINCOLN,95648,CA,2,2,0,Residential,2008-05-19,512000,38.861615,-121.26869,True
545,1732 TUSCAN GROVE CIR,ROSEVILLE,95747,CA,5,3,0,Residential,2008-05-19,520000,38.796683,-121.342555,True
547,9360 MAGOS RD,WILTON,95693,CA,5,2,3741,Residential,2008-05-19,579093,38.416809,-121.240628,True
548,104 CATLIN CT,FOLSOM,95630,CA,4,3,2660,Residential,2008-05-19,636000,38.684459,-121.145935,True
549,4734 GIBBONS DR,CARMICHAEL,95608,CA,4,3,3357,Residential,2008-05-19,668365,38.63558,-121.353639,True
550,4629 DORCHESTER LN,GRANITE BAY,95746,CA,5,3,2896,Residential,2008-05-19,676200,38.723545,-121.216025,True
551,2400 COUNTRYSIDE DR,PLACERVILLE,95667,CA,3,2,2025,Residential,2008-05-19,677048,38.737452,-120.910963,True
552,12901 FURLONG DR,WILTON,95693,CA,5,3,3788,Residential,2008-05-19,691659,38.413535,-121.188211,True
553,6222 CALLE MONTALVO CIR,GRANITE BAY,95746,CA,5,3,3670,Residential,2008-05-19,760000,38.779435,-121.146676,True
555,24 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885132,-121.289405,True
556,28 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884936,-121.289397,True
559,40 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884535,-121.289619,True
561,48 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884667,-121.289896,True
562,52 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.88478,-121.289911,True
565,76 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885464,-121.289922,True
566,80 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885578,-121.289919,True
568,88 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885806,-121.289911,True
569,92 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.88592,-121.289908,True
571,100 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.886091,-121.289744,True
574,11 E ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884879,-121.290257,True
576,27 E ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885173,-121.29027,True
577,35 E ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885328,-121.290275,True
578,43 E ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885483,-121.290277,True
579,51 E ST,LINCOLN,95648,CA,4,2,0,Residential,2008-05-19,4897,38.885638,-121.290279,True
581,75 E ST,LINCOLN,95648,CA,3,2,0,Residential,2008-05-19,4897,38.886104,-121.290285,True
582,63 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885093,-121.289932,True
583,398 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.88653,-121.288952,True
584,386 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.886528,-121.288869,True
585,374 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.886525,-121.288787,True
587,108 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.886282,-121.289646,True
588,100 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.886282,-121.289706,True
590,51 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884752,-121.289907,True
593,39 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884546,-121.289562,True
595,31 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.88479,-121.289392,True
596,27 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.884985,-121.289399,True
599,15 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885571,-121.289421,True
600,7 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885962,-121.289436,True
601,7 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-19,4897,38.885962,-121.289436,True
603,8208 WOODYARD WAY,CITRUS HEIGHTS,95621,CA,3,2,1166,Residential,2008-05-16,30000,38.715322,-121.314787,True
604,113 RINETTI WAY,RIO LINDA,95673,CA,0,0,0,Residential,2008-05-16,30000,38.687172,-121.463933,True
605,15 LOORZ CT,SACRAMENTO,95823,CA,2,1,838,Residential,2008-05-16,55422,38.471646,-121.435158,True
607,2332 CAMBRIDGE ST,SACRAMENTO,95815,CA,2,1,1032,Residential,2008-05-16,65000,38.608085,-121.449651,True
608,3812 BELDEN ST,SACRAMENTO,95838,CA,2,1,904,Residential,2008-05-16,65000,38.636833,-121.44164,True
609,3348 40TH ST,SACRAMENTO,95817,CA,2,1,1080,Residential,2008-05-16,65000,38.544162,-121.460652,True
610,127 QUASAR CIR,SACRAMENTO,95822,CA,2,2,990,Residential,2008-05-16,66500,38.493504,-121.475304,True
611,3812 CYPRESS ST,SACRAMENTO,95838,CA,2,1,900,Residential,2008-05-16,71000,38.636877,-121.444948,True
612,5821 64TH ST,SACRAMENTO,95824,CA,2,1,861,Residential,2008-05-16,75000,38.521202,-121.428146,True
615,4250 ARDWELL WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-16,95625,38.466938,-121.455631,True
617,6063 LAND PARK DR,SACRAMENTO,95822,CA,2,1,800,Condo,2008-05-16,104250,38.517029,-121.513809,True
618,4738 OAKHOLLOW DR,SACRAMENTO,95842,CA,4,2,1292,Residential,2008-05-16,105000,38.679598,-121.356035,True
619,1401 STERLING ST,SACRAMENTO,95822,CA,2,1,810,Residential,2008-05-16,108000,38.520319,-121.504727,True
620,3715 DIDCOT CIR,SACRAMENTO,95838,CA,4,2,1064,Residential,2008-05-16,109000,38.635232,-121.460098,True
622,4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,CA,1,1,846,Condo,2008-05-16,115000,38.658812,-121.542345,True
623,3409 VIRGO ST,SACRAMENTO,95827,CA,3,2,1320,Residential,2008-05-16,115500,38.563402,-121.327747,True
625,2361 LA LOMA DR,RANCHO CORDOVA,95670,CA,3,2,1115,Residential,2008-05-16,116000,38.59368,-121.316054,True
626,1455 64TH AVE,SACRAMENTO,95822,CA,3,2,1169,Residential,2008-05-16,122000,38.492177,-121.503392,True
627,7328 SPRINGMAN ST,SACRAMENTO,95822,CA,3,2,1164,Residential,2008-05-16,122500,38.491991,-121.477636,True
631,6548 GRAYLOCK LN,NORTH HIGHLANDS,95660,CA,3,2,1272,Residential,2008-05-16,124413,38.686061,-121.369949,True
632,1630 GLIDDEN AVE,SACRAMENTO,95822,CA,4,2,1253,Residential,2008-05-16,125000,38.482717,-121.499683,True
633,7825 DALEWOODS WAY,SACRAMENTO,95828,CA,3,2,1120,Residential,2008-05-16,130000,38.477297,-121.411513,True
634,4073 TRESLER AVE,NORTH HIGHLANDS,95660,CA,2,2,1118,Residential,2008-05-16,131750,38.659016,-121.370457,True
