street,city,state,zip,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_mean,price_median,s_price_mean,n_price_mean,s_sq__ft,n_sq__ft,b_price,p_price
9257 CALDERA WAY,SACRAMENTO,CA,95826,4,2,1605,Residential,2008-05-20T00:00:00Z,,38.558209999999995,-121.35502199999999,183789.1875,178047.5,-0.3527110337715681,0.2063294164999508,0.3541041981289488,0.27567846100996224,2,5
441 ARLINGDALE CIR,RIO LINDA,CA,95673,4,2,1475,Residential,2008-05-20T00:00:00Z,229665.0,38.702892999999996,-121.454949,229665.0,229665.0,-0.013862395337436008,0.258269845421228,0.20044850461358749,0.2533493644795603,2,6
2284 LOS ROBLES RD,MEADOW VISTA,CA,95722,3,1,1216,Residential,2008-05-20T00:00:00Z,230000.0,39.008159,-121.03623,230000.0,230000.0,-0.011388013137111288,0.2586491312091065,-0.10568091554394002,0.20886293369975956,2,6
8164 CHENIN BLANC LN,FAIR OAKS,CA,95628,2,2,1315,Residential,2008-05-20T00:00:00Z,230000.0,38.665644,-121.259969,230000.0,230000.0,-0.011388013137111288,0.2586491312091065,0.0113338049023736,0.2258673995190656,2,6
4620 CHAMBERLIN CIR,ELK GROVE,CA,95757,3,2,1567,Residential,2008-05-20T00:00:00Z,230000.0,38.390557,-121.449805,230000.0,230000.0,-0.011388013137111288,0.2586491312091065,0.3091894569475355,0.2691514943318447,2,6
5340 BIRK WAY,SACRAMENTO,CA,95835,3,2,1776,Residential,2008-05-20T00:00:00Z,234000.0,38.672495,-121.515251,234000.0,234000.0,0.018156848956318198,0.2631779167360137,0.5562205334453086,0.3050498110614909,2,6
51 ANJOU CIR,SACRAMENTO,CA,95835,3,2,2187,Residential,2008-05-20T00:00:00Z,235000.0,38.661658,-121.54063300000001,235000.0,235000.0,0.025543064479675567,0.2643101131177405,1.0420089183284893,0.3756441085537616,2,6
2125 22ND AVE,SACRAMENTO,CA,95822,3,1,1291,Residential,2008-05-20T00:00:00Z,236250.0,38.534596,-121.493121,236250.0,236250.0,0.03477583388387228,0.265725358594899,-0.017033400054308485,0.2217451047749914,2,7
2125 22ND AVE,SACRAMENTO,CA,95822,3,1,1291,Residential,2008-05-20T00:00:00Z,236250.0,38.534596,-121.493121,236250.0,236250.0,0.03477583388387228,0.265725358594899,-0.017033400054308485,0.2217451047749914,2,7
611 BLOSSOM ROCK LN,FOLSOM,CA,95630,0,0,0,Condo,2008-05-20T00:00:00Z,240000.0,38.6457,-121.1197,240000.0,240000.0,0.062474142096462425,0.2699710950263745,-1.5429526333491657,0.0,2,7
611 BLOSSOM ROCK LN,FOLSOM,CA,95630,0,0,0,Condo,2008-05-20T00:00:00Z,240000.0,38.6457,-121.1197,240000.0,240000.0,0.062474142096462425,0.2699710950263745,-1.5429526333491657,0.0,2,7
8830 ADUR RD,ELK GROVE,CA,95624,0,0,0,Residential,2008-05-20T00:00:00Z,242000.0,38.43742,-121.372876,242000.0,242000.0,0.07724657314317716,0.2722354877898281,-1.5429526333491657,0.0,2,7
7344 BUTTERBALL WAY,SACRAMENTO,CA,95842,3,2,1503,Residential,2008-05-20T00:00:00Z,245000.0,38.699489,-121.361828,245000.0,245000.0,0.09940521971324927,0.2756320769350085,0.23354357706304996,0.2581587083476469,2,7
8219 GWINHURST CIR,SACRAMENTO,CA,95828,4,3,2491,Residential,2008-05-20T00:00:00Z,,38.459711,-121.38428300000001,178064.77551020405,165000.0,-0.394992774472692,0.19984825795759026,1.4013268477797958,0.4278598419787015,1,4
8219 GWINHURST CIR,SACRAMENTO,CA,95828,4,3,2491,Residential,2008-05-20T00:00:00Z,,38.459711,-121.38428300000001,178064.77551020405,165000.0,-0.394992774472692,0.19984825795759026,1.4013268477797958,0.4278598419787015,1,4
3240 S ST,SACRAMENTO,CA,95816,2,1,1269,Residential,2008-05-20T00:00:00Z,245000.0,38.562296,-121.46748899999999,245000.0,245000.0,0.09940521971324927,0.2756320769350085,-0.0430366712646004,0.2179663345929234,2,7
3240 S ST,SACRAMENTO,CA,95816,2,1,1269,Residential,2008-05-20T00:00:00Z,245000.0,38.562296,-121.46748899999999,245000.0,245000.0,0.09940521971324927,0.2756320769350085,-0.0430366712646004,0.2179663345929234,2,7
221 PICASSO CIR,SACRAMENTO,CA,95835,0,0,0,Residential,2008-05-20T00:00:00Z,250000.0,38.676658,-121.52812800000001,250000.0,250000.0,0.13633629733003613,0.2812930588436425,-1.5429526333491657,0.0,2,7
5706 GREENACRES WAY,ORANGEVALE,CA,95662,3,2,1176,Residential,2008-05-20T00:00:00Z,250000.0,38.669882,-121.21353300000001,250000.0,250000.0,0.13633629733003613,0.2812930588436425,-0.15295959047174348,0.20199244245963585,2,7
6900 LONICERA DR,ORANGEVALE,CA,95662,4,2,1456,Residential,2008-05-20T00:00:00Z,250000.0,38.692199,-121.250975,250000.0,250000.0,0.13633629733003613,0.2812930588436425,0.17799113402288086,0.2500858811405016,2,7
6900 LONICERA DR,ORANGEVALE,CA,95662,4,2,1456,Residential,2008-05-20T00:00:00Z,250000.0,38.692199,-121.250975,250000.0,250000.0,0.13633629733003613,0.2812930588436425,0.17799113402288086,0.2500858811405016,2,7
419 DAWNRIDGE RD,ROSEVILLE,CA,95678,3,2,1498,Residential,2008-05-20T00:00:00Z,250000.0,38.72528300000001,-121.297953,250000.0,250000.0,0.13633629733003613,0.2812930588436425,0.2276337426970745,0.2572998969426314,2,7
419 DAWNRIDGE RD,ROSEVILLE,CA,95678,3,2,1498,Residential,2008-05-20T00:00:00Z,250000.0,38.72528300000001,-121.297953,250000.0,250000.0,0.13633629733003613,0.2812930588436425,0.2276337426970745,0.2572998969426314,2,7
5312 MARBURY WAY,ANTELOPE,CA,95843,3,2,1574,Residential,2008-05-20T00:00:00Z,255000.0,38.710221000000004,-121.341651,255000.0,255000.0,0.17326737494682298,0.2869540407522765,0.3174632250599011,0.2703538302988664,2,7
6344 BONHAM CIR,CITRUS HEIGHTS,CA,95610,5,4,2085,Multi-Family,2008-05-20T00:00:00Z,256054.0,38.682358,-121.272876,256054.0,256054.0,0.18105244610844165,0.2881473757386166,0.9214482972625904,0.35812435589144626,2,7
8207 YORKTON WAY,SACRAMENTO,CA,95829,3,2,2170,Residential,2008-05-20T00:00:00Z,257729.0,38.45967,-121.36046100000002,257729.0,257729.0,0.19342435711006525,0.29004380467800894,1.0219154814841729,0.3727241497767089,2,7
7922 MANSELL WAY,ELK GROVE,CA,95758,4,2,1595,Residential,2008-05-20T00:00:00Z,260000.0,38.409634000000004,-121.41078700000001,260000.0,260000.0,0.21019845256360986,0.2926150226609106,0.34228452939699794,0.2739608381999313,2,7
5712 MELBURY CIR,ANTELOPE,CA,95843,3,2,1567,Residential,2008-05-20T00:00:00Z,261000.0,38.705849,-121.334701,261000.0,261000.0,0.2175846680869672,0.2937472190426374,0.3091894569475355,0.2691514943318447,2,7
632 NEWBRIDGE LN,LINCOLN,CA,95648,4,2,0,Residential,2008-05-20T00:00:00Z,261800.0,38.87908400000001,-121.29858600000001,261800.0,261800.0,0.2234936405056531,0.29465297614801883,-1.5429526333491657,0.0,2,7
1570 GLIDDEN AVE,SACRAMENTO,CA,95822,4,2,1253,Residential,2008-05-20T00:00:00Z,264469.0,38.482704,-121.500433,264469.0,264469.0,0.2432074497374939,0.29767480829084764,-0.06194814123572179,0.21521813809687396,2,7
8108 FILIFERA WAY,ANTELOPE,CA,95843,4,3,1768,Residential,2008-05-20T00:00:00Z,265000.0,38.717042,-121.35468,265000.0,265000.0,0.2471295301803967,0.2982760045695446,0.5467647984597479,0.30367571281346617,2,7
230 BANKSIDE WAY,SACRAMENTO,CA,95835,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.676937,-121.52924399999999,270000.0,270000.0,0.2840606077971836,0.30393698647817863,-1.5429526333491657,0.0,2,7
5342 CALABRIA WAY,SACRAMENTO,CA,95835,4,3,2030,Residential,2008-05-20T00:00:00Z,270000.0,38.671807,-121.498274,270000.0,270000.0,0.2840606077971836,0.30393698647817863,0.8564401192368607,0.3486774304362762,2,7
47 NAPONEE CT,SACRAMENTO,CA,95835,3,2,1531,Residential,2008-05-20T00:00:00Z,270000.0,38.665704,-121.529096,270000.0,270000.0,0.2840606077971836,0.30393698647817863,0.2666386495125124,0.26296805221573344,2,7
47 NAPONEE CT,SACRAMENTO,CA,95835,3,2,1531,Residential,2008-05-20T00:00:00Z,270000.0,38.665704,-121.529096,270000.0,270000.0,0.2840606077971836,0.30393698647817863,0.2666386495125124,0.26296805221573344,2,7
4236 ADRIATIC SEA WAY,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.647960999999995,-121.54316200000001,270000.0,270000.0,0.2840606077971836,0.30393698647817863,-1.5429526333491657,0.0,2,7
4236 ADRIATIC SEA WAY,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.647960999999995,-121.54316200000001,270000.0,270000.0,0.2840606077971836,0.30393698647817863,-1.5429526333491657,0.0,2,7
8864 REMBRANT CT,ELK GROVE,CA,95624,4,3,1653,Residential,2008-05-20T00:00:00Z,275000.0,38.435288,-121.375703,275000.0,275000.0,0.3209916854139704,0.30959796838681264,0.4108386080423129,0.2839230504981106,2,8
8864 REMBRANT CT,ELK GROVE,CA,95624,4,3,1653,Residential,2008-05-20T00:00:00Z,275000.0,38.435288,-121.375703,275000.0,275000.0,0.3209916854139704,0.30959796838681264,0.4108386080423129,0.2839230504981106,2,8
9455 SEA CLIFF WAY,ELK GROVE,CA,95758,4,2,2056,Residential,2008-05-20T00:00:00Z,,38.411522,-121.481406,232475.0612244898,221000.0,0.006893322500475123,0.26145138657202616,0.8871712579399329,0.35314324974235656,2,6
9720 LITTLE HARBOR WAY,ELK GROVE,CA,95624,4,3,2494,Residential,2008-05-20T00:00:00Z,,38.404934000000004,-121.352405,253029.9189189189,233500.0,0.15871593148346913,0.2847235220805681,1.4048727483993808,0.4283751288217108,2,7
8806 PHOENIX AVE,FAIR OAKS,CA,95628,3,2,1450,Residential,2008-05-20T00:00:00Z,,38.660322,-121.230101,305686.625,215000.0,0.5476497113484168,0.3443412541792199,0.17089933278371033,0.24905530745448295,2,8
3578 LOGGERHEAD WAY,SACRAMENTO,CA,95834,4,2,2169,Residential,2008-05-20T00:00:00Z,292000.0,38.633028,-121.52675500000001,292000.0,292000.0,0.44655734931104574,0.3288453068761683,1.0207335146109775,0.372552387495706,2,8
1416 LOCKHART WAY,ROSEVILLE,CA,95747,3,2,1440,Residential,2008-05-20T00:00:00Z,292000.0,38.752399,-121.33032800000001,292000.0,292000.0,0.44655734931104574,0.3288453068761683,0.15907966405175944,0.2473376846444521,2,8
5413 BUENA VENTURA WAY,FAIR OAKS,CA,95628,3,2,1527,Residential,2008-05-20T00:00:00Z,293993.0,38.664552,-121.25593700000002,293993.0,293993.0,0.461278076849097,0.3311017742649498,0.261910782019732,0.26228100309172103,2,8
37 WHITE BIRCH CT,ROSEVILLE,CA,95678,3,2,1401,Residential,2008-05-20T00:00:00Z,294000.0,38.776327,-121.28451399999999,294000.0,294000.0,0.4613297803577605,0.3311096996396219,0.11298295599715108,0.2406389556853315,2,8
405 MARLIN SPIKE WAY,SACRAMENTO,CA,95838,3,2,1411,Residential,2008-05-20T00:00:00Z,296769.0,38.65783,-121.456842,296769.0,296769.0,0.481782211141937,0.33424475142062343,0.12480262472910192,0.2423565784953624,2,8
1102 CHESLEY LN,LINCOLN,CA,95648,4,4,0,Residential,2008-05-20T00:00:00Z,,38.864864000000004,-121.313988,80521.0,4897.0,-1.1154721233530478,0.08940954826496565,-1.5429526333491657,0.0,1,1
11281 STANFORD COURT LN Unit 604,GOLD RIVER,CA,95670,0,0,0,Condo,2008-05-20T00:00:00Z,300000.0,38.625289,-121.26028600000001,300000.0,300000.0,0.5056470734979047,0.3379028779299827,-1.5429526333491657,0.0,2,8
7320 6TH ST,RIO LINDA,CA,95673,3,1,1284,Residential,2008-05-20T00:00:00Z,300000.0,38.700553,-121.452223,300000.0,300000.0,0.5056470734979047,0.3379028779299827,-0.02530716816667409,0.22054276880796975,2,8
993 MANTON CT,GALT,CA,95632,4,3,2307,Residential,2008-05-20T00:00:00Z,300000.0,38.272942,-121.289148,300000.0,300000.0,0.5056470734979047,0.3379028779299827,1.1838449431118998,0.3962555822741326,2,8
4487 PANORAMA DR,PLACERVILLE,CA,95667,3,2,1329,Residential,2008-05-20T00:00:00Z,,38.69455900000001,-120.848157,368863.4,350000.0,1.0142869875690728,0.4158697702433883,0.027881341127104813,0.2282720714531089,3,9
5651 OVERLEAF WAY,SACRAMENTO,CA,95835,4,2,1910,Residential,2008-05-20T00:00:00Z,300500.0,38.677454,-121.49479099999999,300500.0,300500.0,0.5093401812595834,0.3384689761208461,0.7146040944534503,0.3280659567159052,2,8
2015 PROMONTORY POINT LN,GOLD RIVER,CA,95670,3,2,1981,Residential,2008-05-20T00:00:00Z,305000.0,38.628732,-121.261149,305000.0,305000.0,0.5425781511146915,0.3435638598386167,0.7985237424503014,0.3402610786671247,2,8
2015 PROMONTORY POINT LN,GOLD RIVER,CA,95670,3,2,1981,Residential,2008-05-20T00:00:00Z,305000.0,38.628732,-121.261149,305000.0,305000.0,0.5425781511146915,0.3435638598386167,0.7985237424503014,0.3402610786671247,2,8
3224 PARKHAM DR,ROSEVILLE,CA,95747,0,0,0,Residential,2008-05-20T00:00:00Z,306500.0,38.772771,-121.364877,306500.0,306500.0,0.5536574743997276,0.3452621544112069,-1.5429526333491657,0.0,2,8
15 VANESSA PL,SACRAMENTO,CA,95835,0,0,0,Residential,2008-05-20T00:00:00Z,312500.0,38.668692,-121.54548999999999,312500.0,312500.0,0.5979747675398718,0.3520553327015677,-1.5429526333491657,0.0,2,8
1312 RENISON LN,LINCOLN,CA,95648,5,3,0,Residential,2008-05-20T00:00:00Z,315000.0,38.866409000000004,-121.308485,315000.0,315000.0,0.6164403063482653,0.3548858236558848,-1.5429526333491657,0.0,2,8
8 RIVER RAFT CT,SACRAMENTO,CA,95823,4,2,2205,Residential,2008-05-20T00:00:00Z,319789.0,38.447353,-121.434969,319789.0,319789.0,0.6518128924896237,0.3603079121279744,1.0632843220460009,0.3787358296118172,2,8
8 RIVER RAFT CT,SACRAMENTO,CA,95823,4,2,2205,Residential,2008-05-20T00:00:00Z,319789.0,38.447353,-121.434969,319789.0,319789.0,0.6518128924896237,0.3603079121279744,1.0632843220460009,0.3787358296118172,2,8
2251 LAMPLIGHT LN,LINCOLN,CA,95648,2,2,1449,Residential,2008-05-20T00:00:00Z,330000.0,38.849924,-121.275729,330000.0,330000.0,0.7272335391986258,0.3718687693817868,0.16971736591051526,0.2488835451734799,2,9
106 FARHAM DR,FOLSOM,CA,95630,3,2,1258,Residential,2008-05-20T00:00:00Z,330000.0,38.667834,-121.168578,330000.0,330000.0,0.7272335391986258,0.3718687693817868,-0.05603830686974635,0.21607694950188935,2,9
5405 NECTAR CIR,ELK GROVE,CA,95757,3,2,2575,Residential,2008-05-20T00:00:00Z,331000.0,38.387014,-121.44096699999999,331000.0,331000.0,0.7346197547219832,0.3730009657635136,1.5006120651281831,0.4422878735829612,2,9
5405 NECTAR CIR,ELK GROVE,CA,95757,3,2,2575,Residential,2008-05-20T00:00:00Z,331000.0,38.387014,-121.44096699999999,331000.0,331000.0,0.7346197547219832,0.3730009657635136,1.5006120651281831,0.4422878735829612,2,9
5411 10TH AVE,SACRAMENTO,CA,95820,2,1,539,Residential,2008-05-20T00:00:00Z,334000.0,38.542727,-121.442449,334000.0,334000.0,0.7567784012920553,0.376397554908694,-0.9058724886970138,0.09257986946066643,2,9
3512 RAINSONG CIR,RANCHO CORDOVA,CA,95670,4,3,2208,Residential,2008-05-20T00:00:00Z,336000.0,38.573488,-121.28280900000001,336000.0,336000.0,0.7715508323387701,0.3786619476721476,1.066830222665586,0.3792511164548265,2,9
1106 55TH ST,SACRAMENTO,CA,95819,3,1,1108,Residential,2008-05-20T00:00:00Z,339000.0,38.563805,-121.43639499999999,339000.0,339000.0,0.7937094789088421,0.382058536817328,-0.23333333784900934,0.19031260735142566,2,9
411 ILLSLEY WAY,FOLSOM,CA,95630,4,2,1595,Residential,2008-05-20T00:00:00Z,339000.0,38.652002,-121.129504,339000.0,339000.0,0.7937094789088421,0.382058536817328,0.34228452939699794,0.2739608381999313,2,9
796 BUTTERCUP CIR,GALT,CA,95632,4,2,2159,Residential,2008-05-20T00:00:00Z,345000.0,38.279581,-121.30082800000001,345000.0,345000.0,0.8380267720489863,0.3888517151076888,1.008913845879027,0.370834764685675,2,9
796 BUTTERCUP CIR,GALT,CA,95632,4,2,2159,Residential,2008-05-20T00:00:00Z,345000.0,38.279581,-121.30082800000001,345000.0,345000.0,0.8380267720489863,0.3888517151076888,1.008913845879027,0.370834764685675,2,9
1230 SANDRA CIR,PLACERVILLE,CA,95667,4,3,2295,Residential,2008-05-20T00:00:00Z,350000.0,38.738141,-120.784145,350000.0,350000.0,0.8749578496657733,0.3945126970163229,1.1696613406335588,0.3941944349020955,2,9
1230 SANDRA CIR,PLACERVILLE,CA,95667,4,3,2295,Residential,2008-05-20T00:00:00Z,350000.0,38.738141,-120.784145,350000.0,350000.0,0.8749578496657733,0.3945126970163229,1.1696613406335588,0.3941944349020955,2,9
318 ANACAPA DR,ROSEVILLE,CA,95678,3,2,1838,Residential,2008-05-20T00:00:00Z,356000.0,38.782094,-121.297133,356000.0,356000.0,0.9192751428059176,0.4013058753066837,0.6295024795834039,0.31569907248368256,3,9
3975 SHINING STAR DR,SACRAMENTO,CA,95823,4,2,1900,Residential,2008-05-20T00:00:00Z,361745.0,38.487409,-121.461413,361745.0,361745.0,0.9617089509876056,0.4078103435197042,0.7027844257214994,0.32634833390587425,3,9
1620 BASLER ST,SACRAMENTO,CA,95811,4,2,1718,Residential,2008-05-20T00:00:00Z,,38.591822,-121.47864399999999,445000.0,445000.0,1.5766483243847236,0.5020713532803692,0.4876664547999936,0.2950875987633116,3,10
9688 NATURE TRAIL WAY,ELK GROVE,CA,95757,5,3,3389,Residential,2008-05-20T00:00:00Z,,38.405224,-121.479275,319023.58333333326,317000.0,0.6461593600244533,0.3594413101474609,2.462733099908984,0.5821023703194779,2,8
5924 TANUS CIR,ROCKLIN,CA,95677,4,2,0,Residential,2008-05-20T00:00:00Z,380000.0,38.778690999999995,-121.204292,380000.0,380000.0,1.0965443153664944,0.42847858846812703,-1.5429526333491657,0.0,3,9
5924 TANUS CIR,ROCKLIN,CA,95677,4,2,0,Residential,2008-05-20T00:00:00Z,380000.0,38.778690999999995,-121.204292,380000.0,380000.0,1.0965443153664944,0.42847858846812703,-1.5429526333491657,0.0,3,9
9629 CEDAR OAK WAY,ELK GROVE,CA,95757,5,4,3260,Residential,2008-05-20T00:00:00Z,385000.0,38.405527,-121.43174599999999,385000.0,385000.0,1.1334753929832813,0.434139570376761,2.3102593732668173,0.5599450360700791,3,9
3429 FERNBROOK CT,CAMERON PARK,CA,95682,3,2,2016,Residential,2008-05-20T00:00:00Z,399000.0,38.664225,-121.007173,399000.0,399000.0,1.2368824103102845,0.4499903197209362,0.8398925830121294,0.3462727585022329,3,9
3429 FERNBROOK CT,CAMERON PARK,CA,95682,3,2,2016,Residential,2008-05-20T00:00:00Z,399000.0,38.664225,-121.007173,399000.0,399000.0,1.2368824103102845,0.4499903197209362,0.8398925830121294,0.3462727585022329,3,9
2121 HANNAH WAY,ROCKLIN,CA,95765,4,2,2607,Residential,2008-05-20T00:00:00Z,402000.0,38.805749,-121.28093100000001,402000.0,402000.0,1.2590410568803565,0.4533869088661167,1.538435005070426,0.4477842665750601,3,10
10104 ANNIE ST,ELK GROVE,CA,95757,4,3,2724,Residential,2008-05-20T00:00:00Z,406026.0,38.390465,-121.44347900000001,406026.0,406026.0,1.2887779605773932,0.4579451314989488,1.6767251292342509,0.4678804534524218,3,10
1092 MAUGHAM CT,GALT,CA,95632,5,4,3746,Residential,2008-05-20T00:00:00Z,420000.0,38.271646000000004,-121.28684799999999,420000.0,420000.0,1.3919929363007892,0.4737664437371991,2.8846952736396303,0.6434215046375816,3,10
5404 ALMOND FALLS WAY,RANCHO CORDOVA,CA,95742,0,0,0,Residential,2008-05-20T00:00:00Z,,38.527502,-121.233492,340463.63636363635,320000.0,0.8045202125384833,0.3837156606124009,-1.5429526333491657,0.0,2,9
6306 CONEJO,RANCHO MURIETA,CA,95683,4,2,3192,Residential,2008-05-20T00:00:00Z,425000.0,38.512602,-121.08723300000001,425000.0,425000.0,1.428924013917576,0.4794274256458331,2.229885625889552,0.5482652009618688,3,10
14 CASA VATONI PL,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,433500.0,38.650221,-121.551704,433500.0,433500.0,1.4917068458661138,0.489051094890511,-1.5429526333491657,0.0,3,10
14 CASA VATONI PL,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,433500.0,38.650221,-121.551704,433500.0,433500.0,1.4917068458661138,0.489051094890511,-1.5429526333491657,0.0,3,10
1456 EAGLESFIELD LN,LINCOLN,CA,95648,4,3,0,Residential,2008-05-20T00:00:00Z,436746.0,38.857634999999995,-121.311375,436746.0,436746.0,1.5156825014549318,0.4927262043455962,-1.5429526333491657,0.0,3,10
4100 BOTHWELL CIR,EL DORADO HILLS,CA,95762,5,3,0,Residential,2008-05-20T00:00:00Z,,38.679136,-121.034329,495267.09090909094,465500.0,1.947931891571467,0.5589835717275743,-1.5429526333491657,0.0,3,10
4100 BOTHWELL CIR,EL DORADO HILLS,CA,95762,5,3,0,Residential,2008-05-20T00:00:00Z,,38.679136,-121.034329,495267.09090909094,465500.0,1.947931891571467,0.5589835717275743,-1.5429526333491657,0.0,3,10
427 21ST ST,SACRAMENTO,CA,95811,2,1,1247,Residential,2008-05-20T00:00:00Z,445000.0,38.582603999999996,-121.47576000000001,445000.0,445000.0,1.5766483243847236,0.5020713532803692,-0.06903994247489231,0.21418756441085535,3,10
427 21ST ST,SACRAMENTO,CA,95811,2,1,1247,Residential,2008-05-20T00:00:00Z,445000.0,38.582603999999996,-121.47576000000001,445000.0,445000.0,1.5766483243847236,0.5020713532803692,-0.06903994247489231,0.21418756441085535,3,10
1044 GALSTON DR,FOLSOM,CA,95630,4,2,2581,Residential,2008-05-20T00:00:00Z,450000.0,38.676306,-121.09953999999999,450000.0,450000.0,1.6135794020015104,0.5077323351890032,1.5077038663673534,0.4433184472689797,3,10
4440 SYCAMORE AVE,SACRAMENTO,CA,95841,3,1,2068,Residential,2008-05-20T00:00:00Z,460000.0,38.646374,-121.35365800000001,460000.0,460000.0,1.6874415572350838,0.5190542990062712,0.9013548604182741,0.3552043971143937,3,10
4440 SYCAMORE AVE,SACRAMENTO,CA,95841,3,1,2068,Residential,2008-05-20T00:00:00Z,460000.0,38.646374,-121.35365800000001,460000.0,460000.0,1.6874415572350838,0.5190542990062712,0.9013548604182741,0.3552043971143937,3,10
1032 SOUZA DR,EL DORADO HILLS,CA,95762,3,2,0,Residential,2008-05-20T00:00:00Z,460000.0,38.668239,-121.06443700000001,460000.0,460000.0,1.6874415572350838,0.5190542990062712,-1.5429526333491657,0.0,3,10
1032 SOUZA DR,EL DORADO HILLS,CA,95762,3,2,0,Residential,2008-05-20T00:00:00Z,460000.0,38.668239,-121.06443700000001,460000.0,460000.0,1.6874415572350838,0.5190542990062712,-1.5429526333491657,0.0,3,10
9760 LAZULITE CT,ELK GROVE,CA,95624,4,3,3992,Residential,2008-05-20T00:00:00Z,460000.0,38.403609,-121.33554099999999,460000.0,460000.0,1.6874415572350838,0.5190542990062712,3.1754591244456214,0.6856750257643421,3,10
241 LANFRANCO CIR,SACRAMENTO,CA,95835,4,4,3397,Residential,2008-05-20T00:00:00Z,,38.665696000000004,-121.54943700000001,271077.8717948718,261000.0,0.2920220011806548,0.30515734902429786,2.4721888348945447,0.5834764685675026,2,8
241 LANFRANCO CIR,SACRAMENTO,CA,95835,4,4,3397,Residential,2008-05-20T00:00:00Z,,38.665696000000004,-121.54943700000001,271077.8717948718,261000.0,0.2920220011806548,0.30515734902429786,2.4721888348945447,0.5834764685675026,2,8
5559 NORTHBOROUGH DR,SACRAMENTO,CA,95835,5,3,3881,Residential,2008-05-20T00:00:00Z,471750.0,38.677225,-121.519687,471750.0,471750.0,1.7742295896345333,0.5323576064915612,3.044260801520967,0.666609412572999,3,10
2125 BIG SKY DR,ROCKLIN,CA,95765,5,3,0,Residential,2008-05-20T00:00:00Z,480000.0,38.801637,-121.278798,480000.0,480000.0,1.835165867702232,0.5416982266408074,-1.5429526333491657,0.0,3,10
2109 HAMLET PL,CARMICHAEL,CA,95608,2,2,1598,Residential,2008-05-20T00:00:00Z,484000.0,38.602754,-121.329326,484000.0,484000.0,1.8647107297956609,0.5462270121677145,0.34583043001658315,0.27447612504294056,3,10
9970 STATE HIGHWAY 193,PLACERVILLE,CA,95667,4,3,1929,Residential,2008-05-20T00:00:00Z,485000.0,38.787877,-120.816676,485000.0,485000.0,1.8720969453190184,0.5473592085494413,0.7370614650441569,0.33132944005496395,3,10
2901 PINTAIL WAY,ELK GROVE,CA,95757,4,3,3070,Residential,2008-05-20T00:00:00Z,,38.398488,-121.473424,319023.58333333326,317000.0,0.6461593600244533,0.3594413101474609,2.085685667359751,0.5273102026794916,2,8
201 FIRESTONE DR,ROSEVILLE,CA,95678,0,0,0,Residential,2008-05-20T00:00:00Z,500500.0,38.770153,-121.30003899999998,500500.0,500500.0,1.9865832859310573,0.5649082524662068,-1.5429526333491657,0.0,3,10
1740 HIGH ST,AUBURN,CA,95603,3,3,0,Residential,2008-05-20T00:00:00Z,504000.0,38.891935,-121.08434,504000.0,504000.0,2.012435040262808,0.5688709398022506,-1.5429526333491657,0.0,3,10
2733 DANA LOOP,EL DORADO HILLS,CA,95762,0,0,0,Residential,2008-05-20T00:00:00Z,541000.0,38.628459,-121.05507800000001,541000.0,541000.0,2.285725014627031,0.6107622059261423,-1.5429526333491657,0.0,4,10
2733 DANA LOOP,EL DORADO HILLS,CA,95762,0,0,0,Residential,2008-05-20T00:00:00Z,541000.0,38.628459,-121.05507800000001,541000.0,541000.0,2.285725014627031,0.6107622059261423,-1.5429526333491657,0.0,4,10
9741 SADDLEBRED CT,WILTON,CA,95693,0,0,0,Residential,2008-05-20T00:00:00Z,560000.0,38.408840999999995,-121.198039,560000.0,560000.0,2.426063109570821,0.6322739371789515,-1.5429526333491657,0.0,4,10
7756 TIGERWOODS DR,SACRAMENTO,CA,95829,5,3,3984,Residential,2008-05-20T00:00:00Z,572500.0,38.47643,-121.309243,572500.0,572500.0,2.518390803612788,0.6464263919505366,3.1660033894600605,0.6843009275163174,4,10
5709 RIVER OAK WAY,CARMICHAEL,CA,95608,4,2,2222,Residential,2008-05-20T00:00:00Z,582000.0,38.602461,-121.330979,582000.0,582000.0,2.5885598510846832,0.6571822575769413,1.0833777588903173,0.3816557883888698,4,10
5709 RIVER OAK WAY,CARMICHAEL,CA,95608,4,2,2222,Residential,2008-05-20T00:00:00Z,582000.0,38.602461,-121.330979,582000.0,582000.0,2.5885598510846832,0.6571822575769413,1.0833777588903173,0.3816557883888698,4,10
2981 WRINGER DR,ROSEVILLE,CA,95661,4,3,3838,Residential,2008-05-20T00:00:00Z,613401.0,38.735372999999996,-121.22707199999999,613401.0,613401.0,2.820494404733628,0.6927343561595446,2.993436225973578,0.659223634489866,4,10
8616 ROCKPORTE CT,ROSEVILLE,CA,95747,4,2,0,Residential,2008-05-20T00:00:00Z,,38.742118,-121.359909,327896.0454545455,306750.0,0.7116932774745517,0.3694866796581056,-1.5429526333491657,0.0,2,9
