street,zip,state,city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft
8219 GWINHURST CIR,95828,CA,SACRAMENTO,4,3,2491,Residential,2008-05-20T00:00:00Z,,38.459711,-121.384283,181664.90243902442,165000.0,0.2039243086401579,-0.3862389150445139,0.42785984197870147,1.3756520517674402
3240 S ST,95816,CA,SACRAMENTO,2,1,1269,Residential,2008-05-20T00:00:00Z,245000.0,38.562296,-121.467489,245000.0,245000.0,0.2756320769350085,0.08215954360175007,0.2179663345929234,-0.055911591757151456
221 PICASSO CIR,95835,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,250000.0,38.676658,-121.528128,250000.0,250000.0,0.28129305884364253,0.11913733922252064,0.0,-1.5425353754173043
5706 GREENACRES WAY,95662,CA,ORANGEVALE,3,2,1176,Residential,2008-05-20T00:00:00Z,250000.0,38.669882,-121.213533,250000.0,250000.0,0.28129305884364253,0.11913733922252064,0.20199244245963585,-0.16486037968496406
6900 LONICERA DR,95662,CA,ORANGEVALE,4,2,1456,Residential,2008-05-20T00:00:00Z,250000.0,38.692199,-121.250975,250000.0,250000.0,0.28129305884364253,0.11913733922252064,0.25008588114050156,0.1631574764417836
419 DAWNRIDGE RD,95678,CA,ROSEVILLE,3,2,1498,Residential,2008-05-20T00:00:00Z,250000.0,38.72528300000001,-121.297953,250000.0,250000.0,0.28129305884364253,0.11913733922252064,0.2572998969426314,0.21236015486079574
5312 MARBURY WAY,95843,CA,ANTELOPE,3,2,1574,Residential,2008-05-20T00:00:00Z,255000.0,38.710221,-121.341651,255000.0,255000.0,0.28695404075227654,0.1561151348432912,0.2703538302988664,0.30139357295234154
6344 BONHAM CIR,95610,CA,CITRUS HEIGHTS,5,4,2085,Multi-Family,2008-05-20T00:00:00Z,256054.0,38.682358,-121.272876,256054.0,256054.0,0.2881473757386166,0.16391005416014964,0.35812435589144626,0.900026160383656
8207 YORKTON WAY,95829,CA,SACRAMENTO,3,2,2170,Residential,2008-05-20T00:00:00Z,257729.0,38.45967,-121.36046100000002,257729.0,257729.0,0.290043804678009,0.17629761569310778,0.37272414977670904,0.9996030095649902
7922 MANSELL WAY,95758,CA,ELK GROVE,4,2,1595,Residential,2008-05-20T00:00:00Z,260000.0,38.409634,-121.410787,260000.0,260000.0,0.2926150226609106,0.19309293046406178,0.2739608381999313,0.3259949121618476
5712 MELBURY CIR,95843,CA,ANTELOPE,3,2,1567,Residential,2008-05-20T00:00:00Z,261000.0,38.705849,-121.334701,261000.0,261000.0,0.2937472190426374,0.20048848958821588,0.2691514943318447,0.29319312654917284
632 NEWBRIDGE LN,95648,CA,LINCOLN,4,2,0,Residential,2008-05-20T00:00:00Z,261800.0,38.87908400000001,-121.298586,261800.0,261800.0,0.29465297614801883,0.2064049368875392,0.0,-1.5425353754173043
1570 GLIDDEN AVE,95822,CA,SACRAMENTO,4,2,1253,Residential,2008-05-20T00:00:00Z,264469.0,38.482704,-121.500433,264469.0,264469.0,0.29767480829084764,0.22614368418990652,0.21521813809687393,-0.07465546925010846
8108 FILIFERA WAY,95843,CA,ANTELOPE,4,3,1768,Residential,2008-05-20T00:00:00Z,265000.0,38.717042,-121.35468,265000.0,265000.0,0.2982760045695446,0.23007072608483234,0.30367571281346617,0.5286630875544452
230 BANKSIDE WAY,95835,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.676937,-121.529244,270000.0,270000.0,0.30393698647817863,0.2670485217056029,0.0,-1.5425353754173043
5342 CALABRIA WAY,95835,CA,SACRAMENTO,4,3,2030,Residential,2008-05-20T00:00:00Z,270000.0,38.671807,-121.498274,270000.0,270000.0,0.30393698647817863,0.2670485217056029,0.3486774304362762,0.8355940815016163
47 NAPONEE CT,95835,CA,SACRAMENTO,3,2,1531,Residential,2008-05-20T00:00:00Z,270000.0,38.665704,-121.529096,270000.0,270000.0,0.30393698647817863,0.2670485217056029,0.26296805221573344,0.25101940219001956
4236 ADRIATIC SEA WAY,95834,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.647961,-121.543162,270000.0,270000.0,0.30393698647817863,0.2670485217056029,0.0,-1.5425353754173043
8864 REMBRANT CT,95624,CA,ELK GROVE,4,3,1653,Residential,2008-05-20T00:00:00Z,275000.0,38.435288,-121.375703,275000.0,275000.0,0.30959796838681264,0.3040263173263735,0.2839230504981106,0.39394146807381675
9455 SEA CLIFF WAY,95758,CA,ELK GROVE,4,2,2056,Residential,2008-05-20T00:00:00Z,,38.411522,-121.481406,231379.76190476192,220500.0,0.2602112926453224,-0.018569732516639344,0.35314324974235656,0.8660528824276714
9720 LITTLE HARBOR WAY,95624,CA,ELK GROVE,4,3,2494,Residential,2008-05-20T00:00:00Z,,38.404934,-121.352405,253319.37931034484,233500.0,0.28505124808839377,0.14368600516766983,0.42837512882171075,1.3791665287973696
8806 PHOENIX AVE,95628,CA,FAIR OAKS,3,2,1450,Residential,2008-05-20T00:00:00Z,,38.660322,-121.230101,305686.625,215000.0,0.3443412541792199,0.5309710668346193,0.24905530745448298,0.1561285223819247
3578 LOGGERHEAD WAY,95834,CA,SACRAMENTO,4,2,2169,Residential,2008-05-20T00:00:00Z,292000.0,38.633028,-121.526755,292000.0,292000.0,0.3288453068761683,0.4297508224369934,0.37255238749570596,0.9984315172216803
1416 LOCKHART WAY,95747,CA,ROSEVILLE,3,2,1440,Residential,2008-05-20T00:00:00Z,292000.0,38.752399,-121.330328,292000.0,292000.0,0.3288453068761683,0.4297508224369934,0.24733768464445208,0.14441359894882658
5413 BUENA VENTURA WAY,95628,CA,FAIR OAKS,3,2,1527,Residential,2008-05-20T00:00:00Z,293993.0,38.664552,-121.25593700000002,293993.0,293993.0,0.3311017742649498,0.4444901717714326,0.26228100309172103,0.24633343281678033
37 WHITE BIRCH CT,95678,CA,ROSEVILLE,3,2,1401,Residential,2008-05-20T00:00:00Z,294000.0,38.776327,-121.284514,294000.0,294000.0,0.3311096996396219,0.4445419406853017,0.2406389556853315,0.09872539755974387
405 MARLIN SPIKE WAY,95838,CA,SACRAMENTO,3,2,1411,Residential,2008-05-20T00:00:00Z,296769.0,38.65783,-121.456842,296769.0,296769.0,0.33424475142062343,0.4650202439000844,0.2423565784953624,0.11044032099284201
1102 CHESLEY LN,95648,CA,LINCOLN,4,4,0,Residential,2008-05-20T00:00:00Z,,38.864864,-121.313988,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348635,0.0,-1.5425353754173043
11281 STANFORD COURT LN Unit 604,95670,CA,GOLD RIVER,0,0,0,Condo,2008-05-20T00:00:00Z,300000.0,38.625289,-121.260286,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.0,-1.5425353754173043
7320 6TH ST,95673,CA,RIO LINDA,3,1,1284,Residential,2008-05-20T00:00:00Z,300000.0,38.700553,-121.452223,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.22054276880796977,-0.038339206607504256
993 MANTON CT,95632,CA,GALT,4,3,2307,Residential,2008-05-20T00:00:00Z,300000.0,38.272942,-121.289148,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.3962555822741326,1.1600974605984344
4487 PANORAMA DR,95667,CA,PLACERVILLE,3,2,1329,Residential,2008-05-20T00:00:00Z,,38.69455900000001,-120.848157,370959.33333333326,350000.0,0.4182427783797288,1.0136992405074523,0.2282720714531089,0.014377948841437333
5651 OVERLEAF WAY,95835,CA,SACRAMENTO,4,2,1910,Residential,2008-05-20T00:00:00Z,300500.0,38.677454,-121.494791,300500.0,300500.0,0.3384689761208461,0.4926130749923034,0.32806595671590516,0.6950150003044387
2015 PROMONTORY POINT LN,95670,CA,GOLD RIVER,3,2,1981,Residential,2008-05-20T00:00:00Z,305000.0,38.628732,-121.261149,305000.0,305000.0,0.3435638598386167,0.5258930910509969,0.3402610786671247,0.7781909566794355
3224 PARKHAM DR,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-20T00:00:00Z,306500.0,38.772771,-121.364877,306500.0,306500.0,0.34526215441120695,0.5369864297372281,0.0,-1.5425353754173043
15 VANESSA PL,95835,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,312500.0,38.668692,-121.54549,312500.0,312500.0,0.35205533270156775,0.5813597844821528,0.0,-1.5425353754173043
1312 RENISON LN,95648,CA,LINCOLN,5,3,0,Residential,2008-05-20T00:00:00Z,315000.0,38.866409,-121.308485,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.0,-1.5425353754173043
8 RIVER RAFT CT,95823,CA,SACRAMENTO,4,2,2205,Residential,2008-05-20T00:00:00Z,319789.0,38.447353,-121.434969,319789.0,319789.0,0.3603079121279744,0.6352660149381121,0.37873582961181723,1.0406052415808336
2251 LAMPLIGHT LN,95648,CA,LINCOLN,2,2,1449,Residential,2008-05-20T00:00:00Z,330000.0,38.849924,-121.275729,330000.0,330000.0,0.3718687693817868,0.7107820691548498,0.2488835451734799,0.1549570300386149
106 FARHAM DR,95630,CA,FOLSOM,3,2,1258,Residential,2008-05-20T00:00:00Z,330000.0,38.667834,-121.168578,330000.0,330000.0,0.3718687693817868,0.7107820691548498,0.21607694950188938,-0.0687980075335594
5405 NECTAR CIR,95757,CA,ELK GROVE,3,2,2575,Residential,2008-05-20T00:00:00Z,331000.0,38.387014,-121.440967,331000.0,331000.0,0.3730009657635136,0.7181776282790039,0.4422878735829612,1.4740574086054645
5411 10TH AVE,95820,CA,SACRAMENTO,2,1,539,Residential,2008-05-20T00:00:00Z,334000.0,38.542727,-121.442449,334000.0,334000.0,0.37639755490869403,0.7403643056514663,0.09257986946066643,-0.911101002373315
3512 RAINSONG CIR,95670,CA,RANCHO CORDOVA,4,3,2208,Residential,2008-05-20T00:00:00Z,336000.0,38.573488,-121.282809,336000.0,336000.0,0.3786619476721476,0.7551554238997744,0.3792511164548265,1.0441197186107631
1106 55TH ST,95819,CA,SACRAMENTO,3,1,1108,Residential,2008-05-20T00:00:00Z,339000.0,38.563805,-121.436395,339000.0,339000.0,0.38205853681732804,0.7773421012722368,0.19031260735142563,-0.24452185903003137
411 ILLSLEY WAY,95630,CA,FOLSOM,4,2,1595,Residential,2008-05-20T00:00:00Z,339000.0,38.652002,-121.129504,339000.0,339000.0,0.38205853681732804,0.7773421012722368,0.2739608381999313,0.3259949121618476
796 BUTTERCUP CIR,95632,CA,GALT,4,2,2159,Residential,2008-05-20T00:00:00Z,345000.0,38.279581,-121.300828,345000.0,345000.0,0.38885171510768884,0.8217154560171614,0.370834764685675,0.9867165937885822
1230 SANDRA CIR,95667,CA,PLACERVILLE,4,3,2295,Residential,2008-05-20T00:00:00Z,350000.0,38.738141,-120.784145,350000.0,350000.0,0.39451269701632286,0.8586932516379321,0.3941944349020955,1.1460395524787168
318 ANACAPA DR,95678,CA,ROSEVILLE,3,2,1838,Residential,2008-05-20T00:00:00Z,356000.0,38.782094,-121.297133,356000.0,356000.0,0.4013058753066837,0.9030666063828567,0.31569907248368256,0.6106675515861322
3975 SHINING STAR DR,95823,CA,SACRAMENTO,4,2,1900,Residential,2008-05-20T00:00:00Z,361745.0,38.487409,-121.461413,361745.0,361745.0,0.4078103435197042,0.9455540935511221,0.32634833390587425,0.6833000768713406
1620 BASLER ST,95811,CA,SACRAMENTO,4,2,1718,Residential,2008-05-20T00:00:00Z,,38.591822,-121.478644,445000.0,445000.0,0.5020713532803692,1.561271368432573,0.2950875987633116,0.4700884703889546
9688 NATURE TRAIL WAY,95757,CA,ELK GROVE,5,3,3389,Residential,2008-05-20T00:00:00Z,,38.405224,-121.479275,329582.0967741936,331000.0,0.3713956208616168,0.7076914411402236,0.5821023703194779,2.427652176059652
5924 TANUS CIR,95677,CA,ROCKLIN,4,2,0,Residential,2008-05-20T00:00:00Z,380000.0,38.778691,-121.204292,380000.0,380000.0,0.428478588468127,1.0805600253625556,0.0,-1.5425353754173043
9629 CEDAR OAK WAY,95757,CA,ELK GROVE,5,4,3260,Residential,2008-05-20T00:00:00Z,385000.0,38.405527,-121.431746,385000.0,385000.0,0.434139570376761,1.117537820983326,0.5599450360700791,2.2765296637726866
3429 FERNBROOK CT,95682,CA,CAMERON PARK,3,2,2016,Residential,2008-05-20T00:00:00Z,399000.0,38.664225,-121.007173,399000.0,399000.0,0.4499903197209362,1.2210756487214836,0.34627275850223294,0.8191931886952789
2121 HANNAH WAY,95765,CA,ROCKLIN,4,2,2607,Residential,2008-05-20T00:00:00Z,402000.0,38.805749,-121.280931,402000.0,402000.0,0.45338690886611666,1.243262326093946,0.4477842665750601,1.5115451635913784
10104 ANNIE ST,95757,CA,ELK GROVE,4,3,2724,Residential,2008-05-20T00:00:00Z,406026.0,38.390465,-121.443479,406026.0,406026.0,0.4579451314989488,1.2730368471277904,0.46788045345242185,1.6486097677586267
1092 MAUGHAM CT,95632,CA,GALT,5,4,3746,Residential,2008-05-20T00:00:00Z,420000.0,38.271646,-121.286848,420000.0,420000.0,0.4737664437371991,1.37638239032872,0.6434215046375816,2.8458749426212555
5404 ALMOND FALLS WAY,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-20T00:00:00Z,,38.527502,-121.233492,342510.0,325750.0,0.3860325461171891,0.8033005137980177,0.0,-1.5425353754173043
6306 CONEJO,95683,CA,RANCHO MURIETA,4,2,3192,Residential,2008-05-20T00:00:00Z,425000.0,38.512602,-121.087233,425000.0,425000.0,0.4794274256458331,1.4133601859494906,0.5482652009618688,2.196868184427619
14 CASA VATONI PL,95834,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,433500.0,38.650221,-121.551704,433500.0,433500.0,0.48905109489051096,1.4762224385048006,0.0,-1.5425353754173043
1456 EAGLESFIELD LN,95648,CA,LINCOLN,4,3,0,Residential,2008-05-20T00:00:00Z,436746.0,38.857635,-121.311375,436746.0,436746.0,0.49272620434559616,1.5002284234218048,0.0,-1.5425353754173043
4100 BOTHWELL CIR,95762,CA,EL DORADO HILLS,5,3,0,Residential,2008-05-20T00:00:00Z,,38.679136,-121.034329,498677.68421052635,471000.0,0.562845033123001,1.9582478556591942,0.0,-1.5425353754173043
427 21ST ST,95811,CA,SACRAMENTO,2,1,1247,Residential,2008-05-20T00:00:00Z,445000.0,38.582604,-121.47576,445000.0,445000.0,0.5020713532803692,1.561271368432573,0.21418756441085537,-0.08168442330996734
1044 GALSTON DR,95630,CA,FOLSOM,4,2,2581,Residential,2008-05-20T00:00:00Z,450000.0,38.676306,-121.09954,450000.0,450000.0,0.5077323351890032,1.5982491640533434,0.44331844726897973,1.4810863626653232
4440 SYCAMORE AVE,95841,CA,SACRAMENTO,3,1,2068,Residential,2008-05-20T00:00:00Z,460000.0,38.646374,-121.353658,460000.0,460000.0,0.5190542990062712,1.6722047552948847,0.35520439711439367,0.8801107905473892
1032 SOUZA DR,95762,CA,EL DORADO HILLS,3,2,0,Residential,2008-05-20T00:00:00Z,460000.0,38.668239,-121.064437,460000.0,460000.0,0.5190542990062712,1.6722047552948847,0.0,-1.5425353754173043
9760 LAZULITE CT,95624,CA,ELK GROVE,4,3,3992,Residential,2008-05-20T00:00:00Z,460000.0,38.403609,-121.335541,460000.0,460000.0,0.5190542990062712,1.6722047552948847,0.6856750257643421,3.1340620590754695
241 LANFRANCO CIR,95835,CA,SACRAMENTO,4,4,3397,Residential,2008-05-20T00:00:00Z,,38.665696,-121.549437,270891.6857142857,261000.0,0.3049465498175304,0.27364303612576646,0.5834764685675026,2.4370241148061305
5559 NORTHBOROUGH DR,95835,CA,SACRAMENTO,5,3,3881,Residential,2008-05-20T00:00:00Z,471750.0,38.677225,-121.519687,471750.0,471750.0,0.5323576064915612,1.7591025750036955,0.666609412572999,3.00402640896808
2125 BIG SKY DR,95765,CA,ROCKLIN,5,3,0,Residential,2008-05-20T00:00:00Z,480000.0,38.801637,-121.278798,480000.0,480000.0,0.5416982266408074,1.8201159377779668,0.0,-1.5425353754173043
2109 HAMLET PL,95608,CA,CARMICHAEL,2,2,1598,Residential,2008-05-20T00:00:00Z,484000.0,38.602754,-121.329326,484000.0,484000.0,0.5462270121677145,1.8496981742745833,0.27447612504294056,0.3295093891917771
9970 STATE HIGHWAY 193,95667,CA,PLACERVILLE,4,3,1929,Residential,2008-05-20T00:00:00Z,485000.0,38.787877,-120.816676,485000.0,485000.0,0.5473592085494413,1.8570937333987374,0.33132944005496395,0.7172733548273252
2901 PINTAIL WAY,95757,CA,ELK GROVE,4,3,3070,Residential,2008-05-20T00:00:00Z,,38.398488,-121.473424,329582.0967741936,331000.0,0.3713956208616168,0.7076914411402236,0.5273102026794916,2.053946118543822
201 FIRESTONE DR,95678,CA,ROSEVILLE,0,0,0,Residential,2008-05-20T00:00:00Z,500500.0,38.770153,-121.30003899999998,500500.0,500500.0,0.5649082524662068,1.9717248998231263,0.0,-1.5425353754173043
1740 HIGH ST,95603,CA,AUBURN,3,3,0,Residential,2008-05-20T00:00:00Z,504000.0,38.891935,-121.08434,504000.0,504000.0,0.5688709398022506,1.9976093567576656,0.0,-1.5425353754173043
2733 DANA LOOP,95762,CA,EL DORADO HILLS,0,0,0,Residential,2008-05-20T00:00:00Z,541000.0,38.628459,-121.055078,541000.0,541000.0,0.6107622059261423,2.271245044351368,0.0,-1.5425353754173043
9741 SADDLEBRED CT,95693,CA,WILTON,0,0,0,Residential,2008-05-20T00:00:00Z,560000.0,38.408841,-121.198039,560000.0,560000.0,0.6322739371789515,2.411760667710296,0.0,-1.5425353754173043
7756 TIGERWOODS DR,95829,CA,SACRAMENTO,5,3,3984,Residential,2008-05-20T00:00:00Z,572500.0,38.47643,-121.309243,572500.0,572500.0,0.6464263919505366,2.5042051567622226,0.6843009275163174,3.124690120328991
5709 RIVER OAK WAY,95608,CA,CARMICHAEL,4,2,2222,Residential,2008-05-20T00:00:00Z,582000.0,38.602461,-121.330979,582000.0,582000.0,0.6571822575769413,2.5744629684416864,0.3816557883888698,1.0605206114171004
2981 WRINGER DR,95661,CA,ROSEVILLE,4,3,3838,Residential,2008-05-20T00:00:00Z,613401.0,38.735373,-121.227072,613401.0,613401.0,0.6927343561595446,2.80669092049925,0.659223634489866,2.953652238205758
8616 ROCKPORTE CT,95747,CA,ROSEVILLE,4,2,0,Residential,2008-05-20T00:00:00Z,,38.742118,-121.359909,342178.5,316250.0,0.3856572230166467,0.8008488859483607,0.0,-1.5425353754173043
4128 HILL ST,95628,CA,FAIR OAKS,5,5,2846,Residential,2008-05-20T00:00:00Z,680000.0,38.64167,-121.262099,680000.0,680000.0,0.768137502986168,3.2992277626087896,0.48883545173479903,1.7915318336424237
1409 47TH ST,95819,CA,SACRAMENTO,5,2,2484,Residential,2008-05-20T00:00:00Z,699000.0,38.563244,-121.446876,699000.0,699000.0,0.7896492342389773,3.439743385967718,0.42665750601167984,1.3674516053642713
3935 EL MONTE DR,95650,CA,LOOMIS,4,4,1624,Residential,2008-05-20T00:00:00Z,839000.0,38.813337,-121.133348,839000.0,839000.0,0.9481567276807297,4.475121663349294,0.278941944349021,0.3599681901178322
5840 WALERGA RD,95842,CA,SACRAMENTO,2,1,840,Condo,2008-05-19T00:00:00Z,40000.0,38.673678,-121.357471,40000.0,40000.0,0.043531818681013856,-1.4339300768498433,0.14428031604259706,-0.5584818070370613
923 FULTON AVE,95825,CA,SACRAMENTO,1,1,484,Condo,2008-05-19T00:00:00Z,48000.0,38.582279,-121.401482,48000.0,48000.0,0.05258938973482829,-1.3747656038566105,0.0831329440054964,-0.9755330812553548
261 REDONDO AVE,95815,CA,SACRAMENTO,3,1,970,Residential,2008-05-19T00:00:00Z,61500.0,38.620685,-121.46053899999998,61500.0,61500.0,0.06787404088814013,-1.27492555568053,0.16660941257299897,-0.4061878024067856
4030 BROADWAY,95817,CA,SACRAMENTO,2,1,623,Residential,2008-05-19T00:00:00Z,62050.0,38.546798,-121.46003799999998,62050.0,62050.0,0.06849674889808988,-1.2708579981622452,0.10700790106492614,-0.8126956455352907
3660 22ND AVE,95820,CA,SACRAMENTO,2,1,932,Residential,2008-05-19T00:00:00Z,65000.0,38.532718,-121.46747,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.1600824458948815,-0.45070451145255847
3924 HIGH ST,95838,CA,SACRAMENTO,2,1,796,Residential,2008-05-19T00:00:00Z,65000.0,38.638797,-121.435049,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.136722775678461,-0.6100274701426931
4734 14TH AVE,95820,CA,SACRAMENTO,2,1,834,Residential,2008-05-19T00:00:00Z,68000.0,38.539447,-121.450858,68000.0,68000.0,0.07523331736936435,-1.2268544213735282,0.1432497423565785,-0.5655107610969201
5050 RHODE ISLAND DR Unit 4,95841,CA,SACRAMENTO,2,1,924,Condo,2008-05-19T00:00:00Z,77000.0,38.658739,-121.33356100000002,77000.0,77000.0,0.08542308480490558,-1.160294389256141,0.15870834764685676,-0.460076450199037
4513 GREENHOLME DR,95842,CA,SACRAMENTO,2,1,795,Condo,2008-05-19T00:00:00Z,82732.0,38.669104,-121.359008,82732.0,82732.0,0.09191283446496362,-1.1179030443564897,0.13655101339745793,-0.6111989624860028
3845 ELM ST,95838,CA,SACRAMENTO,3,1,1250,Residential,2008-05-19T00:00:00Z,84000.0,38.637337,-121.432835,84000.0,84000.0,0.0933484594769932,-1.1085254753870624,0.21470285125386465,-0.0781699462800379
3908 17TH AVE,95820,CA,SACRAMENTO,2,1,984,Residential,2008-05-19T00:00:00Z,84675.0,38.53728,-121.463531,84675.0,84675.0,0.0941126920346588,-1.1035334729782582,0.16901408450704225,-0.3897869096004482
7109 CHANDLER DR,95828,CA,SACRAMENTO,3,1,1013,Residential,2008-05-19T00:00:00Z,85000.0,38.497237,-121.42418700000002,85000.0,85000.0,0.09448065585872001,-1.1011299162629082,0.17399519065613192,-0.3558136316444636
7541 SKELTON WAY,95822,CA,SACRAMENTO,3,1,1012,Residential,2008-05-19T00:00:00Z,90000.0,38.484274,-121.488851,90000.0,90000.0,0.10014163776735402,-1.0641521206421376,0.17382342837512882,-0.35698512398777343
9058 MONTOYA ST,95826,CA,SACRAMENTO,2,1,795,Condo,2008-05-19T00:00:00Z,90000.0,38.559144,-121.368387,90000.0,90000.0,0.10014163776735402,-1.0641521206421376,0.13655101339745793,-0.6111989624860028
1016 CONGRESS AVE,95838,CA,SACRAMENTO,2,2,918,Residential,2008-05-19T00:00:00Z,91000.0,38.630151,-121.442789,91000.0,91000.0,0.10127383414908082,-1.0567565615179835,0.1576777739608382,-0.46710540425889585
540 MORRISON AVE,95838,CA,SACRAMENTO,3,1,1082,Residential,2008-05-19T00:00:00Z,95000.0,38.637704,-121.453946,95000.0,95000.0,0.10580261967598804,-1.027174325021367,0.18584678804534524,-0.2749806599560865
5303 JERRETT WAY,95842,CA,SACRAMENTO,2,1,964,Residential,2008-05-19T00:00:00Z,97500.0,38.663282,-121.359631,97500.0,97500.0,0.10863311063030505,-1.0086854272109818,0.1655788388869804,-0.41321675646664446
2820 DEL PASO BLVD,95815,CA,SACRAMENTO,4,2,1404,Multi-Family,2008-05-19T00:00:00Z,100000.0,38.617718,-121.440089,100000.0,100000.0,0.11146360158462205,-0.9901965294005964,0.24115424252834078,0.10223987458967332
3715 TALLYHO DR Unit 78HIGH,95826,CA,SACRAMENTO,1,1,625,Condo,2008-05-19T00:00:00Z,100000.0,38.544627,-121.35796,100000.0,100000.0,0.11146360158462205,-0.9901965294005964,0.10735142562693233,-0.8103526608486711
6013 ROWAN WAY,95621,CA,CITRUS HEIGHTS,2,1,888,Residential,2008-05-19T00:00:00Z,,38.675893,-121.2963,179974.0,183918.0,0.20200987501684142,-0.3987440840054953,0.15252490553074544,-0.5022501745581902
2987 PONDEROSA LN,95815,CA,SACRAMENTO,4,2,1120,Residential,2008-05-19T00:00:00Z,102750.0,38.622243,-121.457863,102750.0,102750.0,0.11457714163437077,-0.9698587418091726,0.19237375472346271,-0.2304639509103136
3732 LANKERSHIM WAY,95660,CA,NORTH HIGHLANDS,3,1,1331,Residential,2008-05-19T00:00:00Z,112500.0,38.68972,-121.378399,112500.0,112500.0,0.1256160563562071,-0.8977520403486701,0.22861559601511508,0.01672093352805696
2216 DUNLAP DR,95821,CA,SACRAMENTO,3,1,1014,Residential,2008-05-19T00:00:00Z,113000.0,38.623738,-121.41305,113000.0,113000.0,0.1261821545470705,-0.894054260786593,0.174166952937135,-0.3546421393011538
3503 21ST AVE,95820,CA,SACRAMENTO,4,2,1448,Residential,2008-05-19T00:00:00Z,114000.0,38.53361,-121.469308,114000.0,114000.0,0.1273143509287973,-0.8866587016624389,0.2487117828924768,0.1537855376953051
523 EXCHANGE ST,95838,CA,SACRAMENTO,3,1,966,Residential,2008-05-19T00:00:00Z,114000.0,38.659414,-121.45408,114000.0,114000.0,0.1273143509287973,-0.8866587016624389,0.16592236344898662,-0.4108737717800248
8101 PORT ROYALE WAY,95823,CA,SACRAMENTO,2,1,779,Residential,2008-05-19T00:00:00Z,114750.0,38.463929,-121.438667,114750.0,114750.0,0.1281634982150924,-0.8811120323193233,0.13380281690140844,-0.6299428399789598
8020 WALERGA RD,95843,CA,ANTELOPE,2,2,836,Condo,2008-05-19T00:00:00Z,,38.71607,-121.364468,236168.15625,232600.0,0.26563269539728207,0.016843120973334083,0.14359326691858468,-0.5631677764103005
167 VALLEY OAK DR,95678,CA,ROSEVILLE,2,2,1100,Condo,2008-05-19T00:00:00Z,115000.0,38.732429,-121.288069,115000.0,115000.0,0.1284465473105241,-0.8792631425382847,0.1889385091034009,-0.2538937977765099
7876 BURLINGTON WAY,95832,CA,SACRAMENTO,3,1,1174,Residential,2008-05-19T00:00:00Z,116100.0,38.470093,-121.468347,116100.0,116100.0,0.1296919633304236,-0.8711280275017153,0.20164891789762968,-0.1672033643715837
3726 JONKO AVE,95660,CA,NORTH HIGHLANDS,3,2,1207,Residential,2008-05-19T00:00:00Z,119250.0,38.656131,-121.377265,119250.0,119250.0,0.13325838193286302,-0.8478320162606298,0.2073170731707317,-0.12854411704235988
7342 GIGI PL,95828,CA,SACRAMENTO,4,4,1995,Multi-Family,2008-05-19T00:00:00Z,120000.0,38.490704,-121.410176,120000.0,120000.0,0.1341075292191581,-0.8422853469175142,0.342665750601168,0.7945918494857729
2610 PHYLLIS AVE,95820,CA,SACRAMENTO,2,1,804,Residential,2008-05-19T00:00:00Z,120000.0,38.53105,-121.479574,120000.0,120000.0,0.1341075292191581,-0.8422853469175142,0.13809687392648573,-0.6006555313962145
4200 COMMERCE WAY Unit 711,95834,CA,SACRAMENTO,2,2,958,Condo,2008-05-19T00:00:00Z,120000.0,38.647523,-121.523217,120000.0,120000.0,0.1341075292191581,-0.8422853469175142,0.16454826520096186,-0.42024571052650334
4621 COUNTRY SCENE WAY,95823,CA,SACRAMENTO,3,2,1366,Residential,2008-05-19T00:00:00Z,120108.0,38.470187,-121.448149,120108.0,120108.0,0.1342298064283846,-0.8414866265321056,0.2346272758502233,0.05772316554390042
5380 VILLAGE WOOD DR,95823,CA,SACRAMENTO,2,2,901,Residential,2008-05-19T00:00:00Z,121500.0,38.454949,-121.440578,121500.0,121500.0,0.13580582379174833,-0.831192008231283,0.15475781518378565,-0.48702077409516265
2621 EVERGREEN ST,95815,CA,SACRAMENTO,3,1,696,Residential,2008-05-19T00:00:00Z,121725.0,38.613103,-121.44408500000002,121725.0,121725.0,0.13606056797763685,-0.8295280074283483,0.11954654757815183,-0.7271767044736743
201 CARLO CT,95632,CA,GALT,3,2,1080,Residential,2008-05-19T00:00:00Z,,38.24227,-121.31032,242690.6,222750.0,0.27301738261104863,0.0650802393604286,0.18550326348333906,-0.27732364464270615
