baths	beds	city	latitude	longitude	price	sale_date	sq__ft	state	street	type	zip
2	2	FAIR OAKS	38.662785	-121.276272	142500	Tue May 20 00:00:00 EDT 2008	994	CA	5333 PRIMROSE DR Unit 19A	Condo	95628
2	3	SACRAMENTO	38.631056	-121.48508	143500	Tue May 20 00:00:00 EDT 2008	1202	CA	1035 MILLET WAY	Residential	95834
0	0	ELK GROVE	38.423251	-121.444489	145000	Tue May 20 00:00:00 EDT 2008	0	CA	5201 LAGUNA OAKS DR Unit 126	Condo	95758
1	2	SACRAMENTO	38.532727	-121.470783	145000	Tue May 20 00:00:00 EDT 2008	722	CA	3328 22ND AVE	Residential	95820
2	4	SACRAMENTO	38.488623	-121.410582	145000	Tue May 20 00:00:00 EDT 2008	1448	CA	8001 HARTWICK WAY	Residential	95828
2	3	SACRAMENTO	38.488611	-121.412808	145000	Tue May 20 00:00:00 EDT 2008	1188	CA	7812 HARTWICK WAY	Residential	95828
2	4	NORTH HIGHLANDS	38.692915	-121.367497	146000	Tue May 20 00:00:00 EDT 2008	1183	CA	4207 PAINTER WAY	Residential	95660
1	3	SACRAMENTO	38.487444	-121.491366	148500	Tue May 20 00:00:00 EDT 2008	1320	CA	7458 WINKLEY WAY	Residential	95822
2	3	SACRAMENTO	38.473288	-121.3963	149000	Tue May 20 00:00:00 EDT 2008	1117	CA	8354 SUNRISE WOODS WAY	Residential	95828
2	3	SACRAMENTO	38.482876	-121.405912	150000	Tue May 20 00:00:00 EDT 2008	1364	CA	8116 COTTONMILL CIR	Residential	95828
2	4	SACRAMENTO	38.484834	-121.449316	150000	Tue May 20 00:00:00 EDT 2008	1310	CA	4660 CEDARWOOD WAY	Residential	95823
2	2	ELK GROVE	38.420138	-121.412179	152000	Tue May 20 00:00:00 EDT 2008	1006	CA	9254 HARROGATE WAY	Residential	95758
2	3	CITRUS HEIGHTS	38.693724	-121.307169	156000	Tue May 20 00:00:00 EDT 2008	1104	CA	6716 TAREYTON WAY	Residential	95621
1	2	SACRAMENTO	38.609982	-121.419263	156000	Tue May 20 00:00:00 EDT 2008	810	CA	2028 ROBERT WAY	Residential	95825
2	2	ELK GROVE	38.41875	-121.370019	156000	Tue May 20 00:00:00 EDT 2008	1123	CA	9346 AIZENBERG CIR	Residential	95624
1	2	SACRAMENTO	38.67273	-121.359645	157788	Tue May 20 00:00:00 EDT 2008	904	CA	4524 LOCH HAVEN WAY	Residential	95842
2	3	CITRUS HEIGHTS	38.72065300000001	-121.302241	161653	Tue May 20 00:00:00 EDT 2008	1156	CA	7140 BLUE SPRINGS WAY	Residential	95621
1	2	SACRAMENTO	38.54196500000001	-121.452132	161829	Tue May 20 00:00:00 EDT 2008	1321	CA	4631 11TH AVE	Residential	95820
2	3	ANTELOPE	38.715346	-121.388163	165000	Tue May 20 00:00:00 EDT 2008	1392	CA	3228 BAGGAN CT	Residential	95843
2	3	SACRAMENTO	38.448288	-121.420719	168000	Tue May 20 00:00:00 EDT 2008	1439	CA	8515 DARTFORD DR	Residential	95823
2	3	SACRAMENTO	38.69951	-121.35998899999998	169000	Tue May 20 00:00:00 EDT 2008	1159	CA	4500 TIPPWOOD WAY	Residential	95842
2	3	RANCHO CORDOVA	38.59147700000001	-121.31534	175000	Tue May 20 00:00:00 EDT 2008	1671	CA	2460 EL ROCCO WAY	Residential	95670
2	3	SACRAMENTO	38.457654	-121.431381	176250	Tue May 20 00:00:00 EDT 2008	1740	CA	8244 SUNBIRD WAY	Residential	95823
2	3	SACRAMENTO	38.461283	-121.434322	179000	Tue May 20 00:00:00 EDT 2008	1265	CA	5841 VALLEY VALE WAY	Residential	95823
2	2	ANTELOPE	38.710889	-121.358876	180000	Tue May 20 00:00:00 EDT 2008	1007	CA	7863 CRESTLEIGH CT	Residential	95843
2	3	ELK GROVE	38.417649	-121.420294	180400	Tue May 20 00:00:00 EDT 2008	1716	CA	7129 SPRINGMONT DR	Residential	95758
2	4	ELK GROVE	38.417182	-121.397231	182000	Tue May 20 00:00:00 EDT 2008	1685	CA	8284 RED FOX WAY	Residential	95758
2	4	RANCHO CORDOVA	38.592383	-121.318669	184500	Tue May 20 00:00:00 EDT 2008	1829	CA	2219 EL CANTO CIR	Residential	95670
2	3	ELK GROVE	38.435471	-121.441173	185000	Tue May 20 00:00:00 EDT 2008	1555	CA	8907 GEMWOOD WAY	Residential	95758
2	4	CARMICHAEL	38.666564	-121.325717	189000	Tue May 20 00:00:00 EDT 2008	1120	CA	5925 MALEVILLE AVE	Residential	95608
2	3	CITRUS HEIGHTS	38.718693	-121.303619	194000	Tue May 20 00:00:00 EDT 2008	1137	CA	7031 CANEVALLEY CIR	Residential	95621
1	3	SACRAMENTO	38.543697	-121.366683	195000	Tue May 20 00:00:00 EDT 2008	1174	CA	3949 WILDROSE WAY	Residential	95826
2	3	ANTELOPE	38.704407	-121.36113	200000	Tue May 20 00:00:00 EDT 2008	1393	CA	4437 MITCHUM CT	Residential	95843
1	3	CAMERON PARK	38.694052	-120.995589	201000	Tue May 20 00:00:00 EDT 2008	0	CA	2778 KAWEAH CT	Residential	95682
2	4	LINCOLN	38.879192	-121.309477	202500	Tue May 20 00:00:00 EDT 2008	0	CA	1636 ALLENWOOD CIR	Residential	95648
2	3	SACRAMENTO	38.461296	-121.390858	205000	Tue May 20 00:00:00 EDT 2008	1289	CA	8151 QUAIL RIDGE CT	Residential	95828
2	4	SACRAMENTO	38.655887	-121.446119	205000	Tue May 20 00:00:00 EDT 2008	1799	CA	4899 WIND CREEK DR	Residential	95838
2	3	PLACERVILLE	38.74458	-120.794254	205000	Tue May 20 00:00:00 EDT 2008	0	CA	2370 BIG CANYON CREEK RD	Residential	95667
3	4	SACRAMENTO	38.44325300000001	-121.431992	205000	Tue May 20 00:00:00 EDT 2008	1953	CA	6049 HAMBURG WAY	Residential	95823
1	2	SACRAMENTO	38.536741	-121.42115	207000	Tue May 20 00:00:00 EDT 2008	723	CA	4232 71ST ST	Residential	95820
2	2	CAMERON PARK	38.69437	-120.996602	210000	Tue May 20 00:00:00 EDT 2008	0	CA	3361 BOW MAR CT	Residential	95682
1	2	PLACERVILLE	38.739774	-120.860243	211500	Tue May 20 00:00:00 EDT 2008	948	CA	1889 COLD SPRINGS RD	Residential	95667
2	4	CITRUS HEIGHTS	38.696489	-121.328555	215000	Tue May 20 00:00:00 EDT 2008	1578	CA	5805 HIMALAYA WAY	Residential	95621
2	3	CITRUS HEIGHTS	38.710388	-121.261096	215000	Tue May 20 00:00:00 EDT 2008	1317	CA	7944 SYLVAN OAK WAY	Residential	95610
0	0	SACRAMENTO	38.626582	-121.52151	215500	Tue May 20 00:00:00 EDT 2008	0	CA	3139 SPOONWOOD WAY Unit 1	Residential	95833
1	3	SACRAMENTO	38.513066	-121.451909	222381	Tue May 20 00:00:00 EDT 2008	1360	CA	6217 LEOLA WAY	Residential	95824
0	0	SACRAMENTO	38.588816	-121.408549	225000	Tue May 20 00:00:00 EDT 2008	0	CA	2340 HURLEY WAY	Condo	95825
2	3	SACRAMENTO	38.624762	-121.522775	225000	Tue May 20 00:00:00 EDT 2008	1522	CA	3035 BRUNNET LN	Residential	95833
2	4	SACRAMENTO	38.606603	-121.394147	225000	Tue May 20 00:00:00 EDT 2008	1751	CA	3025 EL PRADO WAY	Residential	95825
2	3	ELK GROVE	38.419214	-121.348533	225000	Tue May 20 00:00:00 EDT 2008	1465	CA	9387 GRANITE FALLS CT	Residential	95624
2	4	SACRAMENTO	38.55821	-121.355022	228000	Tue May 20 00:00:00 EDT 2008	1605	CA	9257 CALDERA WAY	Residential	95826
2	4	RIO LINDA	38.702893	-121.454949	229665	Tue May 20 00:00:00 EDT 2008	1475	CA	441 ARLINGDALE CIR	Residential	95673
1	3	MEADOW VISTA	39.008159	-121.03623	230000	Tue May 20 00:00:00 EDT 2008	1216	CA	2284 LOS ROBLES RD	Residential	95722
2	2	FAIR OAKS	38.665644	-121.259969	230000	Tue May 20 00:00:00 EDT 2008	1315	CA	8164 CHENIN BLANC LN	Residential	95628
2	3	ELK GROVE	38.390557	-121.449805	230000	Tue May 20 00:00:00 EDT 2008	1567	CA	4620 CHAMBERLIN CIR	Residential	95757
2	3	SACRAMENTO	38.672495	-121.515251	234000	Tue May 20 00:00:00 EDT 2008	1776	CA	5340 BIRK WAY	Residential	95835
2	3	SACRAMENTO	38.661658	-121.540633	235000	Tue May 20 00:00:00 EDT 2008	2187	CA	51 ANJOU CIR	Residential	95835
1	3	SACRAMENTO	38.534596	-121.493121	236250	Tue May 20 00:00:00 EDT 2008	1291	CA	2125 22ND AVE	Residential	95822
0	0	FOLSOM	38.6457	-121.1197	240000	Tue May 20 00:00:00 EDT 2008	0	CA	611 BLOSSOM ROCK LN	Condo	95630
0	0	ELK GROVE	38.43742	-121.372876	242000	Tue May 20 00:00:00 EDT 2008	0	CA	8830 ADUR RD	Residential	95624
2	3	SACRAMENTO	38.699489	-121.361828	245000	Tue May 20 00:00:00 EDT 2008	1503	CA	7344 BUTTERBALL WAY	Residential	95842
3	4	SACRAMENTO	38.459711	-121.384283	245000	Tue May 20 00:00:00 EDT 2008	2491	CA	8219 GWINHURST CIR	Residential	95828
1	2	SACRAMENTO	38.562296	-121.467489	245000	Tue May 20 00:00:00 EDT 2008	1269	CA	3240 S ST	Residential	95816
0	0	SACRAMENTO	38.676658	-121.528128	250000	Tue May 20 00:00:00 EDT 2008	0	CA	221 PICASSO CIR	Residential	95835
2	3	ORANGEVALE	38.669882	-121.213533	250000	Tue May 20 00:00:00 EDT 2008	1176	CA	5706 GREENACRES WAY	Residential	95662
2	4	ORANGEVALE	38.692199	-121.250975	250000	Tue May 20 00:00:00 EDT 2008	1456	CA	6900 LONICERA DR	Residential	95662
2	3	ROSEVILLE	38.72528300000001	-121.297953	250000	Tue May 20 00:00:00 EDT 2008	1498	CA	419 DAWNRIDGE RD	Residential	95678
2	3	ANTELOPE	38.710221	-121.341651	255000	Tue May 20 00:00:00 EDT 2008	1574	CA	5312 MARBURY WAY	Residential	95843
4	5	CITRUS HEIGHTS	38.682358	-121.272876	256054	Tue May 20 00:00:00 EDT 2008	2085	CA	6344 BONHAM CIR	Multi-Family	95610
2	3	SACRAMENTO	38.45967	-121.36046100000002	257729	Tue May 20 00:00:00 EDT 2008	2170	CA	8207 YORKTON WAY	Residential	95829
2	4	ELK GROVE	38.409634	-121.410787	260000	Tue May 20 00:00:00 EDT 2008	1595	CA	7922 MANSELL WAY	Residential	95758
2	3	ANTELOPE	38.705849	-121.334701	261000	Tue May 20 00:00:00 EDT 2008	1567	CA	5712 MELBURY CIR	Residential	95843
2	4	LINCOLN	38.87908400000001	-121.298586	261800	Tue May 20 00:00:00 EDT 2008	0	CA	632 NEWBRIDGE LN	Residential	95648
2	4	SACRAMENTO	38.482704	-121.500433	264469	Tue May 20 00:00:00 EDT 2008	1253	CA	1570 GLIDDEN AVE	Residential	95822
3	4	ANTELOPE	38.717042	-121.35468	265000	Tue May 20 00:00:00 EDT 2008	1768	CA	8108 FILIFERA WAY	Residential	95843
0	0	SACRAMENTO	38.676937	-121.529244	270000	Tue May 20 00:00:00 EDT 2008	0	CA	230 BANKSIDE WAY	Residential	95835
3	4	SACRAMENTO	38.671807	-121.498274	270000	Tue May 20 00:00:00 EDT 2008	2030	CA	5342 CALABRIA WAY	Residential	95835
2	3	SACRAMENTO	38.665704	-121.529096	270000	Tue May 20 00:00:00 EDT 2008	1531	CA	47 NAPONEE CT	Residential	95835
0	0	SACRAMENTO	38.647961	-121.543162	270000	Tue May 20 00:00:00 EDT 2008	0	CA	4236 ADRIATIC SEA WAY	Residential	95834
3	4	ELK GROVE	38.435288	-121.375703	275000	Tue May 20 00:00:00 EDT 2008	1653	CA	8864 REMBRANT CT	Residential	95624
2	4	ELK GROVE	38.411522	-121.481406	275000	Tue May 20 00:00:00 EDT 2008	2056	CA	9455 SEA CLIFF WAY	Residential	95758
3	4	ELK GROVE	38.404934	-121.352405	280000	Tue May 20 00:00:00 EDT 2008	2494	CA	9720 LITTLE HARBOR WAY	Residential	95624
2	3	FAIR OAKS	38.660322	-121.230101	286013	Tue May 20 00:00:00 EDT 2008	1450	CA	8806 PHOENIX AVE	Residential	95628
2	4	SACRAMENTO	38.633028	-121.526755	292000	Tue May 20 00:00:00 EDT 2008	2169	CA	3578 LOGGERHEAD WAY	Residential	95834
2	3	ROSEVILLE	38.752399	-121.330328	292000	Tue May 20 00:00:00 EDT 2008	1440	CA	1416 LOCKHART WAY	Residential	95747
2	3	FAIR OAKS	38.664552	-121.25593700000002	293993	Tue May 20 00:00:00 EDT 2008	1527	CA	5413 BUENA VENTURA WAY	Residential	95628
2	3	ROSEVILLE	38.776327	-121.284514	294000	Tue May 20 00:00:00 EDT 2008	1401	CA	37 WHITE BIRCH CT	Residential	95678
2	3	SACRAMENTO	38.65783	-121.456842	296769	Tue May 20 00:00:00 EDT 2008	1411	CA	405 MARLIN SPIKE WAY	Residential	95838
4	4	LINCOLN	38.864864	-121.313988	297500	Tue May 20 00:00:00 EDT 2008	0	CA	1102 CHESLEY LN	Residential	95648
0	0	GOLD RIVER	38.625289	-121.260286	300000	Tue May 20 00:00:00 EDT 2008	0	CA	11281 STANFORD COURT LN Unit 604	Condo	95670
1	3	RIO LINDA	38.700553	-121.452223	300000	Tue May 20 00:00:00 EDT 2008	1284	CA	7320 6TH ST	Residential	95673
3	4	GALT	38.272942	-121.289148	300000	Tue May 20 00:00:00 EDT 2008	2307	CA	993 MANTON CT	Residential	95632
2	3	PLACERVILLE	38.69455900000001	-120.848157	300000	Tue May 20 00:00:00 EDT 2008	1329	CA	4487 PANORAMA DR	Residential	95667
2	4	SACRAMENTO	38.677454	-121.494791	300500	Tue May 20 00:00:00 EDT 2008	1910	CA	5651 OVERLEAF WAY	Residential	95835
2	3	GOLD RIVER	38.628732	-121.261149	305000	Tue May 20 00:00:00 EDT 2008	1981	CA	2015 PROMONTORY POINT LN	Residential	95670
0	0	ROSEVILLE	38.772771	-121.364877	306500	Tue May 20 00:00:00 EDT 2008	0	CA	3224 PARKHAM DR	Residential	95747
0	0	SACRAMENTO	38.668692	-121.54549	312500	Tue May 20 00:00:00 EDT 2008	0	CA	15 VANESSA PL	Residential	95835
3	5	LINCOLN	38.866409	-121.308485	315000	Tue May 20 00:00:00 EDT 2008	0	CA	1312 RENISON LN	Residential	95648
2	4	SACRAMENTO	38.447353	-121.434969	319789	Tue May 20 00:00:00 EDT 2008	2205	CA	8 RIVER RAFT CT	Residential	95823
2	2	LINCOLN	38.849924	-121.275729	330000	Tue May 20 00:00:00 EDT 2008	1449	CA	2251 LAMPLIGHT LN	Residential	95648
2	3	FOLSOM	38.667834	-121.168578	330000	Tue May 20 00:00:00 EDT 2008	1258	CA	106 FARHAM DR	Residential	95630
2	3	ELK GROVE	38.387014	-121.440967	331000	Tue May 20 00:00:00 EDT 2008	2575	CA	5405 NECTAR CIR	Residential	95757
1	2	SACRAMENTO	38.542727	-121.442449	334000	Tue May 20 00:00:00 EDT 2008	539	CA	5411 10TH AVE	Residential	95820
3	4	RANCHO CORDOVA	38.573488	-121.282809	336000	Tue May 20 00:00:00 EDT 2008	2208	CA	3512 RAINSONG CIR	Residential	95670
1	3	SACRAMENTO	38.563805	-121.436395	339000	Tue May 20 00:00:00 EDT 2008	1108	CA	1106 55TH ST	Residential	95819
2	4	FOLSOM	38.652002	-121.129504	339000	Tue May 20 00:00:00 EDT 2008	1595	CA	411 ILLSLEY WAY	Residential	95630
2	4	GALT	38.279581	-121.300828	345000	Tue May 20 00:00:00 EDT 2008	2159	CA	796 BUTTERCUP CIR	Residential	95632
3	4	PLACERVILLE	38.738141	-120.784145	350000	Tue May 20 00:00:00 EDT 2008	2295	CA	1230 SANDRA CIR	Residential	95667
2	3	ROSEVILLE	38.782094	-121.297133	356000	Tue May 20 00:00:00 EDT 2008	1838	CA	318 ANACAPA DR	Residential	95678
2	4	SACRAMENTO	38.487409	-121.461413	361745	Tue May 20 00:00:00 EDT 2008	1900	CA	3975 SHINING STAR DR	Residential	95823
2	4	SACRAMENTO	38.591822	-121.478644	361948	Tue May 20 00:00:00 EDT 2008	1718	CA	1620 BASLER ST	Residential	95811
3	5	ELK GROVE	38.405224	-121.479275	370000	Tue May 20 00:00:00 EDT 2008	3389	CA	9688 NATURE TRAIL WAY	Residential	95757
2	4	ROCKLIN	38.778691	-121.204292	380000	Tue May 20 00:00:00 EDT 2008	0	CA	5924 TANUS CIR	Residential	95677
4	5	ELK GROVE	38.405527	-121.431746	385000	Tue May 20 00:00:00 EDT 2008	3260	CA	9629 CEDAR OAK WAY	Residential	95757
2	3	CAMERON PARK	38.664225	-121.007173	399000	Tue May 20 00:00:00 EDT 2008	2016	CA	3429 FERNBROOK CT	Residential	95682
2	4	ROCKLIN	38.805749	-121.280931	402000	Tue May 20 00:00:00 EDT 2008	2607	CA	2121 HANNAH WAY	Residential	95765
3	4	ELK GROVE	38.390465	-121.443479	406026	Tue May 20 00:00:00 EDT 2008	2724	CA	10104 ANNIE ST	Residential	95757
4	5	GALT	38.271646	-121.286848	420000	Tue May 20 00:00:00 EDT 2008	3746	CA	1092 MAUGHAM CT	Residential	95632
0	0	RANCHO CORDOVA	38.527502	-121.233492	425000	Tue May 20 00:00:00 EDT 2008	0	CA	5404 ALMOND FALLS WAY	Residential	95742
2	4	RANCHO MURIETA	38.512602	-121.087233	425000	Tue May 20 00:00:00 EDT 2008	3192	CA	6306 CONEJO	Residential	95683
0	0	SACRAMENTO	38.650221	-121.551704	433500	Tue May 20 00:00:00 EDT 2008	0	CA	14 CASA VATONI PL	Residential	95834
3	4	LINCOLN	38.857635	-121.311375	436746	Tue May 20 00:00:00 EDT 2008	0	CA	1456 EAGLESFIELD LN	Residential	95648
3	5	EL DORADO HILLS	38.679136	-121.034329	438700	Tue May 20 00:00:00 EDT 2008	0	CA	4100 BOTHWELL CIR	Residential	95762
1	2	SACRAMENTO	38.582604	-121.47576	445000	Tue May 20 00:00:00 EDT 2008	1247	CA	427 21ST ST	Residential	95811
2	4	FOLSOM	38.676306	-121.09954	450000	Tue May 20 00:00:00 EDT 2008	2581	CA	1044 GALSTON DR	Residential	95630
1	3	SACRAMENTO	38.646374	-121.353658	460000	Tue May 20 00:00:00 EDT 2008	2068	CA	4440 SYCAMORE AVE	Residential	95841
2	3	EL DORADO HILLS	38.668239	-121.064437	460000	Tue May 20 00:00:00 EDT 2008	0	CA	1032 SOUZA DR	Residential	95762
3	4	ELK GROVE	38.403609	-121.335541	460000	Tue May 20 00:00:00 EDT 2008	3992	CA	9760 LAZULITE CT	Residential	95624
4	4	SACRAMENTO	38.665696	-121.549437	465000	Tue May 20 00:00:00 EDT 2008	3397	CA	241 LANFRANCO CIR	Residential	95835
3	5	SACRAMENTO	38.677225	-121.519687	471750	Tue May 20 00:00:00 EDT 2008	3881	CA	5559 NORTHBOROUGH DR	Residential	95835
3	5	ROCKLIN	38.801637	-121.278798	480000	Tue May 20 00:00:00 EDT 2008	0	CA	2125 BIG SKY DR	Residential	95765
2	2	CARMICHAEL	38.602754	-121.329326	484000	Tue May 20 00:00:00 EDT 2008	1598	CA	2109 HAMLET PL	Residential	95608
3	4	PLACERVILLE	38.787877	-120.816676	485000	Tue May 20 00:00:00 EDT 2008	1929	CA	9970 STATE HIGHWAY 193	Residential	95667
3	4	ELK GROVE	38.398488	-121.473424	495000	Tue May 20 00:00:00 EDT 2008	3070	CA	2901 PINTAIL WAY	Residential	95757
0	0	ROSEVILLE	38.770153	-121.30003899999998	500500	Tue May 20 00:00:00 EDT 2008	0	CA	201 FIRESTONE DR	Residential	95678
3	3	AUBURN	38.891935	-121.08434	504000	Tue May 20 00:00:00 EDT 2008	0	CA	1740 HIGH ST	Residential	95603
0	0	EL DORADO HILLS	38.628459	-121.055078	541000	Tue May 20 00:00:00 EDT 2008	0	CA	2733 DANA LOOP	Residential	95762
0	0	WILTON	38.408841	-121.198039	560000	Tue May 20 00:00:00 EDT 2008	0	CA	9741 SADDLEBRED CT	Residential	95693
3	5	SACRAMENTO	38.47643	-121.309243	572500	Tue May 20 00:00:00 EDT 2008	3984	CA	7756 TIGERWOODS DR	Residential	95829
2	4	CARMICHAEL	38.602461	-121.330979	582000	Tue May 20 00:00:00 EDT 2008	2222	CA	5709 RIVER OAK WAY	Residential	95608
3	4	ROSEVILLE	38.735373	-121.227072	613401	Tue May 20 00:00:00 EDT 2008	3838	CA	2981 WRINGER DR	Residential	95661
2	4	ROSEVILLE	38.742118	-121.359909	614000	Tue May 20 00:00:00 EDT 2008	0	CA	8616 ROCKPORTE CT	Residential	95747
5	5	FAIR OAKS	38.64167	-121.262099	680000	Tue May 20 00:00:00 EDT 2008	2846	CA	4128 HILL ST	Residential	95628
2	5	SACRAMENTO	38.563244	-121.446876	699000	Tue May 20 00:00:00 EDT 2008	2484	CA	1409 47TH ST	Residential	95819
4	4	LOOMIS	38.813337	-121.133348	839000	Tue May 20 00:00:00 EDT 2008	1624	CA	3935 EL MONTE DR	Residential	95650
1	2	SACRAMENTO	38.673678	-121.357471	40000	Mon May 19 00:00:00 EDT 2008	840	CA	5840 WALERGA RD	Condo	95842
1	1	SACRAMENTO	38.582279	-121.401482	48000	Mon May 19 00:00:00 EDT 2008	484	CA	923 FULTON AVE	Condo	95825
1	3	SACRAMENTO	38.620685	-121.46053899999998	61500	Mon May 19 00:00:00 EDT 2008	970	CA	261 REDONDO AVE	Residential	95815
1	2	SACRAMENTO	38.546798	-121.46003799999998	62050	Mon May 19 00:00:00 EDT 2008	623	CA	4030 BROADWAY	Residential	95817
1	2	SACRAMENTO	38.532718	-121.46747	65000	Mon May 19 00:00:00 EDT 2008	932	CA	3660 22ND AVE	Residential	95820
1	2	SACRAMENTO	38.638797	-121.435049	65000	Mon May 19 00:00:00 EDT 2008	796	CA	3924 HIGH ST	Residential	95838
1	2	SACRAMENTO	38.539447	-121.450858	68000	Mon May 19 00:00:00 EDT 2008	834	CA	4734 14TH AVE	Residential	95820
1	2	SACRAMENTO	38.539447	-121.450858	68000	Mon May 19 00:00:00 EDT 2008	834	CA	4734 14TH AVE	Residential	95820
1	2	SACRAMENTO	38.658739	-121.33356100000002	77000	Mon May 19 00:00:00 EDT 2008	924	CA	5050 RHODE ISLAND DR Unit 4	Condo	95841
1	2	SACRAMENTO	38.669104	-121.359008	82732	Mon May 19 00:00:00 EDT 2008	795	CA	4513 GREENHOLME DR	Condo	95842
1	3	SACRAMENTO	38.637337	-121.432835	84000	Mon May 19 00:00:00 EDT 2008	1250	CA	3845 ELM ST	Residential	95838
1	2	SACRAMENTO	38.53728	-121.463531	84675	Mon May 19 00:00:00 EDT 2008	984	CA	3908 17TH AVE	Residential	95820
1	3	SACRAMENTO	38.497237	-121.42418700000002	85000	Mon May 19 00:00:00 EDT 2008	1013	CA	7109 CHANDLER DR	Residential	95828
1	3	SACRAMENTO	38.484274	-121.488851	90000	Mon May 19 00:00:00 EDT 2008	1012	CA	7541 SKELTON WAY	Residential	95822
1	2	SACRAMENTO	38.559144	-121.368387	90000	Mon May 19 00:00:00 EDT 2008	795	CA	9058 MONTOYA ST	Condo	95826
2	2	SACRAMENTO	38.630151	-121.442789	91000	Mon May 19 00:00:00 EDT 2008	918	CA	1016 CONGRESS AVE	Residential	95838
1	3	SACRAMENTO	38.637704	-121.453946	95000	Mon May 19 00:00:00 EDT 2008	1082	CA	540 MORRISON AVE	Residential	95838
1	2	SACRAMENTO	38.663282	-121.359631	97500	Mon May 19 00:00:00 EDT 2008	964	CA	5303 JERRETT WAY	Residential	95842
2	4	SACRAMENTO	38.617717999999996	-121.440089	100000	Mon May 19 00:00:00 EDT 2008	1404	CA	2820 DEL PASO BLVD	Multi-Family	95815
1	1	SACRAMENTO	38.544627	-121.35796	100000	Mon May 19 00:00:00 EDT 2008	625	CA	3715 TALLYHO DR Unit 78HIGH	Condo	95826
1	2	CITRUS HEIGHTS	38.675893	-121.2963	101000	Mon May 19 00:00:00 EDT 2008	888	CA	6013 ROWAN WAY	Residential	95621
2	4	SACRAMENTO	38.622243	-121.457863	102750	Mon May 19 00:00:00 EDT 2008	1120	CA	2987 PONDEROSA LN	Residential	95815
1	3	NORTH HIGHLANDS	38.68972	-121.378399	112500	Mon May 19 00:00:00 EDT 2008	1331	CA	3732 LANKERSHIM WAY	Residential	95660
1	3	SACRAMENTO	38.623738	-121.41305	113000	Mon May 19 00:00:00 EDT 2008	1014	CA	2216 DUNLAP DR	Residential	95821
2	4	SACRAMENTO	38.53361	-121.469308	114000	Mon May 19 00:00:00 EDT 2008	1448	CA	3503 21ST AVE	Residential	95820
1	3	SACRAMENTO	38.659414	-121.45408	114000	Mon May 19 00:00:00 EDT 2008	966	CA	523 EXCHANGE ST	Residential	95838
1	2	SACRAMENTO	38.463929	-121.438667	114750	Mon May 19 00:00:00 EDT 2008	779	CA	8101 PORT ROYALE WAY	Residential	95823
2	2	ANTELOPE	38.71607	-121.364468	115000	Mon May 19 00:00:00 EDT 2008	836	CA	8020 WALERGA RD	Condo	95843
2	2	ROSEVILLE	38.732429	-121.288069	115000	Mon May 19 00:00:00 EDT 2008	1100	CA	167 VALLEY OAK DR	Condo	95678
1	3	SACRAMENTO	38.470093	-121.468347	116100	Mon May 19 00:00:00 EDT 2008	1174	CA	7876 BURLINGTON WAY	Residential	95832
2	3	NORTH HIGHLANDS	38.656131	-121.377265	119250	Mon May 19 00:00:00 EDT 2008	1207	CA	3726 JONKO AVE	Residential	95660
4	4	SACRAMENTO	38.490704	-121.410176	120000	Mon May 19 00:00:00 EDT 2008	1995	CA	7342 GIGI PL	Multi-Family	95828
1	2	SACRAMENTO	38.53105	-121.479574	120000	Mon May 19 00:00:00 EDT 2008	804	CA	2610 PHYLLIS AVE	Residential	95820
2	2	SACRAMENTO	38.647523	-121.523217	120000	Mon May 19 00:00:00 EDT 2008	958	CA	4200 COMMERCE WAY Unit 711	Condo	95834
2	3	SACRAMENTO	38.470187	-121.448149	120108	Mon May 19 00:00:00 EDT 2008	1366	CA	4621 COUNTRY SCENE WAY	Residential	95823
2	2	SACRAMENTO	38.454949	-121.440578	121500	Mon May 19 00:00:00 EDT 2008	901	CA	5380 VILLAGE WOOD DR	Residential	95823
1	3	SACRAMENTO	38.613103	-121.44408500000002	121725	Mon May 19 00:00:00 EDT 2008	696	CA	2621 EVERGREEN ST	Residential	95815
2	3	GALT	38.24227	-121.31032	122000	Mon May 19 00:00:00 EDT 2008	1080	CA	201 CARLO CT	Residential	95632
2	3	SACRAMENTO	38.50372	-121.490657	123000	Mon May 19 00:00:00 EDT 2008	1104	CA	6743 21ST ST	Residential	95822
1	2	SACRAMENTO	38.598321	-121.39161	125000	Mon May 19 00:00:00 EDT 2008	972	CA	3128 VIA GRANDE	Residential	95825
2	4	SACRAMENTO	38.617173	-121.482541	125573	Mon May 19 00:00:00 EDT 2008	1390	CA	2847 BELGRADE WAY	Residential	95833
2	4	ELVERTA	38.705834	-121.43919	126714	Mon May 19 00:00:00 EDT 2008	1354	CA	7741 MILLDALE CIR	Residential	95626
1	2	SACRAMENTO	38.557045	-121.37167	126960	Mon May 19 00:00:00 EDT 2008	795	CA	9013 CASALS ST	Condo	95826
1	2	ROSEVILLE	38.749723	-121.27008	127000	Mon May 19 00:00:00 EDT 2008	780	CA	227 MAHAN CT Unit 1	Condo	95678
2	4	SACRAMENTO	38.49069	-121.382619	127500	Mon May 19 00:00:00 EDT 2008	1587	CA	7349 FLETCHER FARM DR	Residential	95828
2	3	NORTH HIGHLANDS	38.699269	-121.376334	130000	Mon May 19 00:00:00 EDT 2008	1209	CA	7226 LARCHMONT DR	Residential	95660
