street,zip,state,city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_mean,price_median
1069 ACACIA AVE,95815,CA,SACRAMENTO,2,1,1220,Residential,2008-05-20T00:00:00Z,98000.0,38.621998,-121.44223799999999,98000.0,98000.0
5201 LAGUNA OAKS DR Unit 199,95758,CA,ELK GROVE,1,1,722,Condo,2008-05-20T00:00:00Z,98000.0,38.423251,-121.44448899999999,98000.0,98000.0
3847 LAS PASAS WAY,95864,CA,SACRAMENTO,3,1,1643,Residential,2008-05-20T00:00:00Z,,38.588671999999995,-121.373916,354333.3333333333,315000.0
5201 LAGUNA OAKS DR Unit 172,95758,CA,ELK GROVE,1,1,722,Condo,2008-05-20T00:00:00Z,100000.0,38.423251,-121.44448899999999,100000.0,100000.0
1121 CREEKSIDE WAY,95632,CA,GALT,3,1,1080,Residential,2008-05-20T00:00:00Z,106716.0,38.241514,-121.31219899999999,106716.0,106716.0
5307 CABRILLO WAY,95820,CA,SACRAMENTO,3,1,1039,Residential,2008-05-20T00:00:00Z,111000.0,38.527120000000004,-121.435348,111000.0,111000.0
3725 DON JULIO BLVD,95660,CA,NORTH HIGHLANDS,3,1,1051,Residential,2008-05-20T00:00:00Z,111000.0,38.67895,-121.379406,111000.0,111000.0
4803 MCCLOUD DR,95842,CA,SACRAMENTO,2,2,967,Residential,2008-05-20T00:00:00Z,114800.0,38.682279,-121.35281699999999,114800.0,114800.0
10542 SILVERWOOD WAY,95670,CA,RANCHO CORDOVA,3,1,1098,Residential,2008-05-20T00:00:00Z,120108.0,38.587156,-121.295778,120108.0,120108.0
6318 39TH AVE,95824,CA,SACRAMENTO,3,1,1050,Residential,2008-05-20T00:00:00Z,123225.0,38.518941999999996,-121.430158,123225.0,123225.0
211 MCDANIEL CIR,95838,CA,SACRAMENTO,3,2,1110,Residential,2008-05-20T00:00:00Z,123750.0,38.636565000000004,-121.46038300000001,123750.0,123750.0
3800 LYNHURST WAY,95660,CA,NORTH HIGHLANDS,3,1,888,Residential,2008-05-20T00:00:00Z,125000.0,38.650445,-121.37486100000001,125000.0,125000.0
6139 HERMOSA ST,95822,CA,SACRAMENTO,3,2,1120,Residential,2008-05-20T00:00:00Z,125000.0,38.514665,-121.480411,125000.0,125000.0
2505 RHINE WAY,95626,CA,ELVERTA,3,2,1080,Residential,2008-05-20T00:00:00Z,126000.0,38.717976,-121.407684,126000.0,126000.0
3692 PAYNE WAY,95660,CA,NORTH HIGHLANDS,3,1,957,Residential,2008-05-20T00:00:00Z,129000.0,38.666540000000005,-121.378298,129000.0,129000.0
604 MORRISON AVE,95838,CA,SACRAMENTO,2,1,952,Residential,2008-05-20T00:00:00Z,134000.0,38.637678,-121.452476,134000.0,134000.0
648 SANTA ANA AVE,95838,CA,SACRAMENTO,3,2,1211,Residential,2008-05-20T00:00:00Z,135000.0,38.658478,-121.45040900000001,135000.0,135000.0
14 ASHLEY OAKS CT,95815,CA,SACRAMENTO,3,2,1264,Residential,2008-05-20T00:00:00Z,135500.0,38.61779,-121.436765,135500.0,135500.0
3174 NORTHVIEW DR,95833,CA,SACRAMENTO,3,1,1080,Residential,2008-05-20T00:00:00Z,140000.0,38.623816999999995,-121.477827,140000.0,140000.0
840 TRANQUIL LN,95632,CA,GALT,3,2,1266,Residential,2008-05-20T00:00:00Z,140000.0,38.270617,-121.299205,140000.0,140000.0
5333 PRIMROSE DR Unit 19A,95628,CA,FAIR OAKS,2,2,994,Condo,2008-05-20T00:00:00Z,142500.0,38.662785,-121.27627199999999,142500.0,142500.0
1035 MILLET WAY,95834,CA,SACRAMENTO,3,2,1202,Residential,2008-05-20T00:00:00Z,143500.0,38.631056,-121.48508000000001,143500.0,143500.0
5201 LAGUNA OAKS DR Unit 126,95758,CA,ELK GROVE,0,0,0,Condo,2008-05-20T00:00:00Z,145000.0,38.423251,-121.44448899999999,145000.0,145000.0
3328 22ND AVE,95820,CA,SACRAMENTO,2,1,722,Residential,2008-05-20T00:00:00Z,145000.0,38.532727,-121.47078300000001,145000.0,145000.0
8001 HARTWICK WAY,95828,CA,SACRAMENTO,4,2,1448,Residential,2008-05-20T00:00:00Z,145000.0,38.488623,-121.410582,145000.0,145000.0
7812 HARTWICK WAY,95828,CA,SACRAMENTO,3,2,1188,Residential,2008-05-20T00:00:00Z,145000.0,38.488611,-121.41280800000001,145000.0,145000.0
4207 PAINTER WAY,95660,CA,NORTH HIGHLANDS,4,2,1183,Residential,2008-05-20T00:00:00Z,146000.0,38.692915,-121.367497,146000.0,146000.0
7458 WINKLEY WAY,95822,CA,SACRAMENTO,3,1,1320,Residential,2008-05-20T00:00:00Z,148500.0,38.487444,-121.49136599999999,148500.0,148500.0
8354 SUNRISE WOODS WAY,95828,CA,SACRAMENTO,3,2,1117,Residential,2008-05-20T00:00:00Z,149000.0,38.473288000000004,-121.3963,149000.0,149000.0
8116 COTTONMILL CIR,95828,CA,SACRAMENTO,3,2,1364,Residential,2008-05-20T00:00:00Z,150000.0,38.482876,-121.40591200000001,150000.0,150000.0
4660 CEDARWOOD WAY,95823,CA,SACRAMENTO,4,2,1310,Residential,2008-05-20T00:00:00Z,,38.484834,-121.449316,175721.1379310345,170500.0
9254 HARROGATE WAY,95758,CA,ELK GROVE,2,2,1006,Residential,2008-05-20T00:00:00Z,152000.0,38.420138,-121.41217900000001,152000.0,152000.0
6716 TAREYTON WAY,95621,CA,CITRUS HEIGHTS,3,2,1104,Residential,2008-05-20T00:00:00Z,156000.0,38.693723999999996,-121.30716899999999,156000.0,156000.0
2028 ROBERT WAY,95825,CA,SACRAMENTO,2,1,810,Residential,2008-05-20T00:00:00Z,156000.0,38.609982,-121.41926299999999,156000.0,156000.0
9346 AIZENBERG CIR,95624,CA,ELK GROVE,2,2,1123,Residential,2008-05-20T00:00:00Z,156000.0,38.41875,-121.370019,156000.0,156000.0
4524 LOCH HAVEN WAY,95842,CA,SACRAMENTO,2,1,904,Residential,2008-05-20T00:00:00Z,157788.0,38.67273,-121.359645,157788.0,157788.0
7140 BLUE SPRINGS WAY,95621,CA,CITRUS HEIGHTS,3,2,1156,Residential,2008-05-20T00:00:00Z,161653.0,38.720653000000006,-121.302241,161653.0,161653.0
4631 11TH AVE,95820,CA,SACRAMENTO,2,1,1321,Residential,2008-05-20T00:00:00Z,161829.0,38.541965000000005,-121.452132,161829.0,161829.0
3228 BAGGAN CT,95843,CA,ANTELOPE,3,2,1392,Residential,2008-05-20T00:00:00Z,165000.0,38.715346000000004,-121.38816299999999,165000.0,165000.0
8515 DARTFORD DR,95823,CA,SACRAMENTO,3,2,1439,Residential,2008-05-20T00:00:00Z,168000.0,38.448288,-121.42071899999999,168000.0,168000.0
4500 TIPPWOOD WAY,95842,CA,SACRAMENTO,3,2,1159,Residential,2008-05-20T00:00:00Z,169000.0,38.69951,-121.35998899999998,169000.0,169000.0
2460 EL ROCCO WAY,95670,CA,RANCHO CORDOVA,3,2,1671,Residential,2008-05-20T00:00:00Z,175000.0,38.591477000000005,-121.31533999999999,175000.0,175000.0
8244 SUNBIRD WAY,95823,CA,SACRAMENTO,3,2,1740,Residential,2008-05-20T00:00:00Z,176250.0,38.457654,-121.431381,176250.0,176250.0
5841 VALLEY VALE WAY,95823,CA,SACRAMENTO,3,2,1265,Residential,2008-05-20T00:00:00Z,179000.0,38.461283,-121.434322,179000.0,179000.0
7863 CRESTLEIGH CT,95843,CA,ANTELOPE,2,2,1007,Residential,2008-05-20T00:00:00Z,180000.0,38.710889,-121.358876,180000.0,180000.0
7129 SPRINGMONT DR,95758,CA,ELK GROVE,3,2,1716,Residential,2008-05-20T00:00:00Z,180400.0,38.417649,-121.420294,180400.0,180400.0
8284 RED FOX WAY,95758,CA,ELK GROVE,4,2,1685,Residential,2008-05-20T00:00:00Z,182000.0,38.417182000000004,-121.397231,182000.0,182000.0
2219 EL CANTO CIR,95670,CA,RANCHO CORDOVA,4,2,1829,Residential,2008-05-20T00:00:00Z,184500.0,38.592383,-121.318669,184500.0,184500.0
8907 GEMWOOD WAY,95758,CA,ELK GROVE,3,2,1555,Residential,2008-05-20T00:00:00Z,185000.0,38.435471,-121.44117299999999,185000.0,185000.0
5925 MALEVILLE AVE,95608,CA,CARMICHAEL,4,2,1120,Residential,2008-05-20T00:00:00Z,189000.0,38.666564,-121.325717,189000.0,189000.0
7031 CANEVALLEY CIR,95621,CA,CITRUS HEIGHTS,3,2,1137,Residential,2008-05-20T00:00:00Z,194000.0,38.718693,-121.303619,194000.0,194000.0
3949 WILDROSE WAY,95826,CA,SACRAMENTO,3,1,1174,Residential,2008-05-20T00:00:00Z,,38.543696999999995,-121.36668300000001,184649.42857142858,178047.5
4437 MITCHUM CT,95843,CA,ANTELOPE,3,2,1393,Residential,2008-05-20T00:00:00Z,200000.0,38.704407,-121.36113,200000.0,200000.0
2778 KAWEAH CT,95682,CA,CAMERON PARK,3,1,0,Residential,2008-05-20T00:00:00Z,201000.0,38.694052,-120.995589,201000.0,201000.0
1636 ALLENWOOD CIR,95648,CA,LINCOLN,4,2,0,Residential,2008-05-20T00:00:00Z,202500.0,38.879191999999996,-121.309477,202500.0,202500.0
8151 QUAIL RIDGE CT,95828,CA,SACRAMENTO,3,2,1289,Residential,2008-05-20T00:00:00Z,205000.0,38.461296000000004,-121.39085800000001,205000.0,205000.0
4899 WIND CREEK DR,95838,CA,SACRAMENTO,4,2,1799,Residential,2008-05-20T00:00:00Z,,38.655887,-121.446119,147702.0,126854.0
2370 BIG CANYON CREEK RD,95667,CA,PLACERVILLE,3,2,0,Residential,2008-05-20T00:00:00Z,205000.0,38.74458,-120.79425400000001,205000.0,205000.0
6049 HAMBURG WAY,95823,CA,SACRAMENTO,4,3,1953,Residential,2008-05-20T00:00:00Z,205000.0,38.443253000000006,-121.431992,205000.0,205000.0
4232 71ST ST,95820,CA,SACRAMENTO,2,1,723,Residential,2008-05-20T00:00:00Z,207000.0,38.536741,-121.42115,207000.0,207000.0
3361 BOW MAR CT,95682,CA,CAMERON PARK,2,2,0,Residential,2008-05-20T00:00:00Z,210000.0,38.69437,-120.996602,210000.0,210000.0
1889 COLD SPRINGS RD,95667,CA,PLACERVILLE,2,1,948,Residential,2008-05-20T00:00:00Z,211500.0,38.739774,-120.860243,211500.0,211500.0
5805 HIMALAYA WAY,95621,CA,CITRUS HEIGHTS,4,2,1578,Residential,2008-05-20T00:00:00Z,215000.0,38.696489,-121.32855500000001,215000.0,215000.0
7944 SYLVAN OAK WAY,95610,CA,CITRUS HEIGHTS,3,2,1317,Residential,2008-05-20T00:00:00Z,215000.0,38.710388,-121.261096,215000.0,215000.0
3139 SPOONWOOD WAY Unit 1,95833,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,215500.0,38.626582,-121.52151,215500.0,215500.0
6217 LEOLA WAY,95824,CA,SACRAMENTO,3,1,1360,Residential,2008-05-20T00:00:00Z,222381.0,38.513065999999995,-121.45190900000001,222381.0,222381.0
2340 HURLEY WAY,95825,CA,SACRAMENTO,0,0,0,Condo,2008-05-20T00:00:00Z,225000.0,38.588815999999994,-121.408549,225000.0,225000.0
3035 BRUNNET LN,95833,CA,SACRAMENTO,3,2,1522,Residential,2008-05-20T00:00:00Z,225000.0,38.624762,-121.522775,225000.0,225000.0
3025 EL PRADO WAY,95825,CA,SACRAMENTO,4,2,1751,Residential,2008-05-20T00:00:00Z,,38.606603,-121.394147,181592.8,188000.0
9387 GRANITE FALLS CT,95624,CA,ELK GROVE,3,2,1465,Residential,2008-05-20T00:00:00Z,225000.0,38.419214000000004,-121.348533,225000.0,225000.0
9257 CALDERA WAY,95826,CA,SACRAMENTO,4,2,1605,Residential,2008-05-20T00:00:00Z,,38.558209999999995,-121.35502199999999,184649.42857142858,178047.5
441 ARLINGDALE CIR,95673,CA,RIO LINDA,4,2,1475,Residential,2008-05-20T00:00:00Z,229665.0,38.702892999999996,-121.454949,229665.0,229665.0
2284 LOS ROBLES RD,95722,CA,MEADOW VISTA,3,1,1216,Residential,2008-05-20T00:00:00Z,,39.008159,-121.03623,,
8164 CHENIN BLANC LN,95628,CA,FAIR OAKS,2,2,1315,Residential,2008-05-20T00:00:00Z,230000.0,38.665644,-121.259969,230000.0,230000.0
4620 CHAMBERLIN CIR,95757,CA,ELK GROVE,3,2,1567,Residential,2008-05-20T00:00:00Z,230000.0,38.390557,-121.449805,230000.0,230000.0
5340 BIRK WAY,95835,CA,SACRAMENTO,3,2,1776,Residential,2008-05-20T00:00:00Z,234000.0,38.672495,-121.515251,234000.0,234000.0
51 ANJOU CIR,95835,CA,SACRAMENTO,3,2,2187,Residential,2008-05-20T00:00:00Z,235000.0,38.661658,-121.54063300000001,235000.0,235000.0
2125 22ND AVE,95822,CA,SACRAMENTO,3,1,1291,Residential,2008-05-20T00:00:00Z,236250.0,38.534596,-121.493121,236250.0,236250.0
611 BLOSSOM ROCK LN,95630,CA,FOLSOM,0,0,0,Condo,2008-05-20T00:00:00Z,240000.0,38.6457,-121.1197,240000.0,240000.0
8830 ADUR RD,95624,CA,ELK GROVE,0,0,0,Residential,2008-05-20T00:00:00Z,242000.0,38.43742,-121.372876,242000.0,242000.0
7344 BUTTERBALL WAY,95842,CA,SACRAMENTO,3,2,1503,Residential,2008-05-20T00:00:00Z,245000.0,38.699489,-121.361828,245000.0,245000.0
8219 GWINHURST CIR,95828,CA,SACRAMENTO,4,3,2491,Residential,2008-05-20T00:00:00Z,,38.459711,-121.38428300000001,181664.9024390244,165000.0
3240 S ST,95816,CA,SACRAMENTO,2,1,1269,Residential,2008-05-20T00:00:00Z,245000.0,38.562296,-121.46748899999999,245000.0,245000.0
221 PICASSO CIR,95835,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,250000.0,38.676658,-121.52812800000001,250000.0,250000.0
5706 GREENACRES WAY,95662,CA,ORANGEVALE,3,2,1176,Residential,2008-05-20T00:00:00Z,250000.0,38.669882,-121.21353300000001,250000.0,250000.0
6900 LONICERA DR,95662,CA,ORANGEVALE,4,2,1456,Residential,2008-05-20T00:00:00Z,250000.0,38.692199,-121.250975,250000.0,250000.0
419 DAWNRIDGE RD,95678,CA,ROSEVILLE,3,2,1498,Residential,2008-05-20T00:00:00Z,250000.0,38.725283000000005,-121.297953,250000.0,250000.0
5312 MARBURY WAY,95843,CA,ANTELOPE,3,2,1574,Residential,2008-05-20T00:00:00Z,255000.0,38.710221000000004,-121.341651,255000.0,255000.0
6344 BONHAM CIR,95610,CA,CITRUS HEIGHTS,5,4,2085,Multi-Family,2008-05-20T00:00:00Z,256054.0,38.682358,-121.272876,256054.0,256054.0
8207 YORKTON WAY,95829,CA,SACRAMENTO,3,2,2170,Residential,2008-05-20T00:00:00Z,257729.0,38.45967,-121.36046100000002,257729.0,257729.0
7922 MANSELL WAY,95758,CA,ELK GROVE,4,2,1595,Residential,2008-05-20T00:00:00Z,260000.0,38.409634000000004,-121.41078700000001,260000.0,260000.0
5712 MELBURY CIR,95843,CA,ANTELOPE,3,2,1567,Residential,2008-05-20T00:00:00Z,261000.0,38.705849,-121.334701,261000.0,261000.0
632 NEWBRIDGE LN,95648,CA,LINCOLN,4,2,0,Residential,2008-05-20T00:00:00Z,261800.0,38.879084000000006,-121.29858600000001,261800.0,261800.0
1570 GLIDDEN AVE,95822,CA,SACRAMENTO,4,2,1253,Residential,2008-05-20T00:00:00Z,264469.0,38.482704,-121.500433,264469.0,264469.0
8108 FILIFERA WAY,95843,CA,ANTELOPE,4,3,1768,Residential,2008-05-20T00:00:00Z,265000.0,38.717042,-121.35468,265000.0,265000.0
230 BANKSIDE WAY,95835,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.676937,-121.52924399999999,270000.0,270000.0
5342 CALABRIA WAY,95835,CA,SACRAMENTO,4,3,2030,Residential,2008-05-20T00:00:00Z,270000.0,38.671807,-121.498274,270000.0,270000.0
47 NAPONEE CT,95835,CA,SACRAMENTO,3,2,1531,Residential,2008-05-20T00:00:00Z,270000.0,38.665704,-121.529096,270000.0,270000.0
4236 ADRIATIC SEA WAY,95834,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,270000.0,38.647960999999995,-121.54316200000001,270000.0,270000.0
8864 REMBRANT CT,95624,CA,ELK GROVE,4,3,1653,Residential,2008-05-20T00:00:00Z,275000.0,38.435288,-121.375703,275000.0,275000.0
9455 SEA CLIFF WAY,95758,CA,ELK GROVE,4,2,2056,Residential,2008-05-20T00:00:00Z,,38.411522,-121.481406,231379.7619047619,220500.0
9720 LITTLE HARBOR WAY,95624,CA,ELK GROVE,4,3,2494,Residential,2008-05-20T00:00:00Z,,38.404934000000004,-121.352405,253319.37931034484,233500.0
8806 PHOENIX AVE,95628,CA,FAIR OAKS,3,2,1450,Residential,2008-05-20T00:00:00Z,,38.660322,-121.230101,305686.625,215000.0
3578 LOGGERHEAD WAY,95834,CA,SACRAMENTO,4,2,2169,Residential,2008-05-20T00:00:00Z,292000.0,38.633028,-121.52675500000001,292000.0,292000.0
1416 LOCKHART WAY,95747,CA,ROSEVILLE,3,2,1440,Residential,2008-05-20T00:00:00Z,292000.0,38.752399,-121.33032800000001,292000.0,292000.0
5413 BUENA VENTURA WAY,95628,CA,FAIR OAKS,3,2,1527,Residential,2008-05-20T00:00:00Z,293993.0,38.664552,-121.25593700000002,293993.0,293993.0
37 WHITE BIRCH CT,95678,CA,ROSEVILLE,3,2,1401,Residential,2008-05-20T00:00:00Z,294000.0,38.776327,-121.28451399999999,294000.0,294000.0
405 MARLIN SPIKE WAY,95838,CA,SACRAMENTO,3,2,1411,Residential,2008-05-20T00:00:00Z,296769.0,38.65783,-121.456842,296769.0,296769.0
1102 CHESLEY LN,95648,CA,LINCOLN,4,4,0,Residential,2008-05-20T00:00:00Z,,38.864864000000004,-121.313988,87956.60606060606,4897.0
11281 STANFORD COURT LN Unit 604,95670,CA,GOLD RIVER,0,0,0,Condo,2008-05-20T00:00:00Z,300000.0,38.625289,-121.26028600000001,300000.0,300000.0
7320 6TH ST,95673,CA,RIO LINDA,3,1,1284,Residential,2008-05-20T00:00:00Z,300000.0,38.700553,-121.452223,300000.0,300000.0
993 MANTON CT,95632,CA,GALT,4,3,2307,Residential,2008-05-20T00:00:00Z,300000.0,38.272942,-121.289148,300000.0,300000.0
4487 PANORAMA DR,95667,CA,PLACERVILLE,3,2,1329,Residential,2008-05-20T00:00:00Z,,38.694559000000005,-120.848157,370959.3333333333,350000.0
5651 OVERLEAF WAY,95835,CA,SACRAMENTO,4,2,1910,Residential,2008-05-20T00:00:00Z,300500.0,38.677454,-121.49479099999999,300500.0,300500.0
2015 PROMONTORY POINT LN,95670,CA,GOLD RIVER,3,2,1981,Residential,2008-05-20T00:00:00Z,305000.0,38.628732,-121.261149,305000.0,305000.0
3224 PARKHAM DR,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-20T00:00:00Z,306500.0,38.772771,-121.364877,306500.0,306500.0
15 VANESSA PL,95835,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,312500.0,38.668692,-121.54548999999999,312500.0,312500.0
1312 RENISON LN,95648,CA,LINCOLN,5,3,0,Residential,2008-05-20T00:00:00Z,315000.0,38.866409000000004,-121.308485,315000.0,315000.0
8 RIVER RAFT CT,95823,CA,SACRAMENTO,4,2,2205,Residential,2008-05-20T00:00:00Z,319789.0,38.447353,-121.434969,319789.0,319789.0
2251 LAMPLIGHT LN,95648,CA,LINCOLN,2,2,1449,Residential,2008-05-20T00:00:00Z,330000.0,38.849924,-121.275729,330000.0,330000.0
106 FARHAM DR,95630,CA,FOLSOM,3,2,1258,Residential,2008-05-20T00:00:00Z,330000.0,38.667834,-121.168578,330000.0,330000.0
5405 NECTAR CIR,95757,CA,ELK GROVE,3,2,2575,Residential,2008-05-20T00:00:00Z,331000.0,38.387014,-121.44096699999999,331000.0,331000.0
5411 10TH AVE,95820,CA,SACRAMENTO,2,1,539,Residential,2008-05-20T00:00:00Z,334000.0,38.542727,-121.442449,334000.0,334000.0
3512 RAINSONG CIR,95670,CA,RANCHO CORDOVA,4,3,2208,Residential,2008-05-20T00:00:00Z,336000.0,38.573488,-121.28280900000001,336000.0,336000.0
1106 55TH ST,95819,CA,SACRAMENTO,3,1,1108,Residential,2008-05-20T00:00:00Z,339000.0,38.563805,-121.43639499999999,339000.0,339000.0
411 ILLSLEY WAY,95630,CA,FOLSOM,4,2,1595,Residential,2008-05-20T00:00:00Z,339000.0,38.652002,-121.129504,339000.0,339000.0
796 BUTTERCUP CIR,95632,CA,GALT,4,2,2159,Residential,2008-05-20T00:00:00Z,345000.0,38.279581,-121.30082800000001,345000.0,345000.0
1230 SANDRA CIR,95667,CA,PLACERVILLE,4,3,2295,Residential,2008-05-20T00:00:00Z,350000.0,38.738141,-120.784145,350000.0,350000.0
318 ANACAPA DR,95678,CA,ROSEVILLE,3,2,1838,Residential,2008-05-20T00:00:00Z,356000.0,38.782094,-121.297133,356000.0,356000.0
3975 SHINING STAR DR,95823,CA,SACRAMENTO,4,2,1900,Residential,2008-05-20T00:00:00Z,361745.0,38.487409,-121.461413,361745.0,361745.0
1620 BASLER ST,95811,CA,SACRAMENTO,4,2,1718,Residential,2008-05-20T00:00:00Z,,38.591822,-121.47864399999999,445000.0,445000.0
9688 NATURE TRAIL WAY,95757,CA,ELK GROVE,5,3,3389,Residential,2008-05-20T00:00:00Z,,38.405224,-121.479275,329582.0967741936,331000.0
5924 TANUS CIR,95677,CA,ROCKLIN,4,2,0,Residential,2008-05-20T00:00:00Z,380000.0,38.778690999999995,-121.204292,380000.0,380000.0
9629 CEDAR OAK WAY,95757,CA,ELK GROVE,5,4,3260,Residential,2008-05-20T00:00:00Z,385000.0,38.405527,-121.43174599999999,385000.0,385000.0
3429 FERNBROOK CT,95682,CA,CAMERON PARK,3,2,2016,Residential,2008-05-20T00:00:00Z,399000.0,38.664225,-121.007173,399000.0,399000.0
2121 HANNAH WAY,95765,CA,ROCKLIN,4,2,2607,Residential,2008-05-20T00:00:00Z,402000.0,38.805749,-121.28093100000001,402000.0,402000.0
10104 ANNIE ST,95757,CA,ELK GROVE,4,3,2724,Residential,2008-05-20T00:00:00Z,406026.0,38.390465,-121.44347900000001,406026.0,406026.0
1092 MAUGHAM CT,95632,CA,GALT,5,4,3746,Residential,2008-05-20T00:00:00Z,420000.0,38.271646000000004,-121.28684799999999,420000.0,420000.0
5404 ALMOND FALLS WAY,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-20T00:00:00Z,,38.527502,-121.233492,342510.0,325750.0
6306 CONEJO,95683,CA,RANCHO MURIETA,4,2,3192,Residential,2008-05-20T00:00:00Z,425000.0,38.512602,-121.08723300000001,425000.0,425000.0
14 CASA VATONI PL,95834,CA,SACRAMENTO,0,0,0,Residential,2008-05-20T00:00:00Z,433500.0,38.650221,-121.551704,433500.0,433500.0
1456 EAGLESFIELD LN,95648,CA,LINCOLN,4,3,0,Residential,2008-05-20T00:00:00Z,436746.0,38.857634999999995,-121.311375,436746.0,436746.0
4100 BOTHWELL CIR,95762,CA,EL DORADO HILLS,5,3,0,Residential,2008-05-20T00:00:00Z,,38.679136,-121.034329,498677.6842105263,471000.0
427 21ST ST,95811,CA,SACRAMENTO,2,1,1247,Residential,2008-05-20T00:00:00Z,445000.0,38.582603999999996,-121.47576000000001,445000.0,445000.0
1044 GALSTON DR,95630,CA,FOLSOM,4,2,2581,Residential,2008-05-20T00:00:00Z,450000.0,38.676306,-121.09953999999999,450000.0,450000.0
4440 SYCAMORE AVE,95841,CA,SACRAMENTO,3,1,2068,Residential,2008-05-20T00:00:00Z,460000.0,38.646374,-121.35365800000001,460000.0,460000.0
1032 SOUZA DR,95762,CA,EL DORADO HILLS,3,2,0,Residential,2008-05-20T00:00:00Z,460000.0,38.668239,-121.06443700000001,460000.0,460000.0
9760 LAZULITE CT,95624,CA,ELK GROVE,4,3,3992,Residential,2008-05-20T00:00:00Z,460000.0,38.403609,-121.33554099999999,460000.0,460000.0
241 LANFRANCO CIR,95835,CA,SACRAMENTO,4,4,3397,Residential,2008-05-20T00:00:00Z,,38.665696000000004,-121.54943700000001,270891.6857142857,261000.0
5559 NORTHBOROUGH DR,95835,CA,SACRAMENTO,5,3,3881,Residential,2008-05-20T00:00:00Z,471750.0,38.677225,-121.519687,471750.0,471750.0
2125 BIG SKY DR,95765,CA,ROCKLIN,5,3,0,Residential,2008-05-20T00:00:00Z,480000.0,38.801637,-121.278798,480000.0,480000.0
2109 HAMLET PL,95608,CA,CARMICHAEL,2,2,1598,Residential,2008-05-20T00:00:00Z,484000.0,38.602754,-121.329326,484000.0,484000.0
9970 STATE HIGHWAY 193,95667,CA,PLACERVILLE,4,3,1929,Residential,2008-05-20T00:00:00Z,485000.0,38.787877,-120.816676,485000.0,485000.0
2901 PINTAIL WAY,95757,CA,ELK GROVE,4,3,3070,Residential,2008-05-20T00:00:00Z,,38.398488,-121.473424,329582.0967741936,331000.0
201 FIRESTONE DR,95678,CA,ROSEVILLE,0,0,0,Residential,2008-05-20T00:00:00Z,500500.0,38.770153,-121.30003899999998,500500.0,500500.0
1740 HIGH ST,95603,CA,AUBURN,3,3,0,Residential,2008-05-20T00:00:00Z,504000.0,38.891935,-121.08434,504000.0,504000.0
2733 DANA LOOP,95762,CA,EL DORADO HILLS,0,0,0,Residential,2008-05-20T00:00:00Z,541000.0,38.628459,-121.05507800000001,541000.0,541000.0
9741 SADDLEBRED CT,95693,CA,WILTON,0,0,0,Residential,2008-05-20T00:00:00Z,560000.0,38.408840999999995,-121.198039,560000.0,560000.0
7756 TIGERWOODS DR,95829,CA,SACRAMENTO,5,3,3984,Residential,2008-05-20T00:00:00Z,572500.0,38.47643,-121.309243,572500.0,572500.0
5709 RIVER OAK WAY,95608,CA,CARMICHAEL,4,2,2222,Residential,2008-05-20T00:00:00Z,582000.0,38.602461,-121.330979,582000.0,582000.0
2981 WRINGER DR,95661,CA,ROSEVILLE,4,3,3838,Residential,2008-05-20T00:00:00Z,613401.0,38.735372999999996,-121.22707199999999,613401.0,613401.0
8616 ROCKPORTE CT,95747,CA,ROSEVILLE,4,2,0,Residential,2008-05-20T00:00:00Z,,38.742118,-121.359909,342178.5,316250.0
4128 HILL ST,95628,CA,FAIR OAKS,5,5,2846,Residential,2008-05-20T00:00:00Z,680000.0,38.64167,-121.26209899999999,680000.0,680000.0
1409 47TH ST,95819,CA,SACRAMENTO,5,2,2484,Residential,2008-05-20T00:00:00Z,699000.0,38.563244,-121.446876,699000.0,699000.0
3935 EL MONTE DR,95650,CA,LOOMIS,4,4,1624,Residential,2008-05-20T00:00:00Z,839000.0,38.813337,-121.133348,839000.0,839000.0
5840 WALERGA RD,95842,CA,SACRAMENTO,2,1,840,Condo,2008-05-19T00:00:00Z,40000.0,38.673678,-121.35747099999999,40000.0,40000.0
923 FULTON AVE,95825,CA,SACRAMENTO,1,1,484,Condo,2008-05-19T00:00:00Z,48000.0,38.582279,-121.401482,48000.0,48000.0
261 REDONDO AVE,95815,CA,SACRAMENTO,3,1,970,Residential,2008-05-19T00:00:00Z,61500.0,38.620684999999995,-121.46053899999998,61500.0,61500.0
4030 BROADWAY,95817,CA,SACRAMENTO,2,1,623,Residential,2008-05-19T00:00:00Z,62050.0,38.546797999999995,-121.46003799999998,62050.0,62050.0
3660 22ND AVE,95820,CA,SACRAMENTO,2,1,932,Residential,2008-05-19T00:00:00Z,65000.0,38.532718,-121.46746999999999,65000.0,65000.0
3924 HIGH ST,95838,CA,SACRAMENTO,2,1,796,Residential,2008-05-19T00:00:00Z,65000.0,38.638797,-121.43504899999999,65000.0,65000.0
