street,city,state,zip,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
5201 LAGUNA OAKS DR Unit 172,ELK GROVE,CA,95758,1,1,722,Condo,2008-05-20T00:00:00Z,100000,38.423251,-121.444489
1121 CREEKSIDE WAY,GALT,CA,95632,3,1,1080,Residential,2008-05-20T00:00:00Z,106716,38.241514,-121.312199
5307 CABRILLO WAY,SACRAMENTO,CA,95820,3,1,1039,Residential,2008-05-20T00:00:00Z,111000,38.52712,-121.435348
3725 DON JULIO BLVD,NORTH HIGHLANDS,CA,95660,3,1,1051,Residential,2008-05-20T00:00:00Z,111000,38.67895,-121.379406
4803 MCCLOUD DR,SACRAMENTO,CA,95842,2,2,967,Residential,2008-05-20T00:00:00Z,114800,38.682279,-121.352817
10542 SILVERWOOD WAY,RANCHO CORDOVA,CA,95670,3,1,1098,Residential,2008-05-20T00:00:00Z,120108,38.587156,-121.295778
6318 39TH AVE,SACRAMENTO,CA,95824,3,1,1050,Residential,2008-05-20T00:00:00Z,123225,38.518942,-121.430158
211 MCDANIEL CIR,SACRAMENTO,CA,95838,3,2,1110,Residential,2008-05-20T00:00:00Z,123750,38.636565,-121.460383
3800 LYNHURST WAY,NORTH HIGHLANDS,CA,95660,3,1,888,Residential,2008-05-20T00:00:00Z,125000,38.650445,-121.374861
6139 HERMOSA ST,SACRAMENTO,CA,95822,3,2,1120,Residential,2008-05-20T00:00:00Z,125000,38.514665,-121.480411
2505 RHINE WAY,ELVERTA,CA,95626,3,2,1080,Residential,2008-05-20T00:00:00Z,126000,38.717976,-121.407684
2505 RHINE WAY,ELVERTA,CA,95626,3,2,1080,Residential,2008-05-20T00:00:00Z,126000,38.717976,-121.407684
3692 PAYNE WAY,NORTH HIGHLANDS,CA,95660,3,1,957,Residential,2008-05-20T00:00:00Z,129000,38.66654,-121.378298
3692 PAYNE WAY,NORTH HIGHLANDS,CA,95660,3,1,957,Residential,2008-05-20T00:00:00Z,129000,38.66654,-121.378298
604 MORRISON AVE,SACRAMENTO,CA,95838,2,1,952,Residential,2008-05-20T00:00:00Z,134000,38.637678,-121.452476
604 MORRISON AVE,SACRAMENTO,CA,95838,2,1,952,Residential,2008-05-20T00:00:00Z,134000,38.637678,-121.452476
648 SANTA ANA AVE,SACRAMENTO,CA,95838,3,2,1211,Residential,2008-05-20T00:00:00Z,135000,38.658478,-121.450409
14 ASHLEY OAKS CT,SACRAMENTO,CA,95815,3,2,1264,Residential,2008-05-20T00:00:00Z,135500,38.61779,-121.436765
3174 NORTHVIEW DR,SACRAMENTO,CA,95833,3,1,1080,Residential,2008-05-20T00:00:00Z,140000,38.623817,-121.477827
840 TRANQUIL LN,GALT,CA,95632,3,2,1266,Residential,2008-05-20T00:00:00Z,140000,38.270617,-121.299205
840 TRANQUIL LN,GALT,CA,95632,3,2,1266,Residential,2008-05-20T00:00:00Z,140000,38.270617,-121.299205
5333 PRIMROSE DR Unit 19A,FAIR OAKS,CA,95628,2,2,994,Condo,2008-05-20T00:00:00Z,142500,38.662785,-121.276272
1035 MILLET WAY,SACRAMENTO,CA,95834,3,2,1202,Residential,2008-05-20T00:00:00Z,143500,38.631056,-121.48508
5201 LAGUNA OAKS DR Unit 126,ELK GROVE,CA,95758,0,0,0,Condo,2008-05-20T00:00:00Z,145000,38.423251,-121.444489
3328 22ND AVE,SACRAMENTO,CA,95820,2,1,722,Residential,2008-05-20T00:00:00Z,145000,38.532727,-121.470783
8001 HARTWICK WAY,SACRAMENTO,CA,95828,4,2,1448,Residential,2008-05-20T00:00:00Z,145000,38.488623,-121.410582
7812 HARTWICK WAY,SACRAMENTO,CA,95828,3,2,1188,Residential,2008-05-20T00:00:00Z,145000,38.488611,-121.412808
4207 PAINTER WAY,NORTH HIGHLANDS,CA,95660,4,2,1183,Residential,2008-05-20T00:00:00Z,146000,38.692915,-121.367497
7458 WINKLEY WAY,SACRAMENTO,CA,95822,3,1,1320,Residential,2008-05-20T00:00:00Z,148500,38.487444,-121.491366
8354 SUNRISE WOODS WAY,SACRAMENTO,CA,95828,3,2,1117,Residential,2008-05-20T00:00:00Z,149000,38.473288,-121.3963
8354 SUNRISE WOODS WAY,SACRAMENTO,CA,95828,3,2,1117,Residential,2008-05-20T00:00:00Z,149000,38.473288,-121.3963
8116 COTTONMILL CIR,SACRAMENTO,CA,95828,3,2,1364,Residential,2008-05-20T00:00:00Z,150000,38.482876,-121.405912
4660 CEDARWOOD WAY,SACRAMENTO,CA,95823,4,2,1310,Residential,2008-05-20T00:00:00Z,,38.484834,-121.449316
9254 HARROGATE WAY,ELK GROVE,CA,95758,2,2,1006,Residential,2008-05-20T00:00:00Z,152000,38.420138,-121.412179
6716 TAREYTON WAY,CITRUS HEIGHTS,CA,95621,3,2,1104,Residential,2008-05-20T00:00:00Z,156000,38.693724,-121.307169
2028 ROBERT WAY,SACRAMENTO,CA,95825,2,1,810,Residential,2008-05-20T00:00:00Z,156000,38.609982,-121.419263
9346 AIZENBERG CIR,ELK GROVE,CA,95624,2,2,1123,Residential,2008-05-20T00:00:00Z,156000,38.41875,-121.370019
4524 LOCH HAVEN WAY,SACRAMENTO,CA,95842,2,1,904,Residential,2008-05-20T00:00:00Z,157788,38.67273,-121.359645
7140 BLUE SPRINGS WAY,CITRUS HEIGHTS,CA,95621,3,2,1156,Residential,2008-05-20T00:00:00Z,161653,38.720653,-121.302241
4631 11TH AVE,SACRAMENTO,CA,95820,2,1,1321,Residential,2008-05-20T00:00:00Z,161829,38.541965,-121.452132
3228 BAGGAN CT,ANTELOPE,CA,95843,3,2,1392,Residential,2008-05-20T00:00:00Z,165000,38.715346,-121.388163
3228 BAGGAN CT,ANTELOPE,CA,95843,3,2,1392,Residential,2008-05-20T00:00:00Z,165000,38.715346,-121.388163
8515 DARTFORD DR,SACRAMENTO,CA,95823,3,2,1439,Residential,2008-05-20T00:00:00Z,168000,38.448288,-121.420719
4500 TIPPWOOD WAY,SACRAMENTO,CA,95842,3,2,1159,Residential,2008-05-20T00:00:00Z,169000,38.69951,-121.359989
4500 TIPPWOOD WAY,SACRAMENTO,CA,95842,3,2,1159,Residential,2008-05-20T00:00:00Z,169000,38.69951,-121.359989
2460 EL ROCCO WAY,RANCHO CORDOVA,CA,95670,3,2,1671,Residential,2008-05-20T00:00:00Z,175000,38.591477,-121.31534
8244 SUNBIRD WAY,SACRAMENTO,CA,95823,3,2,1740,Residential,2008-05-20T00:00:00Z,176250,38.457654,-121.431381
5841 VALLEY VALE WAY,SACRAMENTO,CA,95823,3,2,1265,Residential,2008-05-20T00:00:00Z,179000,38.461283,-121.434322
5841 VALLEY VALE WAY,SACRAMENTO,CA,95823,3,2,1265,Residential,2008-05-20T00:00:00Z,179000,38.461283,-121.434322
7863 CRESTLEIGH CT,ANTELOPE,CA,95843,2,2,1007,Residential,2008-05-20T00:00:00Z,180000,38.710889,-121.358876
7129 SPRINGMONT DR,ELK GROVE,CA,95758,3,2,1716,Residential,2008-05-20T00:00:00Z,180400,38.417649,-121.420294
8284 RED FOX WAY,ELK GROVE,CA,95758,4,2,1685,Residential,2008-05-20T00:00:00Z,182000,38.417182,-121.397231
2219 EL CANTO CIR,RANCHO CORDOVA,CA,95670,4,2,1829,Residential,2008-05-20T00:00:00Z,184500,38.592383,-121.318669
8907 GEMWOOD WAY,ELK GROVE,CA,95758,3,2,1555,Residential,2008-05-20T00:00:00Z,185000,38.435471,-121.441173
5925 MALEVILLE AVE,CARMICHAEL,CA,95608,4,2,1120,Residential,2008-05-20T00:00:00Z,189000,38.666564,-121.325717
7031 CANEVALLEY CIR,CITRUS HEIGHTS,CA,95621,3,2,1137,Residential,2008-05-20T00:00:00Z,194000,38.718693,-121.303619
3949 WILDROSE WAY,SACRAMENTO,CA,95826,3,1,1174,Residential,2008-05-20T00:00:00Z,,38.543697,-121.366683
4437 MITCHUM CT,ANTELOPE,CA,95843,3,2,1393,Residential,2008-05-20T00:00:00Z,200000,38.704407,-121.36113
2778 KAWEAH CT,CAMERON PARK,CA,95682,3,1,0,Residential,2008-05-20T00:00:00Z,201000,38.694052,-120.995589
1636 ALLENWOOD CIR,LINCOLN,CA,95648,4,2,0,Residential,2008-05-20T00:00:00Z,202500,38.879192,-121.309477
8151 QUAIL RIDGE CT,SACRAMENTO,CA,95828,3,2,1289,Residential,2008-05-20T00:00:00Z,205000,38.461296,-121.390858
8151 QUAIL RIDGE CT,SACRAMENTO,CA,95828,3,2,1289,Residential,2008-05-20T00:00:00Z,205000,38.461296,-121.390858
4899 WIND CREEK DR,SACRAMENTO,CA,95838,4,2,1799,Residential,2008-05-20T00:00:00Z,,38.655887,-121.446119
2370 BIG CANYON CREEK RD,PLACERVILLE,CA,95667,3,2,0,Residential,2008-05-20T00:00:00Z,205000,38.74458,-120.794254
6049 HAMBURG WAY,SACRAMENTO,CA,95823,4,3,1953,Residential,2008-05-20T00:00:00Z,205000,38.443253,-121.431992
4232 71ST ST,SACRAMENTO,CA,95820,2,1,723,Residential,2008-05-20T00:00:00Z,207000,38.536741,-121.42115
3361 BOW MAR CT,CAMERON PARK,CA,95682,2,2,0,Residential,2008-05-20T00:00:00Z,210000,38.69437,-120.996602
1889 COLD SPRINGS RD,PLACERVILLE,CA,95667,2,1,948,Residential,2008-05-20T00:00:00Z,211500,38.739774,-120.860243
5805 HIMALAYA WAY,CITRUS HEIGHTS,CA,95621,4,2,1578,Residential,2008-05-20T00:00:00Z,215000,38.696489,-121.328555
7944 SYLVAN OAK WAY,CITRUS HEIGHTS,CA,95610,3,2,1317,Residential,2008-05-20T00:00:00Z,215000,38.710388,-121.261096
3139 SPOONWOOD WAY Unit 1,SACRAMENTO,CA,95833,0,0,0,Residential,2008-05-20T00:00:00Z,215500,38.626582,-121.52151
6217 LEOLA WAY,SACRAMENTO,CA,95824,3,1,1360,Residential,2008-05-20T00:00:00Z,222381,38.513066,-121.451909
6217 LEOLA WAY,SACRAMENTO,CA,95824,3,1,1360,Residential,2008-05-20T00:00:00Z,222381,38.513066,-121.451909
2340 HURLEY WAY,SACRAMENTO,CA,95825,0,0,0,Condo,2008-05-20T00:00:00Z,225000,38.588816,-121.408549
3035 BRUNNET LN,SACRAMENTO,CA,95833,3,2,1522,Residential,2008-05-20T00:00:00Z,225000,38.624762,-121.522775
3035 BRUNNET LN,SACRAMENTO,CA,95833,3,2,1522,Residential,2008-05-20T00:00:00Z,225000,38.624762,-121.522775
3025 EL PRADO WAY,SACRAMENTO,CA,95825,4,2,1751,Residential,2008-05-20T00:00:00Z,,38.606603,-121.394147
3025 EL PRADO WAY,SACRAMENTO,CA,95825,4,2,1751,Residential,2008-05-20T00:00:00Z,,38.606603,-121.394147
9387 GRANITE FALLS CT,ELK GROVE,CA,95624,3,2,1465,Residential,2008-05-20T00:00:00Z,225000,38.419214,-121.348533
9257 CALDERA WAY,SACRAMENTO,CA,95826,4,2,1605,Residential,2008-05-20T00:00:00Z,,38.55821,-121.355022
9257 CALDERA WAY,SACRAMENTO,CA,95826,4,2,1605,Residential,2008-05-20T00:00:00Z,,38.55821,-121.355022
441 ARLINGDALE CIR,RIO LINDA,CA,95673,4,2,1475,Residential,2008-05-20T00:00:00Z,229665,38.702893,-121.454949
2284 LOS ROBLES RD,MEADOW VISTA,CA,95722,3,1,1216,Residential,2008-05-20T00:00:00Z,,39.008159,-121.03623
8164 CHENIN BLANC LN,FAIR OAKS,CA,95628,2,2,1315,Residential,2008-05-20T00:00:00Z,230000,38.665644,-121.259969
4620 CHAMBERLIN CIR,ELK GROVE,CA,95757,3,2,1567,Residential,2008-05-20T00:00:00Z,230000,38.390557,-121.449805
5340 BIRK WAY,SACRAMENTO,CA,95835,3,2,1776,Residential,2008-05-20T00:00:00Z,234000,38.672495,-121.515251
51 ANJOU CIR,SACRAMENTO,CA,95835,3,2,2187,Residential,2008-05-20T00:00:00Z,235000,38.661658,-121.540633
2125 22ND AVE,SACRAMENTO,CA,95822,3,1,1291,Residential,2008-05-20T00:00:00Z,236250,38.534596,-121.493121
2125 22ND AVE,SACRAMENTO,CA,95822,3,1,1291,Residential,2008-05-20T00:00:00Z,236250,38.534596,-121.493121
611 BLOSSOM ROCK LN,FOLSOM,CA,95630,0,0,0,Condo,2008-05-20T00:00:00Z,240000,38.6457,-121.1197
611 BLOSSOM ROCK LN,FOLSOM,CA,95630,0,0,0,Condo,2008-05-20T00:00:00Z,240000,38.6457,-121.1197
8830 ADUR RD,ELK GROVE,CA,95624,0,0,0,Residential,2008-05-20T00:00:00Z,242000,38.43742,-121.372876
7344 BUTTERBALL WAY,SACRAMENTO,CA,95842,3,2,1503,Residential,2008-05-20T00:00:00Z,245000,38.699489,-121.361828
8219 GWINHURST CIR,SACRAMENTO,CA,95828,4,3,2491,Residential,2008-05-20T00:00:00Z,,38.459711,-121.384283
8219 GWINHURST CIR,SACRAMENTO,CA,95828,4,3,2491,Residential,2008-05-20T00:00:00Z,,38.459711,-121.384283
3240 S ST,SACRAMENTO,CA,95816,2,1,1269,Residential,2008-05-20T00:00:00Z,245000,38.562296,-121.467489
3240 S ST,SACRAMENTO,CA,95816,2,1,1269,Residential,2008-05-20T00:00:00Z,245000,38.562296,-121.467489
221 PICASSO CIR,SACRAMENTO,CA,95835,0,0,0,Residential,2008-05-20T00:00:00Z,250000,38.676658,-121.528128
5706 GREENACRES WAY,ORANGEVALE,CA,95662,3,2,1176,Residential,2008-05-20T00:00:00Z,250000,38.669882,-121.213533
6900 LONICERA DR,ORANGEVALE,CA,95662,4,2,1456,Residential,2008-05-20T00:00:00Z,250000,38.692199,-121.250975
6900 LONICERA DR,ORANGEVALE,CA,95662,4,2,1456,Residential,2008-05-20T00:00:00Z,250000,38.692199,-121.250975
419 DAWNRIDGE RD,ROSEVILLE,CA,95678,3,2,1498,Residential,2008-05-20T00:00:00Z,250000,38.725283,-121.297953
419 DAWNRIDGE RD,ROSEVILLE,CA,95678,3,2,1498,Residential,2008-05-20T00:00:00Z,250000,38.725283,-121.297953
5312 MARBURY WAY,ANTELOPE,CA,95843,3,2,1574,Residential,2008-05-20T00:00:00Z,255000,38.710221,-121.341651
6344 BONHAM CIR,CITRUS HEIGHTS,CA,95610,5,4,2085,Multi-Family,2008-05-20T00:00:00Z,256054,38.682358,-121.272876
8207 YORKTON WAY,SACRAMENTO,CA,95829,3,2,2170,Residential,2008-05-20T00:00:00Z,257729,38.45967,-121.360461
7922 MANSELL WAY,ELK GROVE,CA,95758,4,2,1595,Residential,2008-05-20T00:00:00Z,260000,38.409634,-121.410787
5712 MELBURY CIR,ANTELOPE,CA,95843,3,2,1567,Residential,2008-05-20T00:00:00Z,261000,38.705849,-121.334701
632 NEWBRIDGE LN,LINCOLN,CA,95648,4,2,0,Residential,2008-05-20T00:00:00Z,261800,38.879084,-121.298586
1570 GLIDDEN AVE,SACRAMENTO,CA,95822,4,2,1253,Residential,2008-05-20T00:00:00Z,264469,38.482704,-121.500433
8108 FILIFERA WAY,ANTELOPE,CA,95843,4,3,1768,Residential,2008-05-20T00:00:00Z,265000,38.717042,-121.35468
230 BANKSIDE WAY,SACRAMENTO,CA,95835,0,0,0,Residential,2008-05-20T00:00:00Z,270000,38.676937,-121.529244
5342 CALABRIA WAY,SACRAMENTO,CA,95835,4,3,2030,Residential,2008-05-20T00:00:00Z,270000,38.671807,-121.498274
47 NAPONEE CT,SACRAMENTO,CA,95835,3,2,1531,Residential,2008-05-20T00:00:00Z,270000,38.665704,-121.529096
47 NAPONEE CT,SACRAMENTO,CA,95835,3,2,1531,Residential,2008-05-20T00:00:00Z,270000,38.665704,-121.529096
4236 ADRIATIC SEA WAY,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,270000,38.647961,-121.543162
4236 ADRIATIC SEA WAY,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,270000,38.647961,-121.543162
8864 REMBRANT CT,ELK GROVE,CA,95624,4,3,1653,Residential,2008-05-20T00:00:00Z,275000,38.435288,-121.375703
8864 REMBRANT CT,ELK GROVE,CA,95624,4,3,1653,Residential,2008-05-20T00:00:00Z,275000,38.435288,-121.375703
9455 SEA CLIFF WAY,ELK GROVE,CA,95758,4,2,2056,Residential,2008-05-20T00:00:00Z,,38.411522,-121.481406
9720 LITTLE HARBOR WAY,ELK GROVE,CA,95624,4,3,2494,Residential,2008-05-20T00:00:00Z,,38.404934,-121.352405
8806 PHOENIX AVE,FAIR OAKS,CA,95628,3,2,1450,Residential,2008-05-20T00:00:00Z,,38.660322,-121.230101
3578 LOGGERHEAD WAY,SACRAMENTO,CA,95834,4,2,2169,Residential,2008-05-20T00:00:00Z,292000,38.633028,-121.526755
1416 LOCKHART WAY,ROSEVILLE,CA,95747,3,2,1440,Residential,2008-05-20T00:00:00Z,292000,38.752399,-121.330328
5413 BUENA VENTURA WAY,FAIR OAKS,CA,95628,3,2,1527,Residential,2008-05-20T00:00:00Z,293993,38.664552,-121.255937
37 WHITE BIRCH CT,ROSEVILLE,CA,95678,3,2,1401,Residential,2008-05-20T00:00:00Z,294000,38.776327,-121.284514
405 MARLIN SPIKE WAY,SACRAMENTO,CA,95838,3,2,1411,Residential,2008-05-20T00:00:00Z,296769,38.65783,-121.456842
1102 CHESLEY LN,LINCOLN,CA,95648,4,4,0,Residential,2008-05-20T00:00:00Z,,38.864864,-121.313988
11281 STANFORD COURT LN Unit 604,GOLD RIVER,CA,95670,0,0,0,Condo,2008-05-20T00:00:00Z,300000,38.625289,-121.260286
7320 6TH ST,RIO LINDA,CA,95673,3,1,1284,Residential,2008-05-20T00:00:00Z,300000,38.700553,-121.452223
993 MANTON CT,GALT,CA,95632,4,3,2307,Residential,2008-05-20T00:00:00Z,300000,38.272942,-121.289148
4487 PANORAMA DR,PLACERVILLE,CA,95667,3,2,1329,Residential,2008-05-20T00:00:00Z,,38.694559,-120.848157
5651 OVERLEAF WAY,SACRAMENTO,CA,95835,4,2,1910,Residential,2008-05-20T00:00:00Z,300500,38.677454,-121.494791
2015 PROMONTORY POINT LN,GOLD RIVER,CA,95670,3,2,1981,Residential,2008-05-20T00:00:00Z,305000,38.628732,-121.261149
2015 PROMONTORY POINT LN,GOLD RIVER,CA,95670,3,2,1981,Residential,2008-05-20T00:00:00Z,305000,38.628732,-121.261149
3224 PARKHAM DR,ROSEVILLE,CA,95747,0,0,0,Residential,2008-05-20T00:00:00Z,306500,38.772771,-121.364877
15 VANESSA PL,SACRAMENTO,CA,95835,0,0,0,Residential,2008-05-20T00:00:00Z,312500,38.668692,-121.54549
1312 RENISON LN,LINCOLN,CA,95648,5,3,0,Residential,2008-05-20T00:00:00Z,315000,38.866409,-121.308485
8 RIVER RAFT CT,SACRAMENTO,CA,95823,4,2,2205,Residential,2008-05-20T00:00:00Z,319789,38.447353,-121.434969
8 RIVER RAFT CT,SACRAMENTO,CA,95823,4,2,2205,Residential,2008-05-20T00:00:00Z,319789,38.447353,-121.434969
2251 LAMPLIGHT LN,LINCOLN,CA,95648,2,2,1449,Residential,2008-05-20T00:00:00Z,330000,38.849924,-121.275729
106 FARHAM DR,FOLSOM,CA,95630,3,2,1258,Residential,2008-05-20T00:00:00Z,330000,38.667834,-121.168578
5405 NECTAR CIR,ELK GROVE,CA,95757,3,2,2575,Residential,2008-05-20T00:00:00Z,331000,38.387014,-121.440967
5405 NECTAR CIR,ELK GROVE,CA,95757,3,2,2575,Residential,2008-05-20T00:00:00Z,331000,38.387014,-121.440967
5411 10TH AVE,SACRAMENTO,CA,95820,2,1,539,Residential,2008-05-20T00:00:00Z,334000,38.542727,-121.442449
3512 RAINSONG CIR,RANCHO CORDOVA,CA,95670,4,3,2208,Residential,2008-05-20T00:00:00Z,336000,38.573488,-121.282809
1106 55TH ST,SACRAMENTO,CA,95819,3,1,1108,Residential,2008-05-20T00:00:00Z,339000,38.563805,-121.436395
411 ILLSLEY WAY,FOLSOM,CA,95630,4,2,1595,Residential,2008-05-20T00:00:00Z,339000,38.652002,-121.129504
796 BUTTERCUP CIR,GALT,CA,95632,4,2,2159,Residential,2008-05-20T00:00:00Z,345000,38.279581,-121.300828
796 BUTTERCUP CIR,GALT,CA,95632,4,2,2159,Residential,2008-05-20T00:00:00Z,345000,38.279581,-121.300828
1230 SANDRA CIR,PLACERVILLE,CA,95667,4,3,2295,Residential,2008-05-20T00:00:00Z,350000,38.738141,-120.784145
1230 SANDRA CIR,PLACERVILLE,CA,95667,4,3,2295,Residential,2008-05-20T00:00:00Z,350000,38.738141,-120.784145
318 ANACAPA DR,ROSEVILLE,CA,95678,3,2,1838,Residential,2008-05-20T00:00:00Z,356000,38.782094,-121.297133
3975 SHINING STAR DR,SACRAMENTO,CA,95823,4,2,1900,Residential,2008-05-20T00:00:00Z,361745,38.487409,-121.461413
1620 BASLER ST,SACRAMENTO,CA,95811,4,2,1718,Residential,2008-05-20T00:00:00Z,,38.591822,-121.478644
9688 NATURE TRAIL WAY,ELK GROVE,CA,95757,5,3,3389,Residential,2008-05-20T00:00:00Z,,38.405224,-121.479275
5924 TANUS CIR,ROCKLIN,CA,95677,4,2,0,Residential,2008-05-20T00:00:00Z,380000,38.778691,-121.204292
5924 TANUS CIR,ROCKLIN,CA,95677,4,2,0,Residential,2008-05-20T00:00:00Z,380000,38.778691,-121.204292
9629 CEDAR OAK WAY,ELK GROVE,CA,95757,5,4,3260,Residential,2008-05-20T00:00:00Z,385000,38.405527,-121.431746
3429 FERNBROOK CT,CAMERON PARK,CA,95682,3,2,2016,Residential,2008-05-20T00:00:00Z,399000,38.664225,-121.007173
3429 FERNBROOK CT,CAMERON PARK,CA,95682,3,2,2016,Residential,2008-05-20T00:00:00Z,399000,38.664225,-121.007173
2121 HANNAH WAY,ROCKLIN,CA,95765,4,2,2607,Residential,2008-05-20T00:00:00Z,402000,38.805749,-121.280931
10104 ANNIE ST,ELK GROVE,CA,95757,4,3,2724,Residential,2008-05-20T00:00:00Z,406026,38.390465,-121.443479
1092 MAUGHAM CT,GALT,CA,95632,5,4,3746,Residential,2008-05-20T00:00:00Z,420000,38.271646,-121.286848
5404 ALMOND FALLS WAY,RANCHO CORDOVA,CA,95742,0,0,0,Residential,2008-05-20T00:00:00Z,,38.527502,-121.233492
6306 CONEJO,RANCHO MURIETA,CA,95683,4,2,3192,Residential,2008-05-20T00:00:00Z,425000,38.512602,-121.087233
14 CASA VATONI PL,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,433500,38.650221,-121.551704
14 CASA VATONI PL,SACRAMENTO,CA,95834,0,0,0,Residential,2008-05-20T00:00:00Z,433500,38.650221,-121.551704
1456 EAGLESFIELD LN,LINCOLN,CA,95648,4,3,0,Residential,2008-05-20T00:00:00Z,436746,38.857635,-121.311375
4100 BOTHWELL CIR,EL DORADO HILLS,CA,95762,5,3,0,Residential,2008-05-20T00:00:00Z,,38.679136,-121.034329
4100 BOTHWELL CIR,EL DORADO HILLS,CA,95762,5,3,0,Residential,2008-05-20T00:00:00Z,,38.679136,-121.034329
427 21ST ST,SACRAMENTO,CA,95811,2,1,1247,Residential,2008-05-20T00:00:00Z,445000,38.582604,-121.47576
427 21ST ST,SACRAMENTO,CA,95811,2,1,1247,Residential,2008-05-20T00:00:00Z,445000,38.582604,-121.47576
1044 GALSTON DR,FOLSOM,CA,95630,4,2,2581,Residential,2008-05-20T00:00:00Z,450000,38.676306,-121.09954
4440 SYCAMORE AVE,SACRAMENTO,CA,95841,3,1,2068,Residential,2008-05-20T00:00:00Z,460000,38.646374,-121.353658
4440 SYCAMORE AVE,SACRAMENTO,CA,95841,3,1,2068,Residential,2008-05-20T00:00:00Z,460000,38.646374,-121.353658
1032 SOUZA DR,EL DORADO HILLS,CA,95762,3,2,0,Residential,2008-05-20T00:00:00Z,460000,38.668239,-121.064437
1032 SOUZA DR,EL DORADO HILLS,CA,95762,3,2,0,Residential,2008-05-20T00:00:00Z,460000,38.668239,-121.064437
9760 LAZULITE CT,ELK GROVE,CA,95624,4,3,3992,Residential,2008-05-20T00:00:00Z,460000,38.403609,-121.335541
241 LANFRANCO CIR,SACRAMENTO,CA,95835,4,4,3397,Residential,2008-05-20T00:00:00Z,,38.665696,-121.549437
241 LANFRANCO CIR,SACRAMENTO,CA,95835,4,4,3397,Residential,2008-05-20T00:00:00Z,,38.665696,-121.549437
5559 NORTHBOROUGH DR,SACRAMENTO,CA,95835,5,3,3881,Residential,2008-05-20T00:00:00Z,471750,38.677225,-121.519687
2125 BIG SKY DR,ROCKLIN,CA,95765,5,3,0,Residential,2008-05-20T00:00:00Z,480000,38.801637,-121.278798
2109 HAMLET PL,CARMICHAEL,CA,95608,2,2,1598,Residential,2008-05-20T00:00:00Z,484000,38.602754,-121.329326
9970 STATE HIGHWAY 193,PLACERVILLE,CA,95667,4,3,1929,Residential,2008-05-20T00:00:00Z,485000,38.787877,-120.816676
2901 PINTAIL WAY,ELK GROVE,CA,95757,4,3,3070,Residential,2008-05-20T00:00:00Z,,38.398488,-121.473424
201 FIRESTONE DR,ROSEVILLE,CA,95678,0,0,0,Residential,2008-05-20T00:00:00Z,500500,38.770153,-121.300039
1740 HIGH ST,AUBURN,CA,95603,3,3,0,Residential,2008-05-20T00:00:00Z,504000,38.891935,-121.08434
2733 DANA LOOP,EL DORADO HILLS,CA,95762,0,0,0,Residential,2008-05-20T00:00:00Z,541000,38.628459,-121.055078
2733 DANA LOOP,EL DORADO HILLS,CA,95762,0,0,0,Residential,2008-05-20T00:00:00Z,541000,38.628459,-121.055078
9741 SADDLEBRED CT,WILTON,CA,95693,0,0,0,Residential,2008-05-20T00:00:00Z,560000,38.408841,-121.198039
7756 TIGERWOODS DR,SACRAMENTO,CA,95829,5,3,3984,Residential,2008-05-20T00:00:00Z,572500,38.47643,-121.309243
5709 RIVER OAK WAY,CARMICHAEL,CA,95608,4,2,2222,Residential,2008-05-20T00:00:00Z,582000,38.602461,-121.330979
5709 RIVER OAK WAY,CARMICHAEL,CA,95608,4,2,2222,Residential,2008-05-20T00:00:00Z,582000,38.602461,-121.330979
2981 WRINGER DR,ROSEVILLE,CA,95661,4,3,3838,Residential,2008-05-20T00:00:00Z,613401,38.735373,-121.227072
8616 ROCKPORTE CT,ROSEVILLE,CA,95747,4,2,0,Residential,2008-05-20T00:00:00Z,,38.742118,-121.359909
4128 HILL ST,FAIR OAKS,CA,95628,5,5,2846,Residential,2008-05-20T00:00:00Z,680000,38.64167,-121.262099
1409 47TH ST,SACRAMENTO,CA,95819,5,2,2484,Residential,2008-05-20T00:00:00Z,699000,38.563244,-121.446876
3935 EL MONTE DR,LOOMIS,CA,95650,4,4,1624,Residential,2008-05-20T00:00:00Z,839000,38.813337,-121.133348
5840 WALERGA RD,SACRAMENTO,CA,95842,2,1,840,Condo,2008-05-19T00:00:00Z,40000,38.673678,-121.357471
923 FULTON AVE,SACRAMENTO,CA,95825,1,1,484,Condo,2008-05-19T00:00:00Z,48000,38.582279,-121.401482
923 FULTON AVE,SACRAMENTO,CA,95825,1,1,484,Condo,2008-05-19T00:00:00Z,48000,38.582279,-121.401482
261 REDONDO AVE,SACRAMENTO,CA,95815,3,1,970,Residential,2008-05-19T00:00:00Z,61500,38.620685,-121.460539
4030 BROADWAY,SACRAMENTO,CA,95817,2,1,623,Residential,2008-05-19T00:00:00Z,62050,38.546798,-121.460038
3660 22ND AVE,SACRAMENTO,CA,95820,2,1,932,Residential,2008-05-19T00:00:00Z,65000,38.532718,-121.46747
3924 HIGH ST,SACRAMENTO,CA,95838,2,1,796,Residential,2008-05-19T00:00:00Z,65000,38.638797,-121.435049
4734 14TH AVE,SACRAMENTO,CA,95820,2,1,834,Residential,2008-05-19T00:00:00Z,68000,38.539447,-121.450858
